,Isolate,ETHIONAMIDE
206,site.02.subj.0114.lab.22A068.iso.1,0.7269245982170105
207,site.02.subj.0115.lab.22A069.iso.1,0.7269245982170105
208,site.02.subj.0116.lab.22A070.iso.1,0.21845519542694092
209,site.02.subj.0117.lab.22A071.iso.1,0.7269245982170105
210,site.02.subj.0118.lab.22A072.iso.1,0.7268037796020508
211,site.02.subj.0119.lab.22A073.iso.1,0.7269245982170105
212,site.02.subj.0120.lab.22A074.iso.1,0.7269250154495239
213,site.02.subj.0122.lab.22A076.iso.1,0.7269245982170105
214,site.02.subj.0123.lab.22A077.iso.1,0.7269245982170105
215,site.02.subj.0124.lab.22A078.iso.1,0.7267659306526184
216,site.02.subj.0125.lab.22A079.iso.1,0.7269245982170105
217,site.02.subj.0126.lab.22A080.iso.1,0.22516679763793945
218,site.02.subj.0127.lab.22A082.iso.1,0.7269245982170105
219,site.02.subj.0129.lab.22A084.iso.1,0.7269245982170105
220,site.02.subj.0130.lab.22A085.iso.1,0.7269245982170105
221,site.02.subj.0131.lab.22A086.iso.1,0.7269245982170105
222,site.02.subj.0132.lab.22A087.iso.1,0.7273070216178894
223,site.02.subj.0135.lab.22A090.iso.1,0.22483283281326294
224,site.02.subj.0136.lab.22A091.iso.1,0.7256628274917603
225,site.02.subj.0137.lab.22A093.iso.1,0.7269245982170105
226,site.02.subj.0138.lab.22A094.iso.1,0.5466941595077515
227,site.02.subj.0139.lab.22A095.iso.1,0.7269245982170105
228,site.02.subj.0141.lab.2013232142.iso.1,0.7269641757011414
229,site.02.subj.0143.lab.2013232134.iso.1,0.7269245982170105
230,site.02.subj.0145.lab.2013232124.iso.1,0.7269245982170105
231,site.02.subj.0146.lab.2013232121.iso.1,0.7269245982170105
232,site.02.subj.0147.lab.2013232118.iso.1,0.7269245982170105
233,site.02.subj.0148.lab.2013232067.iso.1,0.7269250154495239
234,site.02.subj.0149.lab.2013232062.iso.1,0.7269245982170105
235,site.02.subj.0151.lab.2013232055.iso.1,0.7269245982170105
236,site.02.subj.0152.lab.2013232054.iso.1,0.7269245982170105
237,site.02.subj.0154.lab.2013232052.iso.1,0.7269245982170105
238,site.02.subj.0155.lab.2013232045.iso.1,0.7269245982170105
239,site.02.subj.0156.lab.2013232044.iso.1,0.7269245982170105
240,site.02.subj.0157.lab.2013232029.iso.1,0.7269245982170105
241,site.02.subj.0158.lab.2013232028.iso.1,0.7269245982170105
242,site.02.subj.0159.lab.2013232027.iso.1,0.7275834083557129
243,site.02.subj.0161.lab.2013232021.iso.1,0.7275834083557129
244,site.02.subj.0162.lab.2013232019.iso.1,0.7269245982170105
245,site.02.subj.0163.lab.2013232018.iso.1,0.7269245982170105
246,site.02.subj.0164.lab.2013232013.iso.1,0.7269250154495239
247,site.02.subj.0167.lab.2013232005.iso.1,0.7269245982170105
248,site.02.subj.0168.lab.2013232003.iso.1,0.7269641757011414
249,site.02.subj.0169.lab.2013232002.iso.1,0.7262751460075378
250,site.02.subj.0170.lab.2013232001.iso.1,0.7269245982170105
251,site.02.subj.0171.lab.2013231104.iso.1,0.7269245982170105
252,site.02.subj.0172.lab.2013231099.iso.1,0.7269245982170105
253,site.02.subj.0173.lab.2013231098.iso.1,0.7269245982170105
254,site.02.subj.0174.lab.2013231094.iso.1,0.7269245386123657
255,site.02.subj.0175.lab.2013231090.iso.1,0.7269250154495239
256,site.02.subj.0176.lab.2013231083.iso.1,0.7269250154495239
257,site.02.subj.0177.lab.2013231075.iso.1,0.7269245982170105
258,site.02.subj.0178.lab.2013231063.iso.1,0.7269245982170105
259,site.02.subj.0179.lab.2013231058.iso.1,0.7269245982170105
260,site.02.subj.0180.lab.2013231057.iso.1,0.7268611192703247
261,site.02.subj.0181.lab.2013231055.iso.1,0.7269245982170105
262,site.02.subj.0182.lab.2013222341.iso.1,0.7269245982170105
263,site.02.subj.0183.lab.2013222280.iso.1,0.7269250154495239
264,site.02.subj.0184.lab.2013222270.iso.1,0.7269245982170105
265,site.02.subj.0185.lab.2013222238.iso.1,0.7269245982170105
266,site.02.subj.0186.lab.2013222215.iso.1,0.7269245982170105
267,site.02.subj.0187.lab.2013222155.iso.1,0.7269245982170105
268,site.02.subj.0188.lab.2013222133.iso.1,0.7269245982170105
269,site.02.subj.0189.lab.2013222096.iso.1,0.7269245982170105
270,site.02.subj.0190.lab.2013222078.iso.1,0.7268815636634827
271,site.02.subj.0191.lab.2013221431.iso.1,0.7269245982170105
272,site.02.subj.0192.lab.2013221395.iso.1,0.727014422416687
273,site.02.subj.0193.lab.2013221353.iso.1,0.5470677018165588
274,site.02.subj.0194.lab.2013221351.iso.1,0.7269245982170105
275,site.02.subj.0195.lab.2013221348.iso.1,0.22531414031982422
276,site.02.subj.0196.lab.2013221243.iso.1,0.7269245982170105
277,site.02.subj.0197.lab.2013221241.iso.1,0.7269245982170105
278,site.02.subj.0199.lab.2013221219.iso.1,0.7269250154495239
279,site.02.subj.0200.lab.2013221211.iso.1,0.7189210653305054
280,site.02.subj.0201.lab.2013221209.iso.1,0.7269245982170105
281,site.02.subj.0202.lab.2013221188.iso.1,0.7273070216178894
282,site.02.subj.0203.lab.2013221187.iso.1,0.7268037796020508
283,site.02.subj.0204.lab.2013221178.iso.1,0.7269245982170105
284,site.02.subj.0205.lab.2013221173.iso.1,0.7269245982170105
285,site.02.subj.0206.lab.2013221166.iso.1,0.7269245982170105
286,site.02.subj.0207.lab.2013221161.iso.1,0.7269245386123657
287,site.02.subj.0208.lab.2013221157.iso.1,0.7269250154495239
288,site.02.subj.0210.lab.2013221151.iso.1,0.7269245982170105
289,site.02.subj.0211.lab.2013221149.iso.1,0.7271745204925537
290,site.02.subj.0212.lab.2013221142.iso.1,0.7269245982170105
291,site.02.subj.0213.lab.2013221136.iso.1,0.7269245982170105
292,site.02.subj.0214.lab.2013221123.iso.1,0.7268754243850708
293,site.02.subj.0215.lab.2013221122.iso.1,0.7269245982170105
294,site.02.subj.0216.lab.2013221117.iso.1,0.7269245982170105
295,site.02.subj.0217.lab.2013221116.iso.1,0.7269250154495239
296,site.02.subj.0218.lab.2013221114.iso.1,0.7269245982170105
297,site.02.subj.0219.lab.2013221106.iso.1,0.7269245982170105
298,site.02.subj.0221.lab.2013221098.iso.1,0.7269245982170105
299,site.02.subj.0222.lab.2013221091.iso.1,0.7269245982170105
300,site.02.subj.0225.lab.2013221077.iso.1,0.7269245982170105
301,site.02.subj.0227.lab.2013221071.iso.1,0.7269245982170105
302,site.02.subj.0228.lab.2013221068.iso.1,0.7264649868011475
303,site.02.subj.0230.lab.2013221029.iso.1,0.7269245982170105
304,site.02.subj.0231.lab.2013221022.iso.1,0.7269245982170105
305,site.02.subj.0232.lab.2013221017.iso.1,0.7269245982170105
306,site.02.subj.0234.lab.2013221013.iso.1,0.7269245982170105
307,site.02.subj.0235.lab.2013221009.iso.1,0.7269245982170105
308,site.02.subj.0237.lab.2013221005.iso.1,0.7258702516555786
309,site.02.subj.0238.lab.2013201033.iso.1,0.726218044757843
310,site.02.subj.0241.lab.2013241113.iso.1,0.7269245982170105
311,site.02.subj.0245.lab.2013241146.iso.1,0.7269250154495239
312,site.02.subj.0246.lab.2013241147.iso.1,0.7267511487007141
313,site.02.subj.0247.lab.2013241149.iso.1,0.7269245982170105
314,site.02.subj.0248.lab.2013241158.iso.1,0.7269245982170105
315,site.02.subj.0249.lab.2103241181.iso.1,0.7269245982170105
316,site.02.subj.0250.lab.2013241183.iso.1,0.7274425625801086
317,site.02.subj.0251.lab.2013241190.iso.1,0.7269250154495239
318,site.02.subj.0252.lab.2013241197.iso.1,0.7273304462432861
319,site.02.subj.0253.lab.2013241261.iso.1,0.727041482925415
320,site.02.subj.0254.lab.2013241270.iso.1,0.6925076842308044
321,site.02.subj.0257.lab.2013232046.iso.1,0.7269245982170105
322,site.02.subj.0258.lab.2013241201.iso.1,0.7269245982170105
323,site.02.subj.0260.lab.2013241217.iso.1,0.7268037796020508
324,site.02.subj.0261.lab.2013241219.iso.1,0.726911723613739
325,site.02.subj.0262.lab.2013241223.iso.1,0.7269245982170105
326,site.02.subj.0263.lab.2013241234.iso.1,0.7269245982170105
327,site.02.subj.0264.lab.2013241237.iso.1,0.7268037796020508
328,site.02.subj.0266.lab.2013241257.iso.1,0.7269250154495239
329,site.02.subj.0268.lab.2014232011.iso.1,0.7269245982170105
330,site.02.subj.0269.lab.2014232012.iso.1,0.7269250154495239
331,site.02.subj.0271.lab.2014232014.iso.1,0.7269245982170105
332,site.02.subj.0272.lab.2014232015.iso.1,0.7261313199996948
333,site.02.subj.0273.lab.2014233003.iso.1,0.7269245982170105
334,site.02.subj.0276.lab.2014234023.iso.1,0.7223936915397644
335,site.02.subj.0279.lab.2014234027.iso.1,0.7274834513664246
336,site.02.subj.0280.lab.2014234028.iso.1,0.7269245982170105
337,site.02.subj.0283.lab.2014235015.iso.1,0.7269245982170105
338,site.02.subj.0284.lab.2014235018.iso.1,0.7269250154495239
339,site.02.subj.0285.lab.2014235023.iso.1,0.7269245982170105
340,site.02.subj.0287.lab.2014235026.iso.1,0.7269245982170105
341,site.02.subj.0288.lab.2014235031.iso.1,0.7269245982170105
342,site.02.subj.0289.lab.2014235036.iso.1,0.7269245982170105
343,site.02.subj.0290.lab.2014235037.iso.1,0.7269245982170105
344,site.02.subj.0292.lab.2014235041.iso.1,0.7269245982170105
345,site.02.subj.0294.lab.2014235045.iso.1,0.7269245982170105
346,site.02.subj.0297.lab.2014235072.iso.1,0.7269245982170105
347,site.02.subj.0298.lab.2014235082.iso.1,0.7257107496261597
348,site.02.subj.0299.lab.2014235084.iso.1,0.7269245982170105
349,site.02.subj.0300.lab.2014235098.iso.1,0.7269245982170105
350,site.02.subj.0301.lab.2014235099.iso.1,0.7269245386123657
351,site.02.subj.0302.lab.2014235100.iso.1,0.7270352840423584
352,site.02.subj.0303.lab.2015234029.iso.1,0.7269245982170105
353,site.02.subj.0304.lab.2015235176.iso.1,0.7269250154495239
354,site.02.subj.0306.lab.2015231001.iso.1,0.7269245982170105
355,site.02.subj.0307.lab.2015232032.iso.1,0.7269245982170105
356,site.02.subj.0311.lab.2015232077.iso.1,0.7269245982170105
357,site.02.subj.0314.lab.2015233007.iso.1,0.7269245982170105
358,site.02.subj.0315.lab.2015234018.iso.1,0.7269245982170105
359,site.02.subj.0316.lab.2015234024.iso.1,0.7232928276062012
360,site.02.subj.0317.lab.2015234025.iso.1,0.7269245982170105
361,site.02.subj.0319.lab.2015234033.iso.1,0.7269245982170105
362,site.02.subj.0320.lab.2015234037.iso.1,0.7267103791236877
363,site.02.subj.0321.lab.2015234038.iso.1,0.7284061312675476
364,site.02.subj.0323.lab.2015234049.iso.1,0.7269250154495239
365,site.02.subj.0325.lab.2015251030.iso.1,0.7269245982170105
366,site.02.subj.0326.lab.2015251043.iso.1,0.7269245982170105
367,site.02.subj.0329.lab.2015235156.iso.1,0.7269245982170105
368,site.02.subj.0331.lab.2015235162.iso.1,0.7268037796020508
369,site.02.subj.0332.lab.2015235165.iso.1,0.7269245982170105
370,site.02.subj.0335.lab.2014235053.iso.1,0.7269245982170105
371,site.02.subj.0336.lab.2014235054.iso.1,0.7269245982170105
372,site.02.subj.0340.lab.222054-14.iso.1,0.7274248600006104
373,site.02.subj.0341.lab.235097-15.iso.1,0.7269245982170105
374,site.02.subj.0343.lab.232002-15.iso.1,0.22561079263687134
375,site.02.subj.0344.lab.235117-15.iso.1,0.7269245982170105
376,site.02.subj.0345.lab.234051-15.iso.1,0.7269245982170105
377,site.02.subj.0347.lab.231019-15.iso.1,0.7269245982170105
378,site.02.subj.0351.lab.235022-14.iso.1,0.7269250154495239
379,site.02.subj.0353.lab.235092-15.iso.1,0.7269245982170105
380,site.02.subj.0354.lab.235118-15.iso.1,0.7269245982170105
381,site.02.subj.0355.lab.235091-15.iso.1,0.7269245982170105
382,site.02.subj.0356.lab.235074-14.iso.1,0.7269245386123657
383,site.02.subj.0362.lab.233013-14.iso.1,0.7269250154495239
384,site.02.subj.0363.lab.235089-14.iso.1,0.7269245982170105
