,Isolate,MOXIFLOXACIN
1171,site.03.subj.GB-92320002.lab.IML-01657.iso.1,0.7212468385696411
1172,site.03.subj.GB-92340121.lab.IML-01840.iso.1,0.7212468385696411
1173,site.03.subj.GB-92740050.lab.IML-01841.iso.1,0.7262943983078003
1174,site.03.subj.GB-92820114.lab.IML-01791.iso.1,0.7212468385696411
1175,site.03.subj.GB-92840133.lab.IML-01793.iso.1,0.7212468385696411
1176,site.03.subj.GB-92860015.lab.IML-01842.iso.1,0.7215518951416016
1177,site.03.subj.GB-92860017.lab.IML-01784.iso.1,0.7212468385696411
1178,site.03.subj.GB-92910077.lab.IML-01788.iso.1,0.7212468385696411
1179,site.03.subj.GB-92920118.lab.IML-01789.iso.1,0.7208473682403564
1180,site.03.subj.GB-92950076.lab.IML-01843.iso.1,0.7212468385696411
1181,site.03.subj.GB-93110009.lab.IML-01862.iso.1,0.7212468385696411
1182,site.03.subj.GB-93120084.lab.IML-01833.iso.1,0.7212468385696411
1183,site.03.subj.GB-93130001.lab.IML-01873.iso.1,0.7212468385696411
1184,site.03.subj.GB-93130006.lab.IML-01958.iso.1,0.7208666205406189
1185,site.03.subj.GB-93140038.lab.IML-01852.iso.1,0.7260685563087463
1186,site.03.subj.GB-93140104.lab.IML-01844.iso.1,0.7215133905410767
1187,site.03.subj.GB-93210092.lab.IML-01835.iso.1,0.7212468385696411
1188,site.03.subj.GB-93220041.lab.IML-01836.iso.1,0.7215518951416016
1189,site.03.subj.GB-93230096.lab.IML-01867.iso.1,0.7212468385696411
1190,site.03.subj.GB-93320027.lab.IML-01964.iso.1,0.7262008786201477
1191,site.03.subj.GB-93320099.lab.IML-01847.iso.1,0.7212468385696411
1192,site.03.subj.GB-93350037.lab.IML-01876.iso.1,0.7212468385696411
1193,site.03.subj.GB-93430079.lab.IML-01965.iso.1,0.7212468385696411
1194,site.03.subj.GB-93450028.lab.IML-01960.iso.1,0.7149542570114136
1195,site.03.subj.GB-93460032.lab.IML-01957.iso.1,0.7212468385696411
1196,site.03.subj.GB-93520127.lab.IML-01967.iso.1,0.7212468385696411
1197,site.03.subj.GB-93530007.lab.IML-01963.iso.1,0.7149542570114136
1198,site.03.subj.GB-93530151.lab.IML-01935.iso.1,0.7212468385696411
1199,site.03.subj.GB-93530172.lab.IML-01966.iso.1,0.7212468385696411
1200,site.03.subj.GB-93530222.lab.IML-01864.iso.1,0.7149542570114136
1201,site.03.subj.GB-93610060.lab.IML-01885.iso.1,0.7262008786201477
1202,site.03.subj.GB-93630025.lab.IML-02047.iso.1,0.7149542570114136
1203,site.03.subj.GB-93640069.lab.IML-01881.iso.1,0.7215152382850647
1204,site.03.subj.GB-93650096.lab.IML-01936.iso.1,0.7149542570114136
1205,site.03.subj.GB-93720071.lab.IML-02037.iso.1,0.023191064596176147
1206,site.03.subj.GB-93720103.lab.IML-01961.iso.1,0.7212468385696411
1207,site.03.subj.GB-93740037.lab.IML-01884.iso.1,0.7212468385696411
1208,site.03.subj.GB-93810012.lab.IML-02020.iso.1,0.7223716378211975
1209,site.03.subj.GB-93930014.lab.IML-01917.iso.1,0.7212468385696411
1210,site.03.subj.GB-94010065.lab.IML-02028.iso.1,0.7263663411140442
1211,site.03.subj.GB-94020062.lab.IML-02032.iso.1,0.722032368183136
1212,site.03.subj.GB-94020164.lab.IML-01980.iso.1,0.722032368183136
1213,site.03.subj.GB-94210061.lab.IML-02030.iso.1,0.722032368183136
1214,site.03.subj.GB-94230022.lab.IML-02034.iso.1,0.7212468385696411
1215,site.03.subj.GB-94240001.lab.IML-01932.iso.1,0.7212468385696411
1216,site.03.subj.GB-94240124.lab.IML-01916.iso.1,0.7215518951416016
1217,site.03.subj.GB-94250082.lab.IML-01918.iso.1,0.7212193608283997
1218,site.03.subj.GB-94320064.lab.IML-01924.iso.1,0.7285406589508057
1219,site.03.subj.GB-94320066.lab.IML-01926.iso.1,0.7260671257972717
1220,site.03.subj.GB-94320106.lab.IML-02019.iso.1,0.7212468385696411
1221,site.03.subj.GB-94330052.lab.IML-01925.iso.1,0.7215328812599182
1222,site.03.subj.GB-94340127.lab.IML-01923.iso.1,0.7212468385696411
1223,site.03.subj.GB-94350119.lab.IML-01933.iso.1,0.7212468385696411
1224,site.03.subj.GB-94460011.lab.IML-01929.iso.1,0.7213906645774841
1225,site.03.subj.GB-94520109.lab.IML-01928.iso.1,0.7212468385696411
1226,site.03.subj.GB-94520120.lab.IML-01927.iso.1,0.7212468385696411
1227,site.03.subj.GB-94610089.lab.IML-01934.iso.1,0.7349771857261658
1228,site.03.subj.IML-00001.lab.T129.iso.1,0.7212468385696411
1229,site.03.subj.IML-00141.lab.T8147.iso.1,0.7212468385696411
1230,site.03.subj.IML-00168.lab.T8727.iso.1,0.7212468385696411
1231,site.03.subj.JPN-R2011-0061.lab.JPN-R2011-0061.iso.1,0.7212468385696411
1232,site.03.subj.JPN-R2011-0071.lab.JPN-R2011-0071.iso.1,0.08665269613265991
1233,site.03.subj.JPN-R2012-00013.lab.03-JPN-R2012-00013.iso.1,0.7212468385696411
1234,site.03.subj.JPN-R2012-00021.lab.03-JPN-R2012-0021.iso.1,0.08665269613265991
1235,site.03.subj.JPN-R2012-0005.lab.03-JPN-R2012-0005.iso.1,0.7212468385696411
1236,site.03.subj.JPN-R2012-0009.lab.03-JPN-R2012-0009.iso.1,0.023191064596176147
1237,site.03.subj.JPN-R2012-0011.lab.JPN-R2012-0011.iso.1,0.7212468385696411
1238,site.03.subj.JPN-R2012-0023.lab.JPN-R2012-0023.iso.1,0.7212468385696411
1239,site.03.subj.JPN-R2012-0028.lab.JPN-R2012-0028.iso.1,0.7212468385696411
1240,site.03.subj.JPN-R2012-0029.lab.JPN-R2012-0029.iso.1,0.023191064596176147
1241,site.03.subj.JPN-R2012-0031.lab.JPN-R2012-0031.iso.1,0.08665269613265991
1242,site.03.subj.JPN-R2012-0044.lab.JPN-R2012-0044.iso.1,0.7210882902145386
1243,site.03.subj.JPN-R2012-0045.lab.JPN-R2012-0045.iso.1,0.7212468385696411
1244,site.03.subj.JPN-R2012-0080.lab.JPN-R2012-0080.iso.1,0.023191064596176147
1245,site.03.subj.JPN-R2012-0082.lab.JPN-R2012-0082.iso.1,0.03913307189941406
1246,site.03.subj.JPN-R2012-0086.lab.JPN-R2012-0086.iso.1,0.7212468385696411
1247,site.03.subj.JPN-R2012-0087.lab.JPN-R2012-0087.iso.1,0.7262241840362549
1248,site.03.subj.JPN-R2012-0088.lab.JPN-R2012-0088.iso.1,0.7262008786201477
1249,site.03.subj.JPN-R2012-0089.lab.JPN-R2012-0089.iso.1,0.023220807313919067
1250,site.03.subj.JPN-R2013-0092.lab.JPN-R2013-0092.iso.1,0.7212468385696411
1251,site.03.subj.JPN-R2013-0095.lab.JPN-R2013-0095.iso.1,0.7212468385696411
1252,site.03.subj.JPN-R2013-0099.lab.JPN-R2013-0099.iso.1,0.14837050437927246
1253,site.03.subj.JPN-R2014-0103.lab.03-JPN-R2014-0103.iso.1,0.7262008786201477
1254,site.03.subj.JPN-R2014-0111.lab.03-JPN-R2014-0111.iso.1,0.08665269613265991
1255,site.03.subj.JPN-R2014-0113.lab.JPN-R2014-0113.iso.1,0.7212764620780945
1256,site.03.subj.KGZ-1264-2018.lab.1264-2018.iso.1,0.08138948678970337
1257,site.03.subj.KGZ-13412-2018.lab.13412-2018.iso.1,0.023191064596176147
1258,site.03.subj.KGZ-13420-2018.lab.13420-2018.iso.1,0.721400797367096
1259,site.03.subj.KGZ-14331-2018.lab.14331-2018.iso.1,0.08138948678970337
1260,site.03.subj.KGZ-15335-2018.lab.IML-00584.iso.1,0.7212468385696411
1261,site.03.subj.KGZ-15516-2018.lab.15516-2018.iso.1,0.7212468385696411
1262,site.03.subj.KGZ-3244-2018.lab.3244-2018.iso.1,0.14837050437927246
1263,site.03.subj.KGZ-4903-2018.lab.4903-2018.iso.1,0.08665269613265991
1264,site.03.subj.KGZ-5607-2018.lab.5607-2018.iso.1,0.023191064596176147
1265,site.03.subj.KGZ-5608-2018.lab.5608-2018.iso.1,0.08665269613265991
1266,site.03.subj.KGZ-5747-2018.lab.5747-2018.iso.1,0.0351010262966156
1267,site.03.subj.KGZ-5751-2018.lab.5751-2018.iso.1,0.023191064596176147
1268,site.03.subj.KGZ-6423-2018.lab.6423-2018.iso.1,0.7212468385696411
1269,site.03.subj.KGZ-6834-2018.lab.6834-2018.iso.1,0.0351010262966156
1270,site.03.subj.KGZ-7080-2018.lab.7080-2018.iso.1,0.0351010262966156
1271,site.03.subj.KGZ-7162-2018.lab.7162-2018.iso.1,0.08665269613265991
1272,site.03.subj.KGZ-7919-2018.lab.7919-2018.iso.1,0.7212468385696411
1273,site.03.subj.KYRG-1101.lab.IML-02070.iso.1,0.7214831709861755
1274,site.03.subj.T1005.lab.T1005.iso.1,0.7212468385696411
1275,site.03.subj.T1010.lab.IML-00008.iso.1,0.7214831709861755
1276,site.03.subj.T1037.lab.T1037.iso.1,0.7212468385696411
1277,site.03.subj.T1189.lab.T1189.iso.1,0.7149542570114136
1278,site.03.subj.T1271.lab.IML-00014.iso.1,0.715275764465332
1279,site.03.subj.T1402.lab.IML-00017.iso.1,0.7212468385696411
1280,site.03.subj.T1409.lab.IML-00019.iso.1,0.7208768129348755
1281,site.03.subj.T1442.lab.IML-00020.iso.1,0.7212468385696411
1282,site.03.subj.T1454.lab.IML-00022.iso.1,0.7213068604469299
1283,site.03.subj.T1567.lab.IML-00024.iso.1,0.7212468385696411
1284,site.03.subj.T1607.lab.IML-00025.iso.1,0.7212468385696411
1285,site.03.subj.T1613.lab.IML-00026.iso.1,0.7212468385696411
1286,site.03.subj.T164.lab.T164.iso.1,0.7212468385696411
1287,site.03.subj.T1695.lab.IML-00027.iso.1,0.7212468385696411
1288,site.03.subj.T1844.lab.IML-00030.iso.1,0.7212468385696411
1289,site.03.subj.T1851.lab.IML-00031.iso.1,0.7212468385696411
1290,site.03.subj.T1978.lab.IML-00033.iso.1,0.7212468385696411
1291,site.03.subj.T2100.lab.IML-00035.iso.1,0.722032368183136
1292,site.03.subj.T2243.lab.IML-00038.iso.1,0.7212468385696411
1293,site.03.subj.T231.lab.T231.iso.1,0.08138948678970337
1294,site.03.subj.T232.lab.T232.iso.1,0.7212468385696411
1295,site.03.subj.T2440.lab.IML-00042.iso.1,0.14837050437927246
1296,site.03.subj.T2456.lab.IML-00044.iso.1,0.7212468385696411
1297,site.03.subj.T2531.lab.IML-00045.iso.1,0.7212468385696411
1298,site.03.subj.T2976.lab.IML-00048.iso.1,0.7212468385696411
1299,site.03.subj.T298.lab.T298.iso.1,0.7212468385696411
1300,site.03.subj.T359.lab.IML-00003.iso.1,0.7212468385696411
1301,site.03.subj.T3604.lab.IML-00052.iso.1,0.7212468385696411
1302,site.03.subj.T3619.lab.IML-00053.iso.1,0.7212468385696411
1303,site.03.subj.T3908.lab.IML-00054.iso.1,0.7212468385696411
1304,site.03.subj.T4065.lab.IML-00055.iso.1,0.7207955718040466
1305,site.03.subj.T4445.lab.IML-00057.iso.1,0.7149542570114136
1306,site.03.subj.T4475.lab.IML-00058.iso.1,0.7212468385696411
1307,site.03.subj.T4481.lab.IML-00059.iso.1,0.7212468385696411
1308,site.03.subj.T4487.lab.IML-00061.iso.1,0.7212468385696411
1309,site.03.subj.T4666.lab.IML-00062.iso.1,0.7212468385696411
1310,site.03.subj.T4683.lab.IML-00063.iso.1,0.08665266633033752
1311,site.03.subj.T4766.lab.IML-00065.iso.1,0.7212468385696411
1312,site.03.subj.T4939.lab.IML-00066.iso.1,0.7212468385696411
1313,site.03.subj.T4951.lab.IML-00067.iso.1,0.7212468385696411
1314,site.03.subj.T4965.lab.IML-00068.iso.1,0.7212468385696411
1315,site.03.subj.T5279.lab.IML-00069.iso.1,0.7212468385696411
1316,site.03.subj.T5336.lab.IML-00070.iso.1,0.7212468385696411
1317,site.03.subj.T5339.lab.IML-00071.iso.1,0.7149542570114136
1318,site.03.subj.T5342.lab.IML-00072.iso.1,0.7214831709861755
1319,site.03.subj.T5423.lab.IML-00073.iso.1,0.722032368183136
1320,site.03.subj.T5437.lab.IML-00074.iso.1,0.7212468385696411
1321,site.03.subj.T5448.lab.IML-00075.iso.1,0.7212468385696411
1322,site.03.subj.T5462.lab.IML-00076.iso.1,0.7212468385696411
1323,site.03.subj.T5574.lab.IML-00078.iso.1,0.7208768129348755
1324,site.03.subj.T5866.lab.IML-00080.iso.1,0.7212468385696411
1325,site.03.subj.T5911.lab.IML-00081.iso.1,0.7149542570114136
1326,site.03.subj.T5985.lab.IML-00083.iso.1,0.7212468385696411
1327,site.03.subj.T5988.lab.IML-00084.iso.1,0.03587934374809265
1328,site.03.subj.T6003.lab.IML-00086.iso.1,0.7212468385696411
1329,site.03.subj.T6036.lab.IML-00087.iso.1,0.7212468385696411
1330,site.03.subj.T6103.lab.IML-00088.iso.1,0.7150736451148987
1331,site.03.subj.T6107.lab.IML-00089.iso.1,0.08138948678970337
1332,site.03.subj.T6133.lab.IML-00090.iso.1,0.08138948678970337
1333,site.03.subj.T6134.lab.IML-00091.iso.1,0.7212468385696411
1334,site.03.subj.T6153.lab.IML-00092.iso.1,0.7212468385696411
1335,site.03.subj.T6237.lab.IML-00094.iso.1,0.7212468385696411
1336,site.03.subj.T6300.lab.IML-00095.iso.1,0.7212468385696411
1337,site.03.subj.T6364.lab.IML-00096.iso.1,0.7212468385696411
1338,site.03.subj.T6450.lab.IML-00099.iso.1,0.7215133905410767
1339,site.03.subj.T6473.lab.IML-00100.iso.1,0.7212468385696411
1340,site.03.subj.T6532.lab.IML-00101.iso.1,0.7212468385696411
1341,site.03.subj.T6539.lab.IML-00102.iso.1,0.7212468385696411
1342,site.03.subj.T6548.lab.IML-00103.iso.1,0.7212468385696411
1343,site.03.subj.T6577.lab.IML-00104.iso.1,0.721315860748291
1344,site.03.subj.T6686.lab.IML-00107.iso.1,0.7212468385696411
1345,site.03.subj.T6979.lab.IML-00108.iso.1,0.7212468385696411
1346,site.03.subj.T6983.lab.IML-00109.iso.1,0.7212468385696411
1347,site.03.subj.T7017.lab.IML-00111.iso.1,0.7212468385696411
1348,site.03.subj.T7029.lab.IML-00112.iso.1,0.7212468385696411
1349,site.03.subj.T7089.lab.IML-00113.iso.1,0.7212468385696411
1350,site.03.subj.T7090.lab.IML-00114.iso.1,0.7212468385696411
1351,site.03.subj.T7169.lab.IML-00117.iso.1,0.7212468385696411
1352,site.03.subj.T7331.lab.IML00135.iso.1,0.7212468385696411
1353,site.03.subj.T7377.lab.IML00136.iso.1,0.7212468385696411
1354,site.03.subj.T7598.lab.IML00127.iso.1,0.7216333150863647
1355,site.03.subj.T7615.lab.IML00128.iso.1,0.7214831709861755
1356,site.03.subj.T7617.lab.IML00129.iso.1,0.7212468385696411
1357,site.03.subj.T7690.lab.IML00130.iso.1,0.14837050437927246
1358,site.03.subj.T7723.lab.IML00132.iso.1,0.7212468385696411
1359,site.03.subj.T7726.lab.IML-00118.iso.1,0.023191064596176147
1360,site.03.subj.T7747.lab.IML-00119.iso.1,0.7215133905410767
1361,site.03.subj.T779.lab.T779.iso.1,0.7211282253265381
1362,site.03.subj.T7793.lab.IML-00120.iso.1,0.023227691650390625
1363,site.03.subj.T7801.lab.IML-00121.iso.1,0.7212468385696411
1364,site.03.subj.T7858.lab.IML-00122.iso.1,0.7215092182159424
1365,site.03.subj.T7897.lab.IML-00124.iso.1,0.7212468385696411
1366,site.03.subj.T7962.lab.IML00142.iso.1,0.7212468385696411
1367,site.03.subj.T7979.lab.IML00143.iso.1,0.7212468385696411
1368,site.03.subj.T8041.lab.IML00144.iso.1,0.023191064596176147
1369,site.03.subj.T8053.lab.IML00139.iso.1,0.7212468385696411
1370,site.03.subj.T8153.lab.IML00145.iso.1,0.7212468385696411
1371,site.03.subj.T8173.lab.IML00147.iso.1,0.7212468385696411
1372,site.03.subj.T8229.lab.IML00148.iso.1,0.7212468385696411
1373,site.03.subj.T8249.lab.IML00149.iso.1,0.08665269613265991
1374,site.03.subj.T837.lab.IML-00005.iso.1,0.023191064596176147
1375,site.03.subj.T8383.lab.IML00153.iso.1,0.7212250232696533
1376,site.03.subj.T8389.lab.IML00154.iso.1,0.08138948678970337
1377,site.03.subj.T8393.lab.IML00155.iso.1,0.023191064596176147
1378,site.03.subj.T8465.lab.IML00157.iso.1,0.7149542570114136
1379,site.03.subj.T8532.lab.IML00158.iso.1,0.7149542570114136
1380,site.03.subj.T8551.lab.IML-00125.iso.1,0.7212468385696411
1381,site.03.subj.T8558.lab.IML00161.iso.1,0.7149542570114136
1382,site.03.subj.T8611.lab.IML00162.iso.1,0.7212468385696411
1383,site.03.subj.T8662.lab.IML00163.iso.1,0.7212468385696411
1384,site.03.subj.T8704.lab.IML00166.iso.1,0.723746657371521
1385,site.03.subj.T8705.lab.IML00167.iso.1,0.7212468385696411
1386,site.03.subj.T874.lab.IML-00006.iso.1,0.7212468385696411
1387,site.03.subj.T8756.lab.IML00164.iso.1,0.7212468385696411
1388,site.03.subj.T8800.lab.IML00169.iso.1,0.7212468385696411
1389,site.03.subj.T8833.lab.IML00170.iso.1,0.722032368183136
1390,site.03.subj.T8834.lab.IML00171.iso.1,0.7212468385696411
1391,site.03.subj.T8845.lab.IML00172.iso.1,0.7212468385696411
1392,site.03.subj.T8858.lab.IML00174.iso.1,0.7212275266647339
1393,site.03.subj.T8873.lab.IML00175.iso.1,0.7212468385696411
1394,site.03.subj.T8958.lab.IML00176.iso.1,0.7212468385696411
1395,site.03.subj.T8983.lab.IML-00177.iso.1,0.722032368183136
1396,site.03.subj.T9006.lab.IML00178.iso.1,0.7212468385696411
1397,site.03.subj.T901.lab.IML-00007.iso.1,0.023191064596176147
1398,site.03.subj.T924.lab.T924.iso.1,0.1479756236076355
1399,site.03.subj.UA1-2017.lab.UA1-2017.iso.1,0.03587934374809265
1400,site.03.subj.UA10-2017.lab.UA10-2017.iso.1,0.08138948678970337
1401,site.03.subj.UA11-2017.lab.UA11-2017.iso.1,0.08138948678970337
1402,site.03.subj.UA12-2017.lab.UA12-2017.iso.1,0.7149542570114136
1403,site.03.subj.UA14-2017.lab.UA14-2017.iso.1,0.7212468385696411
1404,site.03.subj.UA15-2017.lab.UA15-2017.iso.1,0.7212468385696411
1405,site.03.subj.UA17-2017.lab.UA17-2017.iso.1,0.7212468385696411
1406,site.03.subj.UA18-2017.lab.UA18-2017.iso.1,0.7212468385696411
1407,site.03.subj.UA19-2017.lab.UA19-2017.iso.1,0.7212468385696411
1408,site.03.subj.UA2-2017.lab.UA2-2017.iso.1,0.7212468385696411
1409,site.03.subj.UA20-2017.lab.UA20-2017.iso.1,0.7212468385696411
1410,site.03.subj.UA22-2017.lab.UA22-2017.iso.1,0.7212468385696411
1411,site.03.subj.UA23-2017.lab.UA23-2017.iso.1,0.7212468385696411
1412,site.03.subj.UA24-2017.lab.UA24-2017.iso.1,0.7208800315856934
1413,site.03.subj.UA25-2017.lab.UA25-2017.iso.1,0.023191064596176147
1414,site.03.subj.UA26-2017.lab.UA26-2017.iso.1,0.023191064596176147
1415,site.03.subj.UA3-2017.lab.UA3-2017.iso.1,0.722032368183136
1416,site.03.subj.UA30-2017.lab.UA30-2017.iso.1,0.023165225982666016
1417,site.03.subj.UA4-2017.lab.UA4-2017.iso.1,0.7212468385696411
1418,site.03.subj.UA5-2017.lab.UA5-2017.iso.1,0.7216330766677856
1419,site.03.subj.UA6-2017.lab.UA6-2017.iso.1,0.7212468385696411
1420,site.03.subj.UA7-2017.lab.UA7-2017.iso.1,0.7212468385696411
1421,site.03.subj.UA8-2017.lab.UA8-2017.iso.1,0.7212468385696411
1422,site.03.subj.UA9-2017.lab.UA9-2017.iso.1,0.722032368183136
1423,site.04.subj.00006.lab.632664.iso.1,0.7212468385696411
1424,site.04.subj.00007.lab.627175.iso.1,0.7212468385696411
1425,site.04.subj.00008.lab.633210.iso.1,0.7261267304420471
1426,site.04.subj.00011.lab.629655.iso.1,0.7212468385696411
1427,site.04.subj.00013.lab.632644.iso.1,0.08138948678970337
1428,site.04.subj.00016.lab.632901.iso.1,0.023191064596176147
1429,site.04.subj.00017.lab.633220.iso.1,0.7212468385696411
1430,site.04.subj.00019.lab.633541.iso.1,0.08315110206604004
1431,site.04.subj.00020.lab.628076.iso.1,0.7261267304420471
1432,site.04.subj.00022.lab.631450.iso.1,0.023191064596176147
1433,site.04.subj.00023.lab.632635.iso.1,0.7265727519989014
1434,site.04.subj.00024.lab.631993.iso.1,0.023191064596176147
1435,site.04.subj.00027.lab.714176.iso.1,0.7212468385696411
1436,site.04.subj.00028.lab.631688.iso.1,0.7212468385696411
1437,site.04.subj.00030.lab.633497.iso.1,0.08138948678970337
1438,site.04.subj.00031.lab.629762.iso.1,0.7263663411140442
1439,site.04.subj.00036.lab.629907.iso.1,0.7212468385696411
1440,site.04.subj.00037.lab.632619.iso.1,0.14837050437927246
1441,site.04.subj.00041.lab.634315.iso.1,0.7212468385696411
1442,site.04.subj.00042.lab.631456.iso.1,0.7259619832038879
1443,site.04.subj.00045.lab.629097.iso.1,0.7212468385696411
1444,site.04.subj.00050.lab.633275.iso.1,0.02308669686317444
1445,site.04.subj.00053.lab.632714.iso.1,0.7212468385696411
1446,site.04.subj.00057.lab.633880.iso.1,0.7149542570114136
1447,site.04.subj.00058.lab.633070.iso.1,0.7215133905410767
1448,site.04.subj.00059.lab.634373.iso.1,0.7212468385696411
1449,site.04.subj.00060.lab.632099.iso.1,0.7264755964279175
1450,site.04.subj.00062.lab.700139.iso.1,0.7262943983078003
1451,site.04.subj.00063.lab.700379.iso.1,0.7149542570114136
1452,site.04.subj.00067.lab.629780.iso.1,0.010443449020385742
1453,site.04.subj.00068.lab.626511.iso.1,0.023191064596176147
1454,site.04.subj.00069.lab.633499.iso.1,0.7212468385696411
1455,site.04.subj.00070.lab.633513.iso.1,0.7259634137153625
1456,site.04.subj.00071.lab.632539.iso.1,0.023191064596176147
1457,site.04.subj.00072.lab.631898.iso.1,0.7212468385696411
1458,site.04.subj.00074.lab.631114.iso.1,0.7261267304420471
1459,site.04.subj.00075.lab.700487.iso.1,0.7261372804641724
1460,site.04.subj.00076.lab.700654.iso.1,0.7261267304420471
1461,site.04.subj.00087.lab.632670.iso.1,0.7259619832038879
1462,site.04.subj.00088.lab.633847.iso.1,0.7261768579483032
1463,site.04.subj.00089.lab.632401.iso.1,0.7212468385696411
1464,site.04.subj.00093.lab.632043.iso.1,0.7261267304420471
1465,site.04.subj.00094.lab.630096.iso.1,0.08159786462783813
1466,site.04.subj.00095.lab.632984.iso.1,0.08138948678970337
1467,site.04.subj.00096.lab.630674.iso.1,0.7239341735839844
1468,site.04.subj.00097.lab.633433.iso.1,0.023191064596176147
1469,site.04.subj.00098.lab.633472.iso.1,0.726033627986908
1470,site.04.subj.00101.lab.629761.iso.1,0.023191064596176147
1471,site.04.subj.00102.lab.627585.iso.1,0.09292861819267273
1472,site.04.subj.00104.lab.632543.iso.1,0.7230608463287354
1473,site.04.subj.00105.lab.630891.iso.1,0.7212468385696411
1474,site.04.subj.00106.lab.632082.iso.1,0.022782117128372192
1475,site.04.subj.00112.lab.632416.iso.1,0.7215518951416016
1476,site.04.subj.00113.lab.631519.iso.1,0.7212468385696411
1477,site.04.subj.00114.lab.629889.iso.1,0.7149542570114136
1478,site.04.subj.00118.lab.634218.iso.1,0.023191064596176147
1479,site.04.subj.00119.lab.630666.iso.1,0.03587934374809265
1480,site.04.subj.00121.lab.633619.iso.1,0.023191064596176147
1481,site.04.subj.00126.lab.700009.iso.1,0.7215888500213623
1482,site.04.subj.00127.lab.634380.iso.1,0.7212468385696411
1483,site.04.subj.00128.lab.631082.iso.1,0.08679458498954773
1484,site.04.subj.00130.lab.633062.iso.1,0.7264408469200134
1485,site.04.subj.00132.lab.633512.iso.1,0.7212468385696411
1486,site.04.subj.00151.lab.634475.iso.1,0.7212468385696411
1487,site.04.subj.00152.lab.700136.iso.1,0.7266243100166321
1488,site.04.subj.00156.lab.700159.iso.1,0.023191064596176147
1489,site.04.subj.00160.lab.633080.iso.1,0.023191064596176147
1490,site.04.subj.00163.lab.631936.iso.1,0.01714763045310974
1491,site.04.subj.00168.lab.700996.iso.1,0.036014676094055176
1492,site.04.subj.00175.lab.633506.iso.1,0.023191064596176147
1493,site.04.subj.00178.lab.631878.iso.1,0.7212468385696411
1494,site.04.subj.00179.lab.631343.iso.1,0.7242559194564819
1495,site.04.subj.00181.lab.633065.iso.1,0.023191064596176147
1496,site.04.subj.00182.lab.700891.iso.1,0.023191064596176147
1497,site.04.subj.00184.lab.700775.iso.1,0.023191064596176147
1498,site.04.subj.00187.lab.631941.iso.1,0.08159786462783813
1499,site.04.subj.00188.lab.701354.iso.1,0.7212468385696411
1500,site.04.subj.00191.lab.633706.iso.1,0.7264755964279175
1501,site.04.subj.00193.lab.700656.iso.1,0.7249111533164978
1502,site.04.subj.00195.lab.700917.iso.1,0.023191064596176147
1503,site.04.subj.00201.lab.700582.iso.1,0.0351010262966156
1504,site.04.subj.00203.lab.702427.iso.1,0.7149542570114136
1505,site.04.subj.00206.lab.634028.iso.1,0.023191064596176147
1506,site.04.subj.00214.lab.702386.iso.1,0.023191064596176147
1507,site.04.subj.00218.lab.629294.iso.1,0.7268221974372864
1508,site.04.subj.00222.lab.633951.iso.1,0.023191064596176147
1509,site.04.subj.00224.lab.711662.iso.1,0.7212468385696411
1510,site.04.subj.00225.lab.702361.iso.1,0.7264755964279175
1511,site.04.subj.00234.lab.702351.iso.1,0.7212468385696411
1512,site.04.subj.00235.lab.702383.iso.1,0.0351010262966156
1513,site.04.subj.00237.lab.23510.iso.1,0.02323576807975769
1514,site.04.subj.00251.lab.702512.iso.1,0.08138948678970337
1515,site.04.subj.00255.lab.709124.iso.1,0.010443449020385742
1516,site.04.subj.00256.lab.713757.iso.1,0.7212468385696411
1517,site.04.subj.00257.lab.T-4160.iso.1,0.7212468385696411
1518,site.04.subj.00258.lab.T-4134.iso.1,0.7212468385696411
1519,site.04.subj.00261.lab.T-4137.iso.1,0.7212468385696411
1520,site.04.subj.00262.lab.T-4095.iso.1,0.0351010262966156
1521,site.04.subj.00263.lab.T-4115.iso.1,0.7212468385696411
1522,site.04.subj.00265.lab.T-4149.iso.1,0.7212468385696411
1523,site.04.subj.00266.lab.T-4105.iso.1,0.7212468385696411
1524,site.04.subj.00271.lab.T-4086.iso.1,0.7212468385696411
1525,site.04.subj.00272.lab.T-4071.iso.1,0.7212468385696411
1526,site.04.subj.00273.lab.T-4185.iso.1,0.7261267304420471
1527,site.04.subj.00274.lab.T-4113.iso.1,0.7212468385696411
1528,site.04.subj.00275.lab.T-4180.iso.1,0.7212468385696411
1529,site.04.subj.00277.lab.T-4122.iso.1,0.7212468385696411
1530,site.04.subj.00278.lab.710343.iso.1,0.7200620174407959
1531,site.04.subj.00280.lab.T-4119.iso.1,0.7212468385696411
1532,site.04.subj.00281.lab.702547.iso.1,0.08138948678970337
1533,site.04.subj.00282.lab.701332.iso.1,0.0351010262966156
1534,site.04.subj.00283.lab.701797.iso.1,0.7214855551719666
1535,site.04.subj.00284.lab.702850.iso.1,0.7212468385696411
1536,site.04.subj.00285.lab.703140.iso.1,0.7264755964279175
1537,site.04.subj.00286.lab.717662.iso.1,0.0351010262966156
1538,site.04.subj.00288.lab.702501.iso.1,0.031356632709503174
1539,site.04.subj.00289.lab.713081.iso.1,0.7212468385696411
1540,site.04.subj.00290.lab.700115.iso.1,0.7212468385696411
1541,site.04.subj.00291.lab.700160.iso.1,0.7212468385696411
1542,site.04.subj.00292.lab.633212.iso.1,0.023191064596176147
1543,site.04.subj.00293.lab.701640.iso.1,0.7217411398887634
