,Isolate,MOXIFLOXACIN
131,site.02.subj.0056.lab.22A006.iso.1,0.7212468385696411
132,site.02.subj.0057.lab.22A007.iso.1,0.023191064596176147
133,site.02.subj.0058.lab.22A008.iso.1,0.0351010262966156
134,site.02.subj.0059.lab.22A009.iso.1,0.7212468385696411
135,site.02.subj.0061.lab.22A011.iso.1,0.023191064596176147
136,site.02.subj.0062.lab.22A012.iso.1,0.023191064596176147
137,site.02.subj.0063.lab.22A013.iso.1,0.7212468385696411
138,site.02.subj.0064.lab.22A014.iso.1,0.14837050437927246
139,site.02.subj.0067.lab.22A017.iso.1,0.023191064596176147
140,site.02.subj.0068.lab.22A018.iso.1,0.7210545539855957
141,site.02.subj.0069.lab.22A019.iso.1,0.08138948678970337
142,site.02.subj.0070.lab.22A021.iso.1,0.255069762468338
143,site.02.subj.0071.lab.22A022.iso.1,0.012566983699798584
144,site.02.subj.0072.lab.22A023.iso.1,0.7212468385696411
145,site.02.subj.0073.lab.22A025.iso.1,0.7212468385696411
146,site.02.subj.0074.lab.22A026.iso.1,0.4731757938861847
147,site.02.subj.0075.lab.22A027.iso.1,0.7212468385696411
148,site.02.subj.0076.lab.22A028.iso.1,0.7212468385696411
149,site.02.subj.0077.lab.22A029.iso.1,0.0351010262966156
150,site.02.subj.0078.lab.22A030.iso.1,0.14837050437927246
151,site.02.subj.0079.lab.22A031.iso.1,0.7212468385696411
152,site.02.subj.0080.lab.22A020.iso.1,0.023191064596176147
153,site.02.subj.0081.lab.22A032.iso.1,0.023191064596176147
154,site.02.subj.0082.lab.22A033.iso.1,0.7212468385696411
155,site.02.subj.0083.lab.22A034.iso.1,0.7212468385696411
156,site.02.subj.0084.lab.22A035.iso.1,0.7212468385696411
157,site.02.subj.0085.lab.22A036.iso.1,0.7212468385696411
158,site.02.subj.0086.lab.22A038.iso.1,0.7212468385696411
159,site.02.subj.0087.lab.22A039.iso.1,0.02757328748703003
160,site.02.subj.0088.lab.22A040.iso.1,0.7212468385696411
161,site.02.subj.0089.lab.22A041.iso.1,0.7212468385696411
162,site.02.subj.0090.lab.22A042.iso.1,0.7212468385696411
163,site.02.subj.0091.lab.22A043.iso.1,0.14837050437927246
164,site.02.subj.0092.lab.22A044.iso.1,0.7212468385696411
165,site.02.subj.0093.lab.22A045.iso.1,0.7212468385696411
166,site.02.subj.0094.lab.22A046.iso.1,0.7211251854896545
167,site.02.subj.0095.lab.22A047.iso.1,0.010443449020385742
168,site.02.subj.0096.lab.22A048.iso.1,0.7210545539855957
169,site.02.subj.0097.lab.22A049.iso.1,0.023191064596176147
170,site.02.subj.0098.lab.22A050.iso.1,0.08132964372634888
171,site.02.subj.0100.lab.22A052.iso.1,0.7212468385696411
172,site.02.subj.0101.lab.22A054.iso.1,0.7212468385696411
173,site.02.subj.0102.lab.22A055.iso.1,0.7215133905410767
174,site.02.subj.0105.lab.22A058.iso.1,0.7212468385696411
175,site.02.subj.0106.lab.22A060.iso.1,0.7212234139442444
176,site.02.subj.0108.lab.22A062.iso.1,0.7212468385696411
177,site.02.subj.0109.lab.22A063.iso.1,0.7212468385696411
178,site.02.subj.0110.lab.22A064.iso.1,0.7213740348815918
179,site.02.subj.0112.lab.22A066.iso.1,0.7212468385696411
180,site.02.subj.0113.lab.22A067.iso.1,0.7215133905410767
181,site.02.subj.0114.lab.22A068.iso.1,0.023191064596176147
182,site.02.subj.0115.lab.22A069.iso.1,0.7212468385696411
183,site.02.subj.0116.lab.22A070.iso.1,0.023191064596176147
184,site.02.subj.0117.lab.22A071.iso.1,0.08138948678970337
185,site.02.subj.0118.lab.22A072.iso.1,0.7204862833023071
186,site.02.subj.0120.lab.22A074.iso.1,0.7212468385696411
187,site.02.subj.0121.lab.22A075.iso.1,0.0358661413192749
188,site.02.subj.0123.lab.22A077.iso.1,0.7212468385696411
189,site.02.subj.0124.lab.22A078.iso.1,0.08138948678970337
190,site.02.subj.0126.lab.22A080.iso.1,0.08138948678970337
191,site.02.subj.0127.lab.22A082.iso.1,0.7214241027832031
192,site.02.subj.0129.lab.22A084.iso.1,0.7212468385696411
193,site.02.subj.0131.lab.22A086.iso.1,0.7212468385696411
194,site.02.subj.0132.lab.22A087.iso.1,0.081380695104599
195,site.02.subj.0133.lab.22A088.iso.1,0.7212468385696411
196,site.02.subj.0134.lab.22A089.iso.1,0.02320551872253418
197,site.02.subj.0135.lab.22A090.iso.1,0.023191064596176147
198,site.02.subj.0137.lab.22A093.iso.1,0.7212468385696411
199,site.02.subj.0138.lab.22A094.iso.1,0.7212468385696411
200,site.02.subj.0139.lab.22A095.iso.1,0.7212468385696411
201,site.02.subj.0141.lab.2013232142.iso.1,0.7210545539855957
202,site.02.subj.0143.lab.2013232134.iso.1,0.7212468385696411
203,site.02.subj.0145.lab.2013232124.iso.1,0.7212468385696411
204,site.02.subj.0146.lab.2013232121.iso.1,0.7212468385696411
205,site.02.subj.0147.lab.2013232118.iso.1,0.7212468385696411
206,site.02.subj.0148.lab.2013232067.iso.1,0.7212468385696411
207,site.02.subj.0149.lab.2013232062.iso.1,0.7212468385696411
208,site.02.subj.0150.lab.2013232061.iso.1,0.7208666205406189
209,site.02.subj.0151.lab.2013232055.iso.1,0.7214717864990234
210,site.02.subj.0152.lab.2013232054.iso.1,0.7212468385696411
211,site.02.subj.0156.lab.2013232044.iso.1,0.7212468385696411
212,site.02.subj.0157.lab.2013232029.iso.1,0.6975846290588379
213,site.02.subj.0158.lab.2013232028.iso.1,0.7215133905410767
214,site.02.subj.0159.lab.2013232027.iso.1,0.7212468385696411
215,site.02.subj.0161.lab.2013232021.iso.1,0.7212468385696411
216,site.02.subj.0162.lab.2013232019.iso.1,0.7215133905410767
217,site.02.subj.0163.lab.2013232018.iso.1,0.7213178873062134
218,site.02.subj.0164.lab.2013232013.iso.1,0.7212468385696411
219,site.02.subj.0167.lab.2013232005.iso.1,0.7212468385696411
220,site.02.subj.0168.lab.2013232003.iso.1,0.7212468385696411
221,site.02.subj.0169.lab.2013232002.iso.1,0.7212468385696411
222,site.02.subj.0172.lab.2013231099.iso.1,0.7212468385696411
223,site.02.subj.0173.lab.2013231098.iso.1,0.7212468385696411
224,site.02.subj.0174.lab.2013231094.iso.1,0.7215133905410767
225,site.02.subj.0175.lab.2013231090.iso.1,0.7212468385696411
226,site.02.subj.0176.lab.2013231083.iso.1,0.7212468385696411
227,site.02.subj.0177.lab.2013231075.iso.1,0.7212468385696411
228,site.02.subj.0178.lab.2013231063.iso.1,0.7212468385696411
229,site.02.subj.0179.lab.2013231058.iso.1,0.7212468385696411
230,site.02.subj.0181.lab.2013231055.iso.1,0.7212468385696411
231,site.02.subj.0182.lab.2013222341.iso.1,0.14851361513137817
232,site.02.subj.0183.lab.2013222280.iso.1,0.7212468385696411
233,site.02.subj.0184.lab.2013222270.iso.1,0.7212468385696411
234,site.02.subj.0185.lab.2013222238.iso.1,0.7212468385696411
235,site.02.subj.0186.lab.2013222215.iso.1,0.721662700176239
236,site.02.subj.0187.lab.2013222155.iso.1,0.7212907075881958
237,site.02.subj.0188.lab.2013222133.iso.1,0.7212910056114197
238,site.02.subj.0189.lab.2013222096.iso.1,0.7212468385696411
239,site.02.subj.0190.lab.2013222078.iso.1,0.7212468385696411
240,site.02.subj.0191.lab.2013221431.iso.1,0.7212468385696411
241,site.02.subj.0192.lab.2013221395.iso.1,0.7212468385696411
242,site.02.subj.0193.lab.2013221353.iso.1,0.7212468385696411
243,site.02.subj.0194.lab.2013221351.iso.1,0.7212468385696411
244,site.02.subj.0195.lab.2013221348.iso.1,0.7215133905410767
245,site.02.subj.0196.lab.2013221243.iso.1,0.7212468385696411
246,site.02.subj.0197.lab.2013221241.iso.1,0.7212468385696411
247,site.02.subj.0199.lab.2013221219.iso.1,0.7212468385696411
248,site.02.subj.0200.lab.2013221211.iso.1,0.023191064596176147
249,site.02.subj.0201.lab.2013221209.iso.1,0.7215133905410767
250,site.02.subj.0202.lab.2013221188.iso.1,0.7212234139442444
251,site.02.subj.0203.lab.2013221187.iso.1,0.7212468385696411
252,site.02.subj.0204.lab.2013221178.iso.1,0.7212468385696411
253,site.02.subj.0205.lab.2013221173.iso.1,0.7212293744087219
254,site.02.subj.0206.lab.2013221166.iso.1,0.7214945554733276
255,site.02.subj.0207.lab.2013221161.iso.1,0.7223217487335205
256,site.02.subj.0208.lab.2013221157.iso.1,0.7212468385696411
257,site.02.subj.0209.lab.2013221153.iso.1,0.7212468385696411
258,site.02.subj.0210.lab.2013221151.iso.1,0.7215133905410767
259,site.02.subj.0211.lab.2013221149.iso.1,0.7211731672286987
260,site.02.subj.0212.lab.2013221142.iso.1,0.7212468385696411
261,site.02.subj.0213.lab.2013221136.iso.1,0.05820629000663757
262,site.02.subj.0214.lab.2013221123.iso.1,0.7212468385696411
263,site.02.subj.0215.lab.2013221122.iso.1,0.7212468385696411
264,site.02.subj.0216.lab.2013221117.iso.1,0.7212468385696411
265,site.02.subj.0219.lab.2013221106.iso.1,0.7215133905410767
266,site.02.subj.0221.lab.2013221098.iso.1,0.7212468385696411
267,site.02.subj.0222.lab.2013221091.iso.1,0.7215133905410767
268,site.02.subj.0225.lab.2013221077.iso.1,0.7214378118515015
269,site.02.subj.0226.lab.2013221072.iso.1,0.7212468385696411
270,site.02.subj.0227.lab.2013221071.iso.1,0.7215586304664612
271,site.02.subj.0230.lab.2013221029.iso.1,0.7212468385696411
272,site.02.subj.0231.lab.2013221022.iso.1,0.7212468385696411
273,site.02.subj.0232.lab.2013221017.iso.1,0.7212468385696411
274,site.02.subj.0234.lab.2013221013.iso.1,0.7211251854896545
275,site.02.subj.0236.lab.2013221007.iso.1,0.7215133905410767
276,site.02.subj.0241.lab.2013241113.iso.1,0.7213476300239563
277,site.02.subj.0244.lab.2013241140.iso.1,0.7212468385696411
278,site.02.subj.0245.lab.2013241146.iso.1,0.7212468385696411
279,site.02.subj.0246.lab.2013241147.iso.1,0.7212468385696411
280,site.02.subj.0247.lab.2013241149.iso.1,0.7212468385696411
281,site.02.subj.0248.lab.2013241158.iso.1,0.7212468385696411
282,site.02.subj.0249.lab.2103241181.iso.1,0.7215133905410767
283,site.02.subj.0250.lab.2013241183.iso.1,0.7212468385696411
284,site.02.subj.0251.lab.2013241190.iso.1,0.7212468385696411
285,site.02.subj.0252.lab.2013241197.iso.1,0.7212468385696411
286,site.02.subj.0253.lab.2013241261.iso.1,0.7208391427993774
287,site.02.subj.0254.lab.2013241270.iso.1,0.7212468385696411
288,site.02.subj.0255.lab.2013232008.iso.1,0.7212468385696411
289,site.02.subj.0256.lab.2013232012.iso.1,0.7215133905410767
290,site.02.subj.0257.lab.2013232046.iso.1,0.7212468385696411
291,site.02.subj.0258.lab.2013241201.iso.1,0.7215133905410767
292,site.02.subj.0259.lab.2013241214.iso.1,0.7212468385696411
293,site.02.subj.0260.lab.2013241217.iso.1,0.7212468385696411
294,site.02.subj.0261.lab.2013241219.iso.1,0.7212468385696411
295,site.02.subj.0262.lab.2013241223.iso.1,0.7212468385696411
296,site.02.subj.0263.lab.2013241234.iso.1,0.7212468385696411
297,site.02.subj.0264.lab.2013241237.iso.1,0.7212468385696411
298,site.02.subj.0265.lab.2013241256.iso.1,0.7212468385696411
299,site.02.subj.0266.lab.2013241257.iso.1,0.7212468385696411
300,site.02.subj.0268.lab.2014232011.iso.1,0.7212468385696411
301,site.02.subj.0272.lab.2014232015.iso.1,0.7212468385696411
302,site.02.subj.0273.lab.2014233003.iso.1,0.7212468385696411
303,site.02.subj.0274.lab.2014233004.iso.1,0.7212468385696411
304,site.02.subj.0276.lab.2014234023.iso.1,0.7215133905410767
305,site.02.subj.0279.lab.2014234027.iso.1,0.7212468385696411
306,site.02.subj.0280.lab.2014234028.iso.1,0.7215133905410767
307,site.02.subj.0283.lab.2014235015.iso.1,0.7212468385696411
308,site.02.subj.0284.lab.2014235018.iso.1,0.7212468385696411
309,site.02.subj.0285.lab.2014235023.iso.1,0.7212468385696411
310,site.02.subj.0287.lab.2014235026.iso.1,0.7215133905410767
311,site.02.subj.0288.lab.2014235031.iso.1,0.7212468385696411
312,site.02.subj.0289.lab.2014235036.iso.1,0.7212468385696411
313,site.02.subj.0290.lab.2014235037.iso.1,0.7213912010192871
314,site.02.subj.0291.lab.2014235040.iso.1,0.7212468385696411
315,site.02.subj.0292.lab.2014235041.iso.1,0.7215402722358704
316,site.02.subj.0297.lab.2014235072.iso.1,0.7212468385696411
317,site.02.subj.0298.lab.2014235082.iso.1,0.7212468385696411
318,site.02.subj.0299.lab.2014235084.iso.1,0.7212468385696411
319,site.02.subj.0300.lab.2014235098.iso.1,0.7215133905410767
320,site.02.subj.0302.lab.2014235100.iso.1,0.7212468385696411
321,site.02.subj.0303.lab.2015234029.iso.1,0.7212468385696411
322,site.02.subj.0304.lab.2015235176.iso.1,0.7212468385696411
323,site.02.subj.0306.lab.2015231001.iso.1,0.7212468385696411
324,site.02.subj.0307.lab.2015232032.iso.1,0.7215133905410767
325,site.02.subj.0311.lab.2015232077.iso.1,0.7212468385696411
326,site.02.subj.0314.lab.2015233007.iso.1,0.7215133905410767
327,site.02.subj.0316.lab.2015234024.iso.1,0.7212468385696411
328,site.02.subj.0317.lab.2015234025.iso.1,0.7215133905410767
329,site.02.subj.0319.lab.2015234033.iso.1,0.7212468385696411
330,site.02.subj.0320.lab.2015234037.iso.1,0.7215299606323242
331,site.02.subj.0321.lab.2015234038.iso.1,0.7215133905410767
332,site.02.subj.0323.lab.2015234049.iso.1,0.7208990454673767
333,site.02.subj.0325.lab.2015251030.iso.1,0.7212468385696411
334,site.02.subj.0326.lab.2015251043.iso.1,0.7213085889816284
335,site.02.subj.0327.lab.2015235069.iso.1,0.7212468385696411
336,site.02.subj.0329.lab.2015235156.iso.1,0.7212468385696411
337,site.02.subj.0331.lab.2015235162.iso.1,0.7212468385696411
338,site.02.subj.0332.lab.2015235165.iso.1,0.7212468385696411
339,site.02.subj.0335.lab.2014235053.iso.1,0.7212468385696411
340,site.02.subj.0336.lab.2014235054.iso.1,0.7212468385696411
341,site.02.subj.0338.lab.251088-14.iso.1,0.7212468385696411
342,site.02.subj.0341.lab.235097-15.iso.1,0.7215133905410767
343,site.02.subj.0344.lab.235117-15.iso.1,0.08146199584007263
344,site.02.subj.0345.lab.234051-15.iso.1,0.7215133905410767
345,site.02.subj.0347.lab.231019-15.iso.1,0.7212468385696411
346,site.02.subj.0348.lab.232031-15.iso.1,0.7215299606323242
347,site.02.subj.0351.lab.235022-14.iso.1,0.7212468385696411
348,site.02.subj.0354.lab.235118-15.iso.1,0.7212468385696411
349,site.02.subj.0356.lab.235074-14.iso.1,0.7212468385696411
350,site.02.subj.0364.lab.231002-14.iso.1,0.7212468385696411
351,site.02.subj.0365.lab.231012-14.iso.1,0.7215133905410767
352,site.02.subj.0369.lab.222026-14.iso.1,0.721349835395813
353,site.02.subj.0372.lab.231004-14.iso.1,0.7212468385696411
354,site.02.subj.0373.lab.233006-14.iso.1,0.7212468385696411
355,site.02.subj.0374.lab.251079-14.iso.1,0.7212468385696411
356,site.02.subj.0375.lab.222032-14.iso.1,0.7215133905410767
357,site.02.subj.0377.lab.235044-15.iso.1,0.7212468385696411
358,site.02.subj.0378.lab.235013-15.iso.1,0.7215133905410767
359,site.02.subj.0380.lab.251023-15.iso.1,0.7215133905410767
360,site.02.subj.0382.lab.235088-15.iso.1,0.7212468385696411
361,site.02.subj.0385.lab.235016-15.iso.1,0.7212468385696411
362,site.02.subj.0387.lab.234061-15.iso.1,0.7214350700378418
363,site.02.subj.0388.lab.232005-15.iso.1,0.7212468385696411
364,site.02.subj.0389.lab.251027-15.iso.1,0.7215133905410767
365,site.02.subj.0391.lab.235100-15.iso.1,0.7212468385696411
366,site.02.subj.0392.lab.232004-15.iso.1,0.7212468385696411
367,site.02.subj.0395.lab.235084-15.iso.1,0.08138948678970337
368,site.02.subj.0399.lab.222014-14.iso.1,0.7212468385696411
369,site.02.subj.0400.lab.235073-14.iso.1,0.7212468385696411
370,site.02.subj.0401.lab.235086-14.iso.1,0.7212468385696411
371,site.02.subj.0402.lab.232006-14.iso.1,0.7212468385696411
372,site.02.subj.0407.lab.222033-14.iso.1,0.7212468385696411
373,site.02.subj.0409.lab.235063-14.iso.1,0.08138948678970337
374,site.02.subj.0410.lab.235080-14.iso.1,0.7212468385696411
375,site.02.subj.0412.lab.231016-14.iso.1,0.7212468385696411
376,site.02.subj.0416.lab.234036-14.iso.1,0.7212468385696411
377,site.02.subj.0417.lab.235096-14.iso.1,0.7212468385696411
378,site.02.subj.0418.lab.234037-14.iso.1,0.7212468385696411
379,site.02.subj.0419.lab.251031-15.iso.1,0.7212468385696411
380,site.02.subj.0423.lab.235003-14.iso.1,0.7212468385696411
381,site.02.subj.0424.lab.251022-14.iso.1,0.7212468385696411
382,site.02.subj.0426.lab.251003-15.iso.1,0.7212468385696411
383,site.02.subj.0428.lab.232082-15.iso.1,0.7212468385696411
384,site.02.subj.0430.lab.234035-14.iso.1,0.7212468385696411
385,site.02.subj.0431.lab.235049-14.iso.1,0.7212468385696411
386,site.02.subj.0432.lab.232022-14.iso.1,0.7215133905410767
387,site.02.subj.0434.lab.235016-14.iso.1,0.7212468385696411
388,site.02.subj.0439.lab.235048-14.iso.1,0.7212468385696411
389,site.02.subj.0440.lab.251021-14.iso.1,0.7212468385696411
390,site.02.subj.0441.lab.235092-14.iso.1,0.7213156223297119
