,Algorithm,Drug,num_sensitive,num_resistant,AUC,AUC_PR,threshold,spec,sens
0,CNN,ETHAMBUTOL,3892,1190,0.9582363520947947,0.23415977961432508,0.5,0.8949126413155191,0.9453781512605042
