,Isolate,ETHAMBUTOL
1020,site.03.subj.GB-90610132.lab.IML-01982.iso.1,0.7855826616287231
1021,site.03.subj.GB-90620146.lab.IML-02003.iso.1,0.8735665082931519
1022,site.03.subj.GB-90620158.lab.IML-02022.iso.1,0.8728054761886597
1023,site.03.subj.GB-90640003.lab.IML-01895.iso.1,0.7855825424194336
1024,site.03.subj.GB-90640090.lab.IML-02041.iso.1,0.8728053569793701
1025,site.03.subj.GB-90710009.lab.IML-01985.iso.1,0.9762321710586548
1026,site.03.subj.GB-90720148.lab.IML-01969.iso.1,0.8508851528167725
1027,site.03.subj.GB-90730068.lab.IML-01971.iso.1,0.8700155019760132
1028,site.03.subj.GB-90750080.lab.IML-01900.iso.1,0.7855826616287231
1029,site.03.subj.GB-90810029.lab.IML-01983.iso.1,0.8728053569793701
1030,site.03.subj.GB-90810105.lab.IML-01970.iso.1,0.8728053569793701
1031,site.03.subj.GB-90820082.lab.IML-02042.iso.1,0.8728053569793701
1032,site.03.subj.GB-90820134.lab.IML-02023.iso.1,0.9764306545257568
1033,site.03.subj.GB-90840021.lab.IML-01984.iso.1,0.8638259172439575
1034,site.03.subj.GB-90920055.lab.IML-01977.iso.1,0.9007418155670166
1035,site.03.subj.GB-90940076.lab.IML-01989.iso.1,0.8728053569793701
1036,site.03.subj.GB-91450143.lab.IML-01559.iso.1,0.8508851528167725
1037,site.03.subj.GB-91540133.lab.IML-01053.iso.1,0.92828369140625
1038,site.03.subj.GB-91540138.lab.IML-01054.iso.1,0.92828369140625
1039,site.03.subj.GB-91540140.lab.IML-01055.iso.1,0.92828369140625
1040,site.03.subj.GB-91540144.lab.IML-01052.iso.1,0.92828369140625
1041,site.03.subj.GB-91740042.lab.IML-01890.iso.1,0.975051999092102
1042,site.03.subj.GB-91850100.lab.IML-01820.iso.1,0.16395393013954163
1043,site.03.subj.GB-91930008.lab.IML-01655.iso.1,0.8728053569793701
1044,site.03.subj.GB-91930063.lab.IML-01869.iso.1,0.8728053569793701
1045,site.03.subj.GB-92160046.lab.IML-01606.iso.1,0.918933629989624
1046,site.03.subj.GB-92320002.lab.IML-01657.iso.1,0.918933629989624
1047,site.03.subj.GB-92340121.lab.IML-01840.iso.1,0.8704897165298462
1048,site.03.subj.GB-92620043.lab.IML-01790.iso.1,0.7855826616287231
1049,site.03.subj.GB-92740050.lab.IML-01841.iso.1,0.9762321710586548
1050,site.03.subj.GB-92820114.lab.IML-01791.iso.1,0.7854597568511963
1051,site.03.subj.GB-92840133.lab.IML-01793.iso.1,0.12572386860847473
1052,site.03.subj.GB-92860015.lab.IML-01842.iso.1,0.8728053569793701
1053,site.03.subj.GB-92920118.lab.IML-01789.iso.1,0.7855826616287231
1054,site.03.subj.GB-92940064.lab.IML-01786.iso.1,0.7855825424194336
1055,site.03.subj.GB-92950076.lab.IML-01843.iso.1,0.9887570142745972
1056,site.03.subj.GB-93110009.lab.IML-01862.iso.1,0.9887570142745972
1057,site.03.subj.GB-93110012.lab.IML-01857.iso.1,0.8508851528167725
1058,site.03.subj.GB-93120084.lab.IML-01833.iso.1,0.7855826616287231
1059,site.03.subj.GB-93140038.lab.IML-01852.iso.1,0.9762321710586548
1060,site.03.subj.GB-93140098.lab.IML-01886.iso.1,0.970273494720459
1061,site.03.subj.GB-93220001.lab.IML-01772.iso.1,0.9762321710586548
1062,site.03.subj.GB-93220041.lab.IML-01836.iso.1,0.8728053569793701
1063,site.03.subj.GB-93220065.lab.IML-01888.iso.1,0.8728218078613281
1064,site.03.subj.GB-93220128.lab.IML-01837.iso.1,0.8762693405151367
1065,site.03.subj.GB-93240016.lab.IML-01875.iso.1,0.9887570142745972
1066,site.03.subj.GB-93240070.lab.IML-01832.iso.1,0.8728053569793701
1067,site.03.subj.GB-93310071.lab.IML-01872.iso.1,0.8508851528167725
1068,site.03.subj.GB-93320027.lab.IML-01964.iso.1,0.97750324010849
1069,site.03.subj.GB-93320123.lab.IML-01849.iso.1,0.8728053569793701
1070,site.03.subj.GB-93350079.lab.IML-01846.iso.1,0.8729046583175659
1071,site.03.subj.GB-93350134.lab.IML-01879.iso.1,0.7855188846588135
1072,site.03.subj.GB-93350196.lab.IML-01822.iso.1,0.8508851528167725
1073,site.03.subj.GB-93410062.lab.IML-01860.iso.1,0.875838041305542
1074,site.03.subj.GB-93430132.lab.IML-01865.iso.1,0.8728053569793701
1075,site.03.subj.GB-93450028.lab.IML-01960.iso.1,0.8728218078613281
1076,site.03.subj.GB-93520041.lab.IML-01882.iso.1,0.8732513189315796
1077,site.03.subj.GB-93520127.lab.IML-01967.iso.1,0.7855826616287231
1078,site.03.subj.GB-93530001.lab.IML-01856.iso.1,0.8508851528167725
1079,site.03.subj.GB-93530007.lab.IML-01963.iso.1,0.8728053569793701
1080,site.03.subj.GB-93530151.lab.IML-01935.iso.1,0.785481333732605
1081,site.03.subj.GB-93530172.lab.IML-01966.iso.1,0.785481333732605
1082,site.03.subj.GB-93550017.lab.IML-01962.iso.1,0.8736299276351929
1083,site.03.subj.GB-93610060.lab.IML-01885.iso.1,0.97750324010849
1084,site.03.subj.GB-93650096.lab.IML-01936.iso.1,0.873763918876648
1085,site.03.subj.GB-93720071.lab.IML-02037.iso.1,0.7855826616287231
1086,site.03.subj.GB-93720103.lab.IML-01961.iso.1,0.9887570142745972
1087,site.03.subj.GB-93740037.lab.IML-01884.iso.1,0.7855825424194336
1088,site.03.subj.GB-93750090.lab.IML-02026.iso.1,0.8015638589859009
1089,site.03.subj.GB-93810012.lab.IML-02020.iso.1,0.9856916666030884
1090,site.03.subj.GB-93850001.lab.IML-02035.iso.1,0.989493191242218
1091,site.03.subj.GB-93850089.lab.IML-02036.iso.1,0.8508851528167725
1092,site.03.subj.GB-93930014.lab.IML-01917.iso.1,0.8737056851387024
1093,site.03.subj.GB-94020164.lab.IML-01980.iso.1,0.8728053569793701
1094,site.03.subj.GB-94140149.lab.IML-01922.iso.1,0.8728053569793701
1095,site.03.subj.GB-94230022.lab.IML-02034.iso.1,0.7856921553611755
1096,site.03.subj.GB-94240001.lab.IML-01932.iso.1,0.7854638695716858
1097,site.03.subj.GB-94240124.lab.IML-01916.iso.1,0.8728053569793701
1098,site.03.subj.GB-94250082.lab.IML-01918.iso.1,0.7855826616287231
1099,site.03.subj.GB-94320064.lab.IML-01924.iso.1,0.8737056851387024
1100,site.03.subj.GB-94320066.lab.IML-01926.iso.1,0.9762321710586548
1101,site.03.subj.GB-94330052.lab.IML-01925.iso.1,0.8728053569793701
1102,site.03.subj.GB-94340127.lab.IML-01923.iso.1,0.18040460348129272
1103,site.03.subj.GB-94350119.lab.IML-01933.iso.1,0.7855826616287231
1104,site.03.subj.GB-94520120.lab.IML-01927.iso.1,0.8726683855056763
1105,site.03.subj.GB-94610089.lab.IML-01934.iso.1,0.8728053569793701
1106,site.03.subj.IML-00001.lab.T129.iso.1,0.8508851528167725
1107,site.03.subj.IML-00168.lab.T8727.iso.1,0.8508851528167725
1108,site.03.subj.JPN-R2011-0061.lab.JPN-R2011-0061.iso.1,0.8508851528167725
1109,site.03.subj.JPN-R2012-0009.lab.03-JPN-R2012-0009.iso.1,0.0899394154548645
1110,site.03.subj.JPN-R2012-0022.lab.JPN-R2012-0022.iso.1,0.25822216272354126
1111,site.03.subj.JPN-R2012-0029.lab.JPN-R2012-0029.iso.1,0.08415323495864868
1112,site.03.subj.JPN-R2012-0031.lab.JPN-R2012-0031.iso.1,0.17902928590774536
1113,site.03.subj.JPN-R2012-0080.lab.JPN-R2012-0080.iso.1,0.14442035555839539
1114,site.03.subj.JPN-R2012-0082.lab.JPN-R2012-0082.iso.1,0.06337860226631165
1115,site.03.subj.JPN-R2012-0086.lab.JPN-R2012-0086.iso.1,0.049727290868759155
1116,site.03.subj.JPN-R2012-0087.lab.JPN-R2012-0087.iso.1,0.11451739072799683
1117,site.03.subj.JPN-R2012-0088.lab.JPN-R2012-0088.iso.1,0.6341301798820496
1118,site.03.subj.JPN-R2013-0092.lab.JPN-R2013-0092.iso.1,0.8508850336074829
1119,site.03.subj.JPN-R2013-0095.lab.JPN-R2013-0095.iso.1,0.8540310859680176
1120,site.03.subj.JPN-R2014-0103.lab.03-JPN-R2014-0103.iso.1,0.97750324010849
1121,site.03.subj.KGZ-1264-2018.lab.1264-2018.iso.1,0.2701473832130432
1122,site.03.subj.KGZ-13420-2018.lab.13420-2018.iso.1,0.20703881978988647
1123,site.03.subj.KGZ-15335-2018.lab.IML-00584.iso.1,0.7855826616287231
1124,site.03.subj.KGZ-15516-2018.lab.15516-2018.iso.1,0.8508851528167725
1125,site.03.subj.KGZ-3244-2018.lab.3244-2018.iso.1,0.8508851528167725
1126,site.03.subj.KGZ-3280-2018.lab.3280-2018.iso.1,0.1079750657081604
1127,site.03.subj.KGZ-3588-2018.lab.3588-2018.iso.1,0.0899394154548645
1128,site.03.subj.KGZ-4903-2018.lab.4903-2018.iso.1,0.052044689655303955
1129,site.03.subj.KGZ-5747-2018.lab.5747-2018.iso.1,0.8508851528167725
1130,site.03.subj.KGZ-5751-2018.lab.5751-2018.iso.1,0.13528627157211304
1131,site.03.subj.KGZ-5952-2018.lab.5952-2018.iso.1,0.2491515874862671
1132,site.03.subj.KGZ-6423-2018.lab.6423-2018.iso.1,0.2491515874862671
1133,site.03.subj.KGZ-6527-2018.lab.6527-2018.iso.1,0.05113399028778076
1134,site.03.subj.KGZ-6576-2018.lab.6576-2018.iso.1,0.8508851528167725
1135,site.03.subj.KGZ-6711-2018.lab.6711-2018.iso.1,0.8581665754318237
1136,site.03.subj.KGZ-6834-2018.lab.6834-2018.iso.1,0.0899394154548645
1137,site.03.subj.KGZ-7162-2018.lab.7162-2018.iso.1,0.09357216954231262
1138,site.03.subj.KYRG-1101.lab.IML-02070.iso.1,0.8508851528167725
1139,site.03.subj.T1005.lab.T1005.iso.1,0.16604062914848328
1140,site.03.subj.T1010.lab.IML-00008.iso.1,0.8508851528167725
1141,site.03.subj.T1012.lab.IML-00009.iso.1,0.8508851528167725
1142,site.03.subj.T1037.lab.T1037.iso.1,0.10242035984992981
1143,site.03.subj.T1059.lab.IML-00010.iso.1,0.26984602212905884
1144,site.03.subj.T1069.lab.T1069.iso.1,0.8728053569793701
1145,site.03.subj.T1176.lab.IML-00011.iso.1,0.8508851528167725
1146,site.03.subj.T1271.lab.IML-00014.iso.1,0.900818943977356
1147,site.03.subj.T1399.lab.T1399.iso.1,0.08218458294868469
1148,site.03.subj.T1402.lab.IML-00017.iso.1,0.26984602212905884
1149,site.03.subj.T1409.lab.IML-00019.iso.1,0.8736392855644226
1150,site.03.subj.T1442.lab.IML-00020.iso.1,0.8508850336074829
1151,site.03.subj.T1454.lab.IML-00022.iso.1,0.8508850336074829
1152,site.03.subj.T1567.lab.IML-00024.iso.1,0.8508851528167725
1153,site.03.subj.T1607.lab.IML-00025.iso.1,0.0899394154548645
1154,site.03.subj.T1613.lab.IML-00026.iso.1,0.10242035984992981
1155,site.03.subj.T1695.lab.IML-00027.iso.1,0.8508851528167725
1156,site.03.subj.T1706.lab.IML-00028.iso.1,0.8508851528167725
1157,site.03.subj.T1844.lab.IML-00030.iso.1,0.26984602212905884
1158,site.03.subj.T1851.lab.IML-00031.iso.1,0.034312427043914795
1159,site.03.subj.T1978.lab.IML-00033.iso.1,0.8508851528167725
1160,site.03.subj.T2100.lab.IML-00035.iso.1,0.8728053569793701
1161,site.03.subj.T2101.lab.IML-00036.iso.1,0.0899394154548645
1162,site.03.subj.T2243.lab.IML-00038.iso.1,0.8970133662223816
1163,site.03.subj.T2266.lab.IML-00040.iso.1,0.7855826616287231
1164,site.03.subj.T231.lab.T231.iso.1,0.26984602212905884
1165,site.03.subj.T232.lab.T232.iso.1,0.16604062914848328
1166,site.03.subj.T2447.lab.IML-00043.iso.1,0.8790899515151978
1167,site.03.subj.T2456.lab.IML-00044.iso.1,0.8508851528167725
1168,site.03.subj.T2531.lab.IML-00045.iso.1,0.10242035984992981
1169,site.03.subj.T2561.lab.IML-00046.iso.1,0.9251865744590759
1170,site.03.subj.T298.lab.T298.iso.1,0.1079750657081604
1171,site.03.subj.T359.lab.IML-00003.iso.1,0.8508851528167725
1172,site.03.subj.T3598.lab.IML-00051.iso.1,0.8728053569793701
1173,site.03.subj.T3604.lab.IML-00052.iso.1,0.59874027967453
1174,site.03.subj.T3908.lab.IML-00054.iso.1,0.8508851528167725
1175,site.03.subj.T4065.lab.IML-00055.iso.1,0.8736392855644226
1176,site.03.subj.T4475.lab.IML-00058.iso.1,0.11116713285446167
1177,site.03.subj.T4481.lab.IML-00059.iso.1,0.13638976216316223
1178,site.03.subj.T4487.lab.IML-00061.iso.1,0.8508851528167725
1179,site.03.subj.T4683.lab.IML-00063.iso.1,0.10773894190788269
1180,site.03.subj.T4766.lab.IML-00065.iso.1,0.13552504777908325
1181,site.03.subj.T4939.lab.IML-00066.iso.1,0.08218458294868469
1182,site.03.subj.T4951.lab.IML-00067.iso.1,0.8528082370758057
1183,site.03.subj.T4965.lab.IML-00068.iso.1,0.8531227111816406
1184,site.03.subj.T5.lab.T5.iso.1,0.8508851528167725
1185,site.03.subj.T5336.lab.IML-00070.iso.1,0.8508851528167725
1186,site.03.subj.T5339.lab.IML-00071.iso.1,0.8494949340820312
1187,site.03.subj.T5342.lab.IML-00072.iso.1,0.8508851528167725
1188,site.03.subj.T5423.lab.IML-00073.iso.1,0.8728053569793701
1189,site.03.subj.T5437.lab.IML-00074.iso.1,0.8521863222122192
1190,site.03.subj.T5448.lab.IML-00075.iso.1,0.08218458294868469
1191,site.03.subj.T5462.lab.IML-00076.iso.1,0.8508851528167725
1192,site.03.subj.T5554.lab.IML-00077.iso.1,0.055717796087265015
1193,site.03.subj.T5574.lab.IML-00078.iso.1,0.8736392855644226
1194,site.03.subj.T5578.lab.IML-00079.iso.1,0.8736392855644226
1195,site.03.subj.T5866.lab.IML-00080.iso.1,0.8508851528167725
1196,site.03.subj.T5960.lab.IML-00082.iso.1,0.8728053569793701
1197,site.03.subj.T5985.lab.IML-00083.iso.1,0.7855826616287231
1198,site.03.subj.T5988.lab.IML-00084.iso.1,0.6196640133857727
1199,site.03.subj.T6003.lab.IML-00086.iso.1,0.10242035984992981
1200,site.03.subj.T6036.lab.IML-00087.iso.1,0.8508851528167725
1201,site.03.subj.T6103.lab.IML-00088.iso.1,0.8728053569793701
1202,site.03.subj.T6107.lab.IML-00089.iso.1,0.26984602212905884
1203,site.03.subj.T6133.lab.IML-00090.iso.1,0.16604062914848328
1204,site.03.subj.T6153.lab.IML-00092.iso.1,0.9889804124832153
1205,site.03.subj.T6237.lab.IML-00094.iso.1,0.8508851528167725
1206,site.03.subj.T6300.lab.IML-00095.iso.1,0.13638976216316223
1207,site.03.subj.T6364.lab.IML-00096.iso.1,0.8508851528167725
1208,site.03.subj.T6384.lab.IML-00097.iso.1,0.8728053569793701
1209,site.03.subj.T6473.lab.IML-00100.iso.1,0.8508851528167725
1210,site.03.subj.T6532.lab.IML-00101.iso.1,0.8508851528167725
1211,site.03.subj.T6548.lab.IML-00103.iso.1,0.1639523208141327
1212,site.03.subj.T6577.lab.IML-00104.iso.1,0.59874027967453
1213,site.03.subj.T6686.lab.IML-00107.iso.1,0.8508851528167725
1214,site.03.subj.T6979.lab.IML-00108.iso.1,0.9887455105781555
1215,site.03.subj.T6983.lab.IML-00109.iso.1,0.8511366844177246
1216,site.03.subj.T7089.lab.IML-00113.iso.1,0.8511366844177246
1217,site.03.subj.T7169.lab.IML-00117.iso.1,0.8508851528167725
1218,site.03.subj.T7331.lab.IML00135.iso.1,0.13528627157211304
1219,site.03.subj.T7377.lab.IML00136.iso.1,0.10242035984992981
1220,site.03.subj.T7598.lab.IML00127.iso.1,0.8508851528167725
1221,site.03.subj.T7617.lab.IML00129.iso.1,0.26984602212905884
1222,site.03.subj.T7690.lab.IML00130.iso.1,0.5993869304656982
1223,site.03.subj.T7693.lab.IML00131.iso.1,0.8728053569793701
1224,site.03.subj.T7723.lab.IML00132.iso.1,0.8508851528167725
1225,site.03.subj.T7726.lab.IML-00118.iso.1,0.055717796087265015
1226,site.03.subj.T7793.lab.IML-00120.iso.1,0.8761626482009888
1227,site.03.subj.T7801.lab.IML-00121.iso.1,0.8508851528167725
1228,site.03.subj.T7858.lab.IML-00122.iso.1,0.8728053569793701
1229,site.03.subj.T7897.lab.IML-00124.iso.1,0.1639523208141327
1230,site.03.subj.T7979.lab.IML00143.iso.1,0.8508851528167725
1231,site.03.subj.T8053.lab.IML00139.iso.1,0.8508851528167725
1232,site.03.subj.T8153.lab.IML00145.iso.1,0.13552504777908325
1233,site.03.subj.T8173.lab.IML00147.iso.1,0.17902928590774536
1234,site.03.subj.T8229.lab.IML00148.iso.1,0.8508851528167725
1235,site.03.subj.T8250.lab.IML00150.iso.1,0.0899394154548645
1236,site.03.subj.T8255.lab.IML00151.iso.1,0.7855826616287231
1237,site.03.subj.T8267.lab.IML00152.iso.1,0.8508851528167725
1238,site.03.subj.T837.lab.IML-00005.iso.1,0.0895858108997345
1239,site.03.subj.T8383.lab.IML00153.iso.1,0.9887570142745972
1240,site.03.subj.T8389.lab.IML00154.iso.1,0.28203463554382324
1241,site.03.subj.T8393.lab.IML00155.iso.1,0.05904272198677063
1242,site.03.subj.T8457.lab.IML00156.iso.1,0.8520423173904419
1243,site.03.subj.T8465.lab.IML00157.iso.1,0.850300669670105
1244,site.03.subj.T8551.lab.IML-00125.iso.1,0.2491515874862671
1245,site.03.subj.T8558.lab.IML00161.iso.1,0.8724877834320068
1246,site.03.subj.T8662.lab.IML00163.iso.1,0.8508850336074829
1247,site.03.subj.T8704.lab.IML00166.iso.1,0.8728054761886597
1248,site.03.subj.T874.lab.IML-00006.iso.1,0.8508851528167725
1249,site.03.subj.T8756.lab.IML00164.iso.1,0.8508851528167725
1250,site.03.subj.T8800.lab.IML00169.iso.1,0.08218458294868469
1251,site.03.subj.T8833.lab.IML00170.iso.1,0.8728053569793701
1252,site.03.subj.T8834.lab.IML00171.iso.1,0.8508851528167725
1253,site.03.subj.T8845.lab.IML00172.iso.1,0.7855826616287231
1254,site.03.subj.T8873.lab.IML00175.iso.1,0.8508851528167725
1255,site.03.subj.T8983.lab.IML-00177.iso.1,0.8761626482009888
1256,site.03.subj.T9006.lab.IML00178.iso.1,0.0899394154548645
1257,site.03.subj.T901.lab.IML-00007.iso.1,0.055717796087265015
1258,site.03.subj.UA11-2017.lab.UA11-2017.iso.1,0.13528627157211304
1259,site.03.subj.UA12-2017.lab.UA12-2017.iso.1,0.9007418155670166
1260,site.03.subj.UA13-2017.lab.UA13-2017.iso.1,0.8728053569793701
1261,site.03.subj.UA14-2017.lab.UA14-2017.iso.1,0.7855826616287231
1262,site.03.subj.UA15-2017.lab.UA15-2017.iso.1,0.8970133662223816
1263,site.03.subj.UA16-2017.lab.UA16-2017.iso.1,0.10242035984992981
1264,site.03.subj.UA17-2017.lab.UA17-2017.iso.1,0.8520423173904419
1265,site.03.subj.UA18-2017.lab.UA18-2017.iso.1,0.8508851528167725
1266,site.03.subj.UA19-2017.lab.UA19-2017.iso.1,0.8728053569793701
1267,site.03.subj.UA2-2017.lab.UA2-2017.iso.1,0.12572386860847473
1268,site.03.subj.UA20-2017.lab.UA20-2017.iso.1,0.8531090617179871
1269,site.03.subj.UA27-2017.lab.UA27-2017.iso.1,0.5084595680236816
1270,site.03.subj.UA28-2017.lab.UA28-2017.iso.1,0.1079750657081604
1271,site.03.subj.UA29-2017.lab.UA29-2017.iso.1,0.27735209465026855
1272,site.03.subj.UA3-2017.lab.UA3-2017.iso.1,0.8723251819610596
1273,site.03.subj.UA30-2017.lab.UA30-2017.iso.1,0.12572386860847473
1274,site.03.subj.UA4-2017.lab.UA4-2017.iso.1,0.8508851528167725
1275,site.03.subj.UA5-2017.lab.UA5-2017.iso.1,0.8970133662223816
1276,site.03.subj.UA6-2017.lab.UA6-2017.iso.1,0.06822073459625244
1277,site.03.subj.UA9-2017.lab.UA9-2017.iso.1,0.8728053569793701
1278,site.04.subj.00008.lab.633210.iso.1,0.9761782884597778
1279,site.04.subj.00013.lab.632644.iso.1,0.9887570142745972
1280,site.04.subj.00014.lab.631377.iso.1,0.9887570142745972
1281,site.04.subj.00017.lab.633220.iso.1,0.9749515056610107
1282,site.04.subj.00019.lab.633541.iso.1,0.04766926169395447
1283,site.04.subj.00020.lab.628076.iso.1,0.97637939453125
1284,site.04.subj.00021.lab.633418.iso.1,0.8728053569793701
1285,site.04.subj.00022.lab.631450.iso.1,0.0899394154548645
1286,site.04.subj.00024.lab.631993.iso.1,0.08942925930023193
1287,site.04.subj.00027.lab.714176.iso.1,0.9887570142745972
1288,site.04.subj.00028.lab.631688.iso.1,0.8895263671875
1289,site.04.subj.00030.lab.633497.iso.1,0.0899394154548645
1290,site.04.subj.00035.lab.632506.iso.1,0.9951090812683105
1291,site.04.subj.00036.lab.629907.iso.1,0.9887570142745972
1292,site.04.subj.00037.lab.632619.iso.1,0.0899394154548645
1293,site.04.subj.00041.lab.634315.iso.1,0.8895263671875
1294,site.04.subj.00045.lab.629097.iso.1,0.14375841617584229
1295,site.04.subj.00046.lab.713882.iso.1,0.08345964550971985
1296,site.04.subj.00047.lab.632918.iso.1,0.9887062311172485
1297,site.04.subj.00048.lab.633132.iso.1,0.9713822603225708
1298,site.04.subj.00050.lab.633275.iso.1,0.46247249841690063
1299,site.04.subj.00051.lab.632745.iso.1,0.0894932746887207
1300,site.04.subj.00053.lab.632714.iso.1,0.9887659549713135
1301,site.04.subj.00054.lab.631359.iso.1,0.15268045663833618
1302,site.04.subj.00056.lab.632530.iso.1,0.026249200105667114
1303,site.04.subj.00057.lab.633880.iso.1,0.8726674914360046
1304,site.04.subj.00058.lab.633070.iso.1,0.8728053569793701
1305,site.04.subj.00062.lab.700139.iso.1,0.9763703942298889
1306,site.04.subj.00063.lab.700379.iso.1,0.8724278211593628
1307,site.04.subj.00064.lab.700270.iso.1,0.13875281810760498
1308,site.04.subj.00067.lab.629780.iso.1,0.01755160093307495
1309,site.04.subj.00068.lab.626511.iso.1,0.0899394154548645
1310,site.04.subj.00070.lab.633513.iso.1,0.9762321710586548
1311,site.04.subj.00071.lab.632539.iso.1,0.13561230897903442
1312,site.04.subj.00072.lab.631898.iso.1,0.8508851528167725
1313,site.04.subj.00074.lab.631114.iso.1,0.9915363788604736
1314,site.04.subj.00075.lab.700487.iso.1,0.11549115180969238
1315,site.04.subj.00076.lab.700654.iso.1,0.9761782884597778
1316,site.04.subj.00088.lab.633847.iso.1,0.976360559463501
1317,site.04.subj.00093.lab.632043.iso.1,0.97637939453125
1318,site.04.subj.00096.lab.630674.iso.1,0.976505696773529
1319,site.04.subj.00098.lab.633472.iso.1,0.9909447431564331
1320,site.04.subj.00104.lab.632543.iso.1,0.9762043356895447
1321,site.04.subj.00105.lab.630891.iso.1,0.9887570142745972
1322,site.04.subj.00106.lab.632082.iso.1,0.24684745073318481
1323,site.04.subj.00112.lab.632416.iso.1,0.8695023059844971
1324,site.04.subj.00113.lab.631519.iso.1,0.9887593984603882
1325,site.04.subj.00114.lab.629889.iso.1,0.8728053569793701
1326,site.04.subj.00121.lab.633619.iso.1,0.13875281810760498
1327,site.04.subj.00123.lab.630236.iso.1,0.9761782884597778
1328,site.04.subj.00126.lab.700009.iso.1,0.29270440340042114
1329,site.04.subj.00128.lab.631082.iso.1,0.9887781739234924
1330,site.04.subj.00130.lab.633062.iso.1,0.97637939453125
1331,site.04.subj.00132.lab.633512.iso.1,0.9951112270355225
1332,site.04.subj.00134.lab.700493.iso.1,0.13561230897903442
1333,site.04.subj.00144.lab.700924.iso.1,0.9887570142745972
1334,site.04.subj.00155.lab.700002.iso.1,0.01755160093307495
1335,site.04.subj.00175.lab.633506.iso.1,0.01755160093307495
1336,site.04.subj.00180.lab.700481.iso.1,0.9716869592666626
1337,site.04.subj.00181.lab.633065.iso.1,0.03661724925041199
1338,site.04.subj.00184.lab.700775.iso.1,0.0930873453617096
1339,site.04.subj.00185.lab.633248.iso.1,0.08942925930023193
1340,site.04.subj.00193.lab.700656.iso.1,0.9857980608940125
1341,site.04.subj.00201.lab.700582.iso.1,0.0930873453617096
1342,site.04.subj.00202.lab.701697.iso.1,0.8728054761886597
1343,site.04.subj.00203.lab.702427.iso.1,0.8728054761886597
1344,site.04.subj.00206.lab.634028.iso.1,0.13561230897903442
1345,site.04.subj.00208.lab.634138.iso.1,0.9887570142745972
1346,site.04.subj.00214.lab.702386.iso.1,0.0930873453617096
1347,site.04.subj.00221.lab.634166.iso.1,0.9713822603225708
1348,site.04.subj.00222.lab.633951.iso.1,0.0899394154548645
1349,site.04.subj.00224.lab.711662.iso.1,0.9887548089027405
1350,site.04.subj.00234.lab.702351.iso.1,0.9951112270355225
1351,site.04.subj.00235.lab.702383.iso.1,0.08942925930023193
1352,site.04.subj.00240.lab.700869.iso.1,0.9858191609382629
1353,site.04.subj.00256.lab.713757.iso.1,0.9817969799041748
1354,site.04.subj.00257.lab.T-4160.iso.1,0.9887570142745972
1355,site.04.subj.00258.lab.T-4134.iso.1,0.8508851528167725
1356,site.04.subj.00261.lab.T-4137.iso.1,0.9887570142745972
1357,site.04.subj.00262.lab.T-4095.iso.1,0.08370852470397949
1358,site.04.subj.00263.lab.T-4115.iso.1,0.9693552255630493
1359,site.04.subj.00265.lab.T-4149.iso.1,0.9688106179237366
1360,site.04.subj.00266.lab.T-4105.iso.1,0.9818110466003418
1361,site.04.subj.00269.lab.T-4124.iso.1,0.9693552255630493
1362,site.04.subj.00271.lab.T-4086.iso.1,0.9950650930404663
1363,site.04.subj.00272.lab.T-4071.iso.1,0.9887570142745972
1364,site.04.subj.00273.lab.T-4185.iso.1,0.9915363788604736
1365,site.04.subj.00274.lab.T-4113.iso.1,0.8503508567810059
1366,site.04.subj.00275.lab.T-4180.iso.1,0.9889804124832153
1367,site.04.subj.00278.lab.710343.iso.1,0.9872568845748901
1368,site.04.subj.00280.lab.T-4119.iso.1,0.9887548089027405
1369,site.04.subj.00281.lab.702547.iso.1,0.8536094427108765
1370,site.04.subj.00282.lab.701332.iso.1,0.13561230897903442
1371,site.04.subj.00283.lab.701797.iso.1,0.9887570142745972
1372,site.04.subj.00285.lab.703140.iso.1,0.9713822603225708
1373,site.04.subj.00286.lab.717662.iso.1,0.134732186794281
1374,site.04.subj.00288.lab.702501.iso.1,0.1387527883052826
1375,site.04.subj.00289.lab.713081.iso.1,0.14375844597816467
1376,site.04.subj.00291.lab.700160.iso.1,0.9887570142745972
1377,site.04.subj.00293.lab.701640.iso.1,0.8728053569793701
1378,site.04.subj.00294.lab.714337.iso.1,0.8508851528167725
1379,site.04.subj.00297.lab.700367.iso.1,0.13561230897903442
1380,site.04.subj.00299.lab.702745.iso.1,0.08942925930023193
1381,site.04.subj.00302.lab.701856.iso.1,0.08999702334403992
1382,site.04.subj.00303.lab.704212.iso.1,0.8742684125900269
1383,site.04.subj.00304.lab.702274.iso.1,0.08942925930023193
1384,site.04.subj.00305.lab.702992.iso.1,0.035748064517974854
1385,site.04.subj.00311.lab.631970.iso.1,0.08999702334403992
1386,site.04.subj.00314.lab.700720.iso.1,0.04614931344985962
1387,site.04.subj.00316.lab.703367.iso.1,0.9887570142745972
1388,site.04.subj.00317.lab.704317.iso.1,0.09911495447158813
1389,site.04.subj.00319.lab.702626.iso.1,0.0930873453617096
1390,site.04.subj.00320.lab.703428.iso.1,0.9693552255630493
1391,site.04.subj.00321.lab.700328.iso.1,0.995000422000885
1392,site.04.subj.00324.lab.633873.iso.1,0.08942925930023193
1393,site.04.subj.00325.lab.703326.iso.1,0.1505095362663269
1394,site.04.subj.00326.lab.630662.iso.1,0.13561230897903442
