,Isolate,ETHAMBUTOL
199,site.02.subj.0181.lab.2013231055.iso.1,0.8631604909896851
200,site.02.subj.0182.lab.2013222341.iso.1,0.04086312651634216
201,site.02.subj.0184.lab.2013222270.iso.1,0.8631604909896851
202,site.02.subj.0185.lab.2013222238.iso.1,0.8508851528167725
203,site.02.subj.0190.lab.2013222078.iso.1,0.028800487518310547
204,site.02.subj.0191.lab.2013221431.iso.1,0.8508851528167725
205,site.02.subj.0193.lab.2013221353.iso.1,0.8508851528167725
206,site.02.subj.0195.lab.2013221348.iso.1,0.8734251260757446
207,site.02.subj.0196.lab.2013221243.iso.1,0.8508851528167725
208,site.02.subj.0197.lab.2013221241.iso.1,0.8508851528167725
209,site.02.subj.0199.lab.2013221219.iso.1,0.8508851528167725
210,site.02.subj.0200.lab.2013221211.iso.1,0.8728053569793701
211,site.02.subj.0201.lab.2013221209.iso.1,0.8741793632507324
212,site.02.subj.0202.lab.2013221188.iso.1,0.06143847107887268
213,site.02.subj.0203.lab.2013221187.iso.1,0.8510009050369263
214,site.02.subj.0204.lab.2013221178.iso.1,0.8508851528167725
215,site.02.subj.0205.lab.2013221173.iso.1,0.8728053569793701
216,site.02.subj.0206.lab.2013221166.iso.1,0.8728053569793701
217,site.02.subj.0209.lab.2013221153.iso.1,0.8508851528167725
218,site.02.subj.0210.lab.2013221151.iso.1,0.8728053569793701
219,site.02.subj.0211.lab.2013221149.iso.1,0.8508851528167725
220,site.02.subj.0212.lab.2013221142.iso.1,0.8790675401687622
221,site.02.subj.0213.lab.2013221136.iso.1,0.8734506964683533
222,site.02.subj.0214.lab.2013221123.iso.1,0.8508850336074829
223,site.02.subj.0215.lab.2013221122.iso.1,0.8508850336074829
224,site.02.subj.0217.lab.2013221116.iso.1,0.8508851528167725
225,site.02.subj.0218.lab.2013221114.iso.1,0.8508851528167725
226,site.02.subj.0219.lab.2013221106.iso.1,0.8728053569793701
227,site.02.subj.0221.lab.2013221098.iso.1,0.8508851528167725
228,site.02.subj.0222.lab.2013221091.iso.1,0.8734506964683533
229,site.02.subj.0225.lab.2013221077.iso.1,0.8508851528167725
230,site.02.subj.0226.lab.2013221072.iso.1,0.8728053569793701
231,site.02.subj.0227.lab.2013221071.iso.1,0.850875198841095
232,site.02.subj.0228.lab.2013221068.iso.1,0.8545409440994263
233,site.02.subj.0229.lab.2013221036.iso.1,0.8724088668823242
234,site.02.subj.0231.lab.2013221022.iso.1,0.8508851528167725
235,site.02.subj.0232.lab.2013221017.iso.1,0.8508851528167725
236,site.02.subj.0234.lab.2013221013.iso.1,0.8508158326148987
237,site.02.subj.0235.lab.2013221009.iso.1,0.8728053569793701
238,site.02.subj.0236.lab.2013221007.iso.1,0.8728231191635132
239,site.02.subj.0237.lab.2013221005.iso.1,0.8508851528167725
240,site.02.subj.0238.lab.2013201033.iso.1,0.0899394154548645
241,site.02.subj.0244.lab.2013241140.iso.1,0.8508851528167725
242,site.02.subj.0245.lab.2013241146.iso.1,0.8508851528167725
243,site.02.subj.0246.lab.2013241147.iso.1,0.8728053569793701
244,site.02.subj.0247.lab.2013241149.iso.1,0.8508851528167725
245,site.02.subj.0248.lab.2013241158.iso.1,0.8508851528167725
246,site.02.subj.0250.lab.2013241183.iso.1,0.8728053569793701
247,site.02.subj.0251.lab.2013241190.iso.1,0.8547830581665039
248,site.02.subj.0252.lab.2013241197.iso.1,0.8508851528167725
249,site.02.subj.0253.lab.2013241261.iso.1,0.8504329919815063
250,site.02.subj.0254.lab.2013241270.iso.1,0.8508851528167725
251,site.02.subj.0255.lab.2013232008.iso.1,0.8508851528167725
252,site.02.subj.0256.lab.2013232012.iso.1,0.8745146989822388
253,site.02.subj.0257.lab.2013232046.iso.1,0.8778803944587708
254,site.02.subj.0259.lab.2013241214.iso.1,0.8508850336074829
255,site.02.subj.0260.lab.2013241217.iso.1,0.8508850336074829
256,site.02.subj.0261.lab.2013241219.iso.1,0.8778803944587708
257,site.02.subj.0262.lab.2013241223.iso.1,0.8508851528167725
258,site.02.subj.0263.lab.2013241234.iso.1,0.8508851528167725
259,site.02.subj.0264.lab.2013241237.iso.1,0.8508814573287964
260,site.02.subj.0265.lab.2013241256.iso.1,0.8777398467063904
261,site.02.subj.0266.lab.2013241257.iso.1,0.8510044813156128
262,site.02.subj.0268.lab.2014232011.iso.1,0.8728053569793701
263,site.02.subj.0269.lab.2014232012.iso.1,0.8508851528167725
264,site.02.subj.0271.lab.2014232014.iso.1,0.872735857963562
265,site.02.subj.0272.lab.2014232015.iso.1,0.877737820148468
266,site.02.subj.0274.lab.2014233004.iso.1,0.8508851528167725
267,site.02.subj.0276.lab.2014234023.iso.1,0.872735857963562
268,site.02.subj.0279.lab.2014234027.iso.1,0.8515768647193909
269,site.02.subj.0280.lab.2014234028.iso.1,0.8728053569793701
270,site.02.subj.0283.lab.2014235015.iso.1,0.8508851528167725
271,site.02.subj.0284.lab.2014235018.iso.1,0.8508851528167725
272,site.02.subj.0285.lab.2014235023.iso.1,0.8489817976951599
273,site.02.subj.0287.lab.2014235026.iso.1,0.8728053569793701
274,site.02.subj.0288.lab.2014235031.iso.1,0.877737820148468
275,site.02.subj.0289.lab.2014235036.iso.1,0.864893913269043
276,site.02.subj.0290.lab.2014235037.iso.1,0.8508851528167725
277,site.02.subj.0291.lab.2014235040.iso.1,0.8790962100028992
278,site.02.subj.0292.lab.2014235041.iso.1,0.8508851528167725
279,site.02.subj.0294.lab.2014235045.iso.1,0.8728053569793701
280,site.02.subj.0298.lab.2014235082.iso.1,0.17893436551094055
281,site.02.subj.0299.lab.2014235084.iso.1,0.8628453016281128
282,site.02.subj.0301.lab.2014235099.iso.1,0.8508851528167725
283,site.02.subj.0302.lab.2014235100.iso.1,0.8508851528167725
284,site.02.subj.0303.lab.2015234029.iso.1,0.8728053569793701
285,site.02.subj.0304.lab.2015235176.iso.1,0.8508851528167725
286,site.02.subj.0306.lab.2015231001.iso.1,0.8790962100028992
287,site.02.subj.0307.lab.2015232032.iso.1,0.8733619451522827
288,site.02.subj.0311.lab.2015232077.iso.1,0.8505619764328003
289,site.02.subj.0314.lab.2015233007.iso.1,0.8726235032081604
290,site.02.subj.0315.lab.2015234018.iso.1,0.8734639883041382
291,site.02.subj.0317.lab.2015234025.iso.1,0.8728053569793701
292,site.02.subj.0318.lab.2015234027.iso.1,0.8510624170303345
293,site.02.subj.0319.lab.2015234033.iso.1,0.8508851528167725
294,site.02.subj.0321.lab.2015234038.iso.1,0.8724088668823242
295,site.02.subj.0323.lab.2015234049.iso.1,0.8508851528167725
296,site.02.subj.0325.lab.2015251030.iso.1,0.8508851528167725
297,site.02.subj.0326.lab.2015251043.iso.1,0.8728053569793701
298,site.02.subj.0327.lab.2015235069.iso.1,0.8508851528167725
299,site.02.subj.0329.lab.2015235156.iso.1,0.8508851528167725
300,site.02.subj.0332.lab.2015235165.iso.1,0.8508851528167725
301,site.02.subj.0335.lab.2014235053.iso.1,0.8508851528167725
302,site.02.subj.0336.lab.2014235054.iso.1,0.8508851528167725
303,site.02.subj.0341.lab.235097-15.iso.1,0.8744151592254639
304,site.02.subj.0343.lab.232002-15.iso.1,0.0947081446647644
305,site.02.subj.0344.lab.235117-15.iso.1,0.8731375932693481
306,site.02.subj.0345.lab.234051-15.iso.1,0.8703240156173706
307,site.02.subj.0347.lab.231019-15.iso.1,0.8508729934692383
308,site.02.subj.0348.lab.232031-15.iso.1,0.8728053569793701
309,site.02.subj.0351.lab.235022-14.iso.1,0.8508851528167725
310,site.02.subj.0353.lab.235092-15.iso.1,0.8728053569793701
311,site.02.subj.0354.lab.235118-15.iso.1,0.8508851528167725
312,site.02.subj.0355.lab.235091-15.iso.1,0.872735857963562
313,site.02.subj.0356.lab.235074-14.iso.1,0.8508851528167725
314,site.02.subj.0362.lab.233013-14.iso.1,0.8508851528167725
315,site.02.subj.0363.lab.235089-14.iso.1,0.8631604909896851
316,site.02.subj.0364.lab.231002-14.iso.1,0.877739429473877
317,site.02.subj.0365.lab.231012-14.iso.1,0.8732091188430786
318,site.02.subj.0369.lab.222026-14.iso.1,0.8737225532531738
319,site.02.subj.0372.lab.231004-14.iso.1,0.8700498342514038
320,site.02.subj.0374.lab.251079-14.iso.1,0.8728053569793701
321,site.02.subj.0375.lab.222032-14.iso.1,0.8728053569793701
322,site.02.subj.0378.lab.235013-15.iso.1,0.8728053569793701
323,site.02.subj.0379.lab.232022-15.iso.1,0.8728053569793701
324,site.02.subj.0380.lab.251023-15.iso.1,0.8734486103057861
325,site.02.subj.0381.lab.234012-14.iso.1,0.8508851528167725
326,site.02.subj.0382.lab.235088-15.iso.1,0.8508851528167725
327,site.02.subj.0384.lab.232003-15.iso.1,0.85700523853302
328,site.02.subj.0385.lab.235016-15.iso.1,0.8508851528167725
329,site.02.subj.0387.lab.234061-15.iso.1,0.8734506964683533
330,site.02.subj.0388.lab.232005-15.iso.1,0.8514547348022461
331,site.02.subj.0389.lab.251027-15.iso.1,0.8734486103057861
332,site.02.subj.0391.lab.235100-15.iso.1,0.8508851528167725
333,site.02.subj.0392.lab.232004-15.iso.1,0.8508851528167725
334,site.02.subj.0393.lab.232013-15.iso.1,0.8508851528167725
335,site.02.subj.0394.lab.235049-15.iso.1,0.8728053569793701
336,site.02.subj.0397.lab.251014-15.iso.1,0.8508851528167725
337,site.02.subj.0399.lab.222014-14.iso.1,0.8508344292640686
338,site.02.subj.0400.lab.235073-14.iso.1,0.8508851528167725
339,site.02.subj.0401.lab.235086-14.iso.1,0.8510697484016418
340,site.02.subj.0402.lab.232006-14.iso.1,0.8541809320449829
341,site.02.subj.0403.lab.231007-14.iso.1,0.8576452732086182
342,site.02.subj.0404.lab.222028-14.iso.1,0.8508851528167725
343,site.02.subj.0406.lab.222034-14.iso.1,0.8508851528167725
344,site.02.subj.0407.lab.222033-14.iso.1,0.8508851528167725
345,site.02.subj.0410.lab.235080-14.iso.1,0.8631604909896851
346,site.02.subj.0412.lab.231016-14.iso.1,0.8508851528167725
347,site.02.subj.0413.lab.235101-15.iso.1,0.8508851528167725
348,site.02.subj.0416.lab.234036-14.iso.1,0.8508851528167725
349,site.02.subj.0417.lab.235096-14.iso.1,0.8728361129760742
350,site.02.subj.0418.lab.234037-14.iso.1,0.8508850336074829
351,site.02.subj.0419.lab.251031-15.iso.1,0.8508850336074829
352,site.02.subj.0420.lab.234034-14.iso.1,0.8508851528167725
353,site.02.subj.0421.lab.251028-14.iso.1,0.8518257737159729
354,site.02.subj.0423.lab.235003-14.iso.1,0.8508851528167725
355,site.02.subj.0426.lab.251003-15.iso.1,0.8508344292640686
356,site.02.subj.0428.lab.232082-15.iso.1,0.8508851528167725
357,site.02.subj.0430.lab.234035-14.iso.1,0.8508851528167725
358,site.02.subj.0432.lab.232022-14.iso.1,0.8728053569793701
359,site.02.subj.0434.lab.235016-14.iso.1,0.877737820148468
360,site.02.subj.0439.lab.235048-14.iso.1,0.877737820148468
361,site.02.subj.0440.lab.251021-14.iso.1,0.8508851528167725
362,site.02.subj.0441.lab.235092-14.iso.1,0.8786313533782959
363,site.02.subj.0442.lab.251039-15.iso.1,0.8508851528167725
364,site.02.subj.0444.lab.234002-14.iso.1,0.8734506964683533
365,site.02.subj.0445.lab.235007-14.iso.1,0.85700523853302
366,site.02.subj.0446.lab.234038-14.iso.1,0.8508851528167725
367,site.02.subj.0448.lab.234016-14.iso.1,0.877737820148468
368,site.02.subj.0449.lab.235076-14.iso.1,0.8631604909896851
369,site.02.subj.0450.lab.235057-14.iso.1,0.8728053569793701
370,site.02.subj.0452.lab.234018-14.iso.1,0.8508851528167725
371,site.02.subj.0455.lab.251040-15.iso.1,0.8508851528167725
372,site.02.subj.0456.lab.234008-14.iso.1,0.8631604909896851
373,site.02.subj.0457.lab.235066-14.iso.1,0.8712389469146729
374,site.02.subj.0458.lab.235034-14.iso.1,0.877737820148468
375,site.02.subj.0459.lab.233001-14.iso.1,0.8508851528167725
376,site.02.subj.0463.lab.235070-14.iso.1,0.877670168876648
377,site.02.subj.0467.lab.234020-14.iso.1,0.8508851528167725
378,site.02.subj.0468.lab.234005-14.iso.1,0.8508851528167725
379,site.02.subj.0470.lab.234006-14.iso.1,0.8794048428535461
380,site.02.subj.0472.lab.222036-14.iso.1,0.8706021308898926
381,site.02.subj.0473.lab.235077-14.iso.1,0.8729952573776245
382,site.02.subj.0475.lab.235025-14.iso.1,0.8508850336074829
383,site.02.subj.0476.lab.235028-14.iso.1,0.8508850336074829
384,site.02.subj.0477.lab.234013-14.iso.1,0.8728053569793701
385,site.02.subj.0478.lab.234019-14.iso.1,0.8779350519180298
386,site.02.subj.0479.lab.235068-14.iso.1,0.8508851528167725
387,site.02.subj.0480.lab.234017-14.iso.1,0.8740320205688477
388,site.02.subj.0481.lab.251005-15.iso.1,0.8508851528167725
389,site.02.subj.0482.lab.235081-14.iso.1,0.8508851528167725
390,site.02.subj.0483.lab.222021-14.iso.1,0.8778803944587708
391,site.02.subj.0485.lab.235059-14.iso.1,0.0899394154548645
392,site.02.subj.0486.lab.235060-14.iso.1,0.03920239210128784
393,site.02.subj.0488.lab.233005-14.iso.1,0.8509501814842224
394,site.02.subj.0490.lab.251016-14.iso.1,0.8508851528167725
