,Isolate,ISONIAZID
56,site.06.subj.PIMS_0037-14.lab.06MIL0293.iso.1,0.016286075115203857
57,site.06.subj.JHL_0068-14.lab.06MIL0291.iso.1,0.013916462659835815
58,site.06.subj.JHL_0069-14.lab.06MIL0290.iso.1,0.055168986320495605
59,site.06.subj.SGD_0028-14.lab.06MIL0285.iso.1,0.01632791757583618
60,site.06.subj.RLH_0304-14.lab.06MIL0282.iso.1,0.016451328992843628
61,site.06.subj.RLH_0284-14.lab.06MIL0279.iso.1,0.01629018783569336
62,site.06.subj.MHL_0099-13.lab.06MIL0277.iso.1,0.9581862688064575
63,site.06.subj.RLH_0292-14.lab.06MIL0276.iso.1,0.016327887773513794
64,site.06.subj.SSM_0146-14.lab.06MIL0270.iso.1,0.01632791757583618
65,site.06.subj.BVH_0011-14.lab.06MIL0264.iso.1,0.01158401370048523
66,site.06.subj.BVH_0018-14.lab.06MIL0263.iso.1,0.01632791757583618
67,site.06.subj.SGD_0061-14.lab.06MIL0262.iso.1,0.9754655957221985
68,site.06.subj.SZH_0033-14.lab.06MIL0261.iso.1,0.976704478263855
69,site.06.subj.SZH_0030-14.lab.06MIL0258.iso.1,0.01632791757583618
70,site.06.subj.RLH_0289-14.lab.06MIL0257.iso.1,0.9766395092010498
71,site.06.subj.ATH_0079-14.lab.06MIL0248.iso.1,0.01632791757583618
72,site.06.subj.SGDH_0048-14.lab.06MIL0243.iso.1,0.9501124024391174
73,site.06.subj.JHL_0057-14.lab.06MIL0233.iso.1,0.01632791757583618
74,site.06.subj.BVH_0399-R.lab.06MIL0230.iso.1,0.008429408073425293
75,site.06.subj.ATH_0068-14.lab.06MIL0226.iso.1,0.0124703049659729
76,site.06.subj.SGD_0038-14.lab.06MIL0224.iso.1,0.8540072441101074
77,site.06.subj.ATH_0075-14.lab.06MIL0214.iso.1,0.016451328992843628
78,site.06.subj.MHL_0181-14.lab.06MIL0203.iso.1,0.01632791757583618
79,site.06.subj.ATH_0073-14.lab.06MIL0196.iso.1,0.016342520713806152
80,site.06.subj.RLH_0269-14.lab.06MIL0194.iso.1,0.01632791757583618
81,site.06.subj.SSM_0133-14.lab.06MIL0192.iso.1,0.016451328992843628
82,site.06.subj.RLH_0264-14.lab.06MIL0191.iso.1,0.016451328992843628
83,site.06.subj.SZH_0016-14.lab.06MIL0188.iso.1,0.01632791757583618
84,site.06.subj.SZH_0010-14.lab.06MIL0187.iso.1,0.9766448736190796
85,site.06.subj.PIMS_0019-14.lab.06MIL0181.iso.1,0.01632791757583618
86,site.06.subj.SSM_0130-14.lab.06MIL0180.iso.1,0.016335248947143555
87,site.06.subj.SSM_0127-14.lab.06MIL0177.iso.1,0.010235339403152466
88,site.06.subj.SSM_0128-14.lab.06MIL0176.iso.1,0.016451328992843628
89,site.06.subj.JHL_0054-14.lab.06MIL0172.iso.1,0.13685187697410583
90,site.06.subj.RLH_0261-14.lab.06MIL0164.iso.1,0.01632791757583618
91,site.06.subj.MHL_0156-14.lab.06MIL0152.iso.1,0.01632791757583618
92,site.06.subj.SSM_0247-R.lab.06MIL0149.iso.1,0.976704478263855
93,site.06.subj.ATH_0065-14.lab.06MIL0147.iso.1,0.016488969326019287
94,site.06.subj.JHL_0030-14.lab.06MIL0143.iso.1,0.016327887773513794
95,site.06.subj.SSM_0236-R.lab.06MIL0141.iso.1,0.976704478263855
96,site.06.subj.JHL_0037-14.lab.06MIL0140.iso.1,0.3657311201095581
97,site.06.subj.RLH_0251-14.lab.06MIL0139.iso.1,0.01632791757583618
98,site.06.subj.MHL_0162-14.lab.06MIL0137.iso.1,0.01632791757583618
99,site.06.subj.MHL_0159-14.lab.06MIL0134.iso.1,0.0200803279876709
100,site.06.subj.06TB_0002.lab.06MIL0463.iso.1,0.011048853397369385
101,site.06.subj.SSM_0220-R.lab.06MIL0132.iso.1,0.976704478263855
102,site.06.subj.SSM_0201-R.lab.06MIL0119.iso.1,0.9581862688064575
103,site.06.subj.SGD_0011-14.lab.06MIL0111.iso.1,0.04275292158126831
104,site.06.subj.SSM_0179-R.lab.06MIL0098.iso.1,0.976704478263855
105,site.06.subj.PIMS_0004-14.lab.06MIL0097.iso.1,0.032281726598739624
106,site.06.subj.SSM_0114-14.lab.06MIL0095.iso.1,0.9610961675643921
107,site.06.subj.ATH_0061-14.lab.06MIL0093.iso.1,0.9584083557128906
108,site.06.subj.SGD_0012-14.lab.06MIL0092.iso.1,0.0200803279876709
109,site.06.subj.SSM_0161-R.lab.06MIL0087.iso.1,0.976704478263855
110,site.06.subj.SGD_0010-14.lab.06MIL0085.iso.1,0.016270965337753296
111,site.06.subj.ATH_0060-14.lab.06MIL0083.iso.1,0.010347515344619751
112,site.06.subj.SSM_0154-R.lab.06MIL0082.iso.1,0.976704478263855
113,site.06.subj.MHL_0013-12.lab.06MIL0079.iso.1,0.016216367483139038
114,site.06.subj.MHL_0150-14.lab.06MIL0075.iso.1,0.01632791757583618
115,site.06.subj.MHL_0143-14.lab.06MIL0073.iso.1,0.02002197504043579
116,site.06.subj.JHL_1344-15-R.lab.06MIL0070.iso.1,0.01632791757583618
117,site.06.subj.SZH_0121-15.lab.06MIL0062.iso.1,0.01632791757583618
118,site.06.subj.MHL_1323-15-R.lab.06MIL0060.iso.1,0.153588205575943
119,site.06.subj.RLH_0237-14.lab.06MIL0052.iso.1,0.01632791757583618
120,site.06.subj.MHL_0146-14.lab.06MIL0051.iso.1,0.016267240047454834
121,site.06.subj.MHL_0135-14.lab.06MIL0048.iso.1,0.01632791757583618
122,site.06.subj.ATH_0057-14.lab.06MIL0042.iso.1,0.976704478263855
123,site.06.subj.SSM_0095-R.lab.06MIL0032.iso.1,0.9581862688064575
124,site.06.subj.RLH_0091-15R.lab.06MIL0030.iso.1,0.976704478263855
125,site.06.subj.RLH_0232-14.lab.06MIL0009.iso.1,0.07972496747970581
126,site.06.subj.RLH_0234-14.lab.06MIL0008.iso.1,0.024183690547943115
127,site.06.subj.SSM_0043-R.lab.06MIL0007.iso.1,0.976704478263855
128,site.06.subj.MHL_0130-14.lab.06MIL0005.iso.1,0.01632791757583618
129,site.02.subj.0002.lab.2014222005.iso.1,0.9581862688064575
130,site.02.subj.0004.lab.2014222010.iso.1,0.9581862688064575
131,site.02.subj.0005.lab.2014222011.iso.1,0.9581862688064575
132,site.02.subj.0006.lab.2014222013.iso.1,0.9394183158874512
133,site.02.subj.0007.lab.2014222016.iso.1,0.9581862688064575
134,site.02.subj.0008.lab.2014222017.iso.1,0.9455915689468384
135,site.02.subj.0009.lab.2014222037.iso.1,0.9581862688064575
136,site.02.subj.0011.lab.2014222046.iso.1,0.9455915689468384
137,site.02.subj.0012.lab.2014222053.iso.1,0.9455915689468384
138,site.02.subj.0013.lab.2014222055.iso.1,0.9581862688064575
139,site.02.subj.0015.lab.2014231003.iso.1,0.9581862688064575
140,site.02.subj.0016.lab.2014231005.iso.1,0.9394183158874512
141,site.02.subj.0017.lab.2014231009.iso.1,0.9581862688064575
142,site.02.subj.0018.lab.2014231011.iso.1,0.9581862688064575
143,site.02.subj.0019.lab.2014231015.iso.1,0.9581862688064575
144,site.02.subj.0020.lab.2014231019.iso.1,0.9581862688064575
145,site.02.subj.0021.lab.2014232001.iso.1,0.08133816719055176
146,site.02.subj.0022.lab.2014232005.iso.1,0.9394183158874512
147,site.02.subj.0024.lab.2014232009.iso.1,0.9394183158874512
148,site.02.subj.0025.lab.2014232010.iso.1,0.9455915689468384
149,site.02.subj.0026.lab.2014233007.iso.1,0.9583436250686646
150,site.02.subj.0028.lab.2014233011.iso.1,0.9394183158874512
151,site.02.subj.0029.lab.2014233012.iso.1,0.9394183158874512
152,site.02.subj.0031.lab.2014234024.iso.1,0.9389309883117676
153,site.02.subj.0032.lab.2014234059.iso.1,0.9394183158874512
154,site.02.subj.0033.lab.2014235050.iso.1,0.9394183158874512
155,site.02.subj.0036.lab.2014222006.iso.1,0.9581862688064575
156,site.02.subj.0037.lab.2014251029.iso.1,0.5868695974349976
157,site.02.subj.0038.lab.2015235078.iso.1,0.9581862688064575
158,site.02.subj.0040.lab.2015235180.iso.1,0.9394183158874512
159,site.02.subj.0041.lab.2015235168.iso.1,0.9581862688064575
160,site.02.subj.0042.lab.2015231006.iso.1,0.9581862688064575
161,site.02.subj.0043.lab.2015231007.iso.1,0.9394183158874512
162,site.02.subj.0044.lab.2015231009.iso.1,0.9394183158874512
163,site.02.subj.0046.lab.2015231016.iso.1,0.9394183158874512
164,site.02.subj.0047.lab.2015231017.iso.1,0.9584074020385742
165,site.02.subj.0049.lab.2015232027.iso.1,0.9455915689468384
166,site.02.subj.0050.lab.2015232028.iso.1,0.02002197504043579
167,site.02.subj.0051.lab.22A001.iso.1,0.02002197504043579
168,site.02.subj.0053.lab.22A003.iso.1,0.01780042052268982
169,site.02.subj.0054.lab.22A004.iso.1,0.023193061351776123
170,site.02.subj.0055.lab.22A005.iso.1,0.029991507530212402
171,site.02.subj.0056.lab.22A006.iso.1,0.03067648410797119
172,site.02.subj.0057.lab.22A007.iso.1,0.02002197504043579
173,site.02.subj.0058.lab.22A008.iso.1,0.1994372010231018
174,site.02.subj.0059.lab.22A009.iso.1,0.03067648410797119
175,site.02.subj.0061.lab.22A011.iso.1,0.02002197504043579
176,site.02.subj.0062.lab.22A012.iso.1,0.0124703049659729
177,site.02.subj.0063.lab.22A013.iso.1,0.023104846477508545
178,site.02.subj.0064.lab.22A014.iso.1,0.023193061351776123
179,site.02.subj.0065.lab.22A015.iso.1,0.02002197504043579
180,site.02.subj.0066.lab.22A016.iso.1,0.023193061351776123
181,site.02.subj.0067.lab.22A017.iso.1,0.023193061351776123
182,site.02.subj.0068.lab.22A018.iso.1,0.01780042052268982
183,site.02.subj.0069.lab.22A019.iso.1,0.02002197504043579
184,site.02.subj.0070.lab.22A021.iso.1,0.02002197504043579
185,site.02.subj.0071.lab.22A022.iso.1,0.02002197504043579
186,site.02.subj.0072.lab.22A023.iso.1,0.02002197504043579
187,site.02.subj.0073.lab.22A025.iso.1,0.023193061351776123
188,site.02.subj.0074.lab.22A026.iso.1,0.016526013612747192
189,site.02.subj.0075.lab.22A027.iso.1,0.02002197504043579
190,site.02.subj.0076.lab.22A028.iso.1,0.023193031549453735
191,site.02.subj.0077.lab.22A029.iso.1,0.011034995317459106
192,site.02.subj.0078.lab.22A030.iso.1,0.023193061351776123
193,site.02.subj.0079.lab.22A031.iso.1,0.02002197504043579
194,site.02.subj.0080.lab.22A020.iso.1,0.0124703049659729
195,site.02.subj.0081.lab.22A032.iso.1,0.02002197504043579
196,site.02.subj.0082.lab.22A033.iso.1,0.020584672689437866
197,site.02.subj.0083.lab.22A034.iso.1,0.01780042052268982
198,site.02.subj.0084.lab.22A035.iso.1,0.9581862688064575
199,site.02.subj.0085.lab.22A036.iso.1,0.9581862688064575
200,site.02.subj.0086.lab.22A038.iso.1,0.023193061351776123
201,site.02.subj.0087.lab.22A039.iso.1,0.09265941381454468
202,site.02.subj.0088.lab.22A040.iso.1,0.030590921640396118
203,site.02.subj.0089.lab.22A041.iso.1,0.02315160632133484
204,site.02.subj.0090.lab.22A042.iso.1,0.023193061351776123
205,site.02.subj.0091.lab.22A043.iso.1,0.0200955867767334
206,site.02.subj.0092.lab.22A044.iso.1,0.014281779527664185
207,site.02.subj.0093.lab.22A045.iso.1,0.939002275466919
208,site.02.subj.0094.lab.22A046.iso.1,0.030635833740234375
209,site.02.subj.0095.lab.22A047.iso.1,0.9359042644500732
210,site.02.subj.0096.lab.22A048.iso.1,0.01780042052268982
211,site.02.subj.0097.lab.22A049.iso.1,0.01780042052268982
212,site.02.subj.0098.lab.22A050.iso.1,0.020584672689437866
213,site.02.subj.0099.lab.22A051.iso.1,0.016451328992843628
214,site.02.subj.0100.lab.22A052.iso.1,0.02002197504043579
215,site.02.subj.0101.lab.22A054.iso.1,0.05892306566238403
216,site.02.subj.0102.lab.22A055.iso.1,0.4132152497768402
217,site.02.subj.0103.lab.22A056.iso.1,0.020584672689437866
218,site.02.subj.0104.lab.22A057.iso.1,0.023193061351776123
219,site.02.subj.0105.lab.22A058.iso.1,0.016451328992843628
220,site.02.subj.0106.lab.22A060.iso.1,0.023193061351776123
221,site.02.subj.0107.lab.22A061.iso.1,0.023193061351776123
222,site.02.subj.0108.lab.22A062.iso.1,0.7725163698196411
223,site.02.subj.0110.lab.22A064.iso.1,0.016469687223434448
224,site.02.subj.0111.lab.22A065.iso.1,0.061663806438446045
225,site.02.subj.0112.lab.22A066.iso.1,0.02002197504043579
226,site.02.subj.0113.lab.22A067.iso.1,0.016451328992843628
227,site.02.subj.0114.lab.22A068.iso.1,0.023193061351776123
228,site.02.subj.0115.lab.22A069.iso.1,0.02002197504043579
229,site.02.subj.0117.lab.22A071.iso.1,0.02002197504043579
230,site.02.subj.0118.lab.22A072.iso.1,0.023193061351776123
231,site.02.subj.0119.lab.22A073.iso.1,0.02002197504043579
232,site.02.subj.0121.lab.22A075.iso.1,0.02002197504043579
233,site.02.subj.0122.lab.22A076.iso.1,0.9564782381057739
234,site.02.subj.0123.lab.22A077.iso.1,0.020037174224853516
235,site.02.subj.0124.lab.22A078.iso.1,0.016451328992843628
236,site.02.subj.0125.lab.22A079.iso.1,0.023263543844223022
237,site.02.subj.0126.lab.22A080.iso.1,0.01100224256515503
238,site.02.subj.0127.lab.22A082.iso.1,0.016357749700546265
239,site.02.subj.0129.lab.22A084.iso.1,0.02002197504043579
240,site.02.subj.0130.lab.22A085.iso.1,0.02002197504043579
241,site.02.subj.0131.lab.22A086.iso.1,0.02002197504043579
242,site.02.subj.0132.lab.22A087.iso.1,0.02002197504043579
243,site.02.subj.0133.lab.22A088.iso.1,0.02002197504043579
244,site.02.subj.0134.lab.22A089.iso.1,0.029991507530212402
245,site.02.subj.0135.lab.22A090.iso.1,0.01100224256515503
246,site.02.subj.0136.lab.22A091.iso.1,0.02002197504043579
247,site.02.subj.0137.lab.22A093.iso.1,0.02002197504043579
248,site.02.subj.0138.lab.22A094.iso.1,0.01780042052268982
249,site.02.subj.0139.lab.22A095.iso.1,0.014281779527664185
250,site.02.subj.0141.lab.2013232142.iso.1,0.02002197504043579
251,site.02.subj.0143.lab.2013232134.iso.1,0.9581862688064575
252,site.02.subj.0145.lab.2013232124.iso.1,0.9394183158874512
253,site.02.subj.0147.lab.2013232118.iso.1,0.9394183158874512
254,site.02.subj.0148.lab.2013232067.iso.1,0.02002197504043579
255,site.02.subj.0150.lab.2013232061.iso.1,0.016451328992843628
256,site.02.subj.0151.lab.2013232055.iso.1,0.95809406042099
257,site.02.subj.0152.lab.2013232054.iso.1,0.9581862688064575
258,site.02.subj.0154.lab.2013232052.iso.1,0.9394183158874512
259,site.02.subj.0156.lab.2013232044.iso.1,0.9581862688064575
260,site.02.subj.0157.lab.2013232029.iso.1,0.9581862688064575
261,site.02.subj.0158.lab.2013232028.iso.1,0.9581862688064575
262,site.02.subj.0159.lab.2013232027.iso.1,0.9581862688064575
263,site.02.subj.0161.lab.2013232021.iso.1,0.9581862688064575
264,site.02.subj.0162.lab.2013232019.iso.1,0.9581862688064575
265,site.02.subj.0163.lab.2013232018.iso.1,0.9581862688064575
266,site.02.subj.0164.lab.2013232013.iso.1,0.9394183158874512
267,site.02.subj.0167.lab.2013232005.iso.1,0.9455915689468384
268,site.02.subj.0168.lab.2013232003.iso.1,0.023193061351776123
269,site.02.subj.0169.lab.2013232002.iso.1,0.9593915939331055
270,site.02.subj.0171.lab.2013231104.iso.1,0.9581862688064575
271,site.02.subj.0172.lab.2013231099.iso.1,0.9394183158874512
272,site.02.subj.0173.lab.2013231098.iso.1,0.9394183158874512
273,site.02.subj.0174.lab.2013231094.iso.1,0.9581862688064575
274,site.02.subj.0175.lab.2013231090.iso.1,0.030635833740234375
275,site.02.subj.0176.lab.2013231083.iso.1,0.9394183158874512
276,site.02.subj.0177.lab.2013231075.iso.1,0.9581862688064575
277,site.02.subj.0178.lab.2013231063.iso.1,0.02002197504043579
278,site.02.subj.0179.lab.2013231058.iso.1,0.9455915689468384
279,site.02.subj.0180.lab.2013231057.iso.1,0.9582724571228027
280,site.02.subj.0181.lab.2013231055.iso.1,0.02005589008331299
281,site.02.subj.0182.lab.2013222341.iso.1,0.023235410451889038
282,site.02.subj.0183.lab.2013222280.iso.1,0.023193061351776123
283,site.02.subj.0184.lab.2013222270.iso.1,0.9459483623504639
284,site.02.subj.0185.lab.2013222238.iso.1,0.9468125104904175
285,site.02.subj.0186.lab.2013222215.iso.1,0.9581862688064575
286,site.02.subj.0187.lab.2013222155.iso.1,0.9581862688064575
287,site.02.subj.0188.lab.2013222133.iso.1,0.023193031549453735
288,site.02.subj.0189.lab.2013222096.iso.1,0.9394183158874512
289,site.02.subj.0190.lab.2013222078.iso.1,0.15083622932434082
290,site.02.subj.0191.lab.2013221431.iso.1,0.9476430416107178
291,site.02.subj.0192.lab.2013221395.iso.1,0.9460649490356445
292,site.02.subj.0193.lab.2013221353.iso.1,0.9366320371627808
293,site.02.subj.0194.lab.2013221351.iso.1,0.9455915689468384
294,site.02.subj.0195.lab.2013221348.iso.1,0.07359254360198975
295,site.02.subj.0196.lab.2013221243.iso.1,0.9455915689468384
296,site.02.subj.0197.lab.2013221241.iso.1,0.9455915689468384
297,site.02.subj.0199.lab.2013221219.iso.1,0.9455915689468384
298,site.02.subj.0200.lab.2013221211.iso.1,0.016102105379104614
299,site.02.subj.0201.lab.2013221209.iso.1,0.9581862688064575
300,site.02.subj.0202.lab.2013221188.iso.1,0.023193061351776123
301,site.02.subj.0203.lab.2013221187.iso.1,0.9455915689468384
302,site.02.subj.0205.lab.2013221173.iso.1,0.9581862688064575
303,site.02.subj.0206.lab.2013221166.iso.1,0.9581862688064575
304,site.02.subj.0207.lab.2013221161.iso.1,0.9394183158874512
305,site.02.subj.0208.lab.2013221157.iso.1,0.9394183158874512
306,site.02.subj.0209.lab.2013221153.iso.1,0.9394183158874512
307,site.02.subj.0210.lab.2013221151.iso.1,0.9581862688064575
308,site.02.subj.0211.lab.2013221149.iso.1,0.9403747320175171
309,site.02.subj.0212.lab.2013221142.iso.1,0.9581862688064575
310,site.02.subj.0213.lab.2013221136.iso.1,0.9581862688064575
311,site.02.subj.0214.lab.2013221123.iso.1,0.9398123025894165
312,site.02.subj.0215.lab.2013221122.iso.1,0.9394183158874512
313,site.02.subj.0217.lab.2013221116.iso.1,0.9394183158874512
314,site.02.subj.0218.lab.2013221114.iso.1,0.9394183158874512
315,site.02.subj.0219.lab.2013221106.iso.1,0.9581862688064575
316,site.02.subj.0221.lab.2013221098.iso.1,0.9455915689468384
317,site.02.subj.0222.lab.2013221091.iso.1,0.9581862688064575
318,site.02.subj.0225.lab.2013221077.iso.1,0.9459997415542603
319,site.02.subj.0226.lab.2013221072.iso.1,0.9581862688064575
320,site.02.subj.0227.lab.2013221071.iso.1,0.9394183158874512
321,site.02.subj.0228.lab.2013221068.iso.1,0.9362168312072754
322,site.02.subj.0229.lab.2013221036.iso.1,0.9581862688064575
323,site.02.subj.0230.lab.2013221029.iso.1,0.9394183158874512
324,site.02.subj.0231.lab.2013221022.iso.1,0.9394183158874512
325,site.02.subj.0232.lab.2013221017.iso.1,0.9394183158874512
326,site.02.subj.0234.lab.2013221013.iso.1,0.9394183158874512
327,site.02.subj.0235.lab.2013221009.iso.1,0.9581862688064575
328,site.02.subj.0236.lab.2013221007.iso.1,0.9581862688064575
329,site.02.subj.0237.lab.2013221005.iso.1,0.019843965768814087
330,site.02.subj.0238.lab.2013201033.iso.1,0.6947578191757202
331,site.02.subj.0239.lab.2013241004.iso.1,0.9394183158874512
332,site.02.subj.0240.lab.2013241104.iso.1,0.9394183158874512
333,site.02.subj.0241.lab.2013241113.iso.1,0.9584183096885681
334,site.02.subj.0244.lab.2013241140.iso.1,0.9394183158874512
335,site.02.subj.0245.lab.2013241146.iso.1,0.9401040077209473
336,site.02.subj.0247.lab.2013241149.iso.1,0.9394183158874512
337,site.02.subj.0248.lab.2013241158.iso.1,0.9394183158874512
338,site.02.subj.0250.lab.2013241183.iso.1,0.9518404006958008
339,site.02.subj.0251.lab.2013241190.iso.1,0.9389737844467163
340,site.02.subj.0252.lab.2013241197.iso.1,0.9396263957023621
341,site.02.subj.0253.lab.2013241261.iso.1,0.939507007598877
342,site.02.subj.0254.lab.2013241270.iso.1,0.9394183158874512
343,site.02.subj.0255.lab.2013232008.iso.1,0.9394183158874512
344,site.02.subj.0256.lab.2013232012.iso.1,0.9581862688064575
345,site.02.subj.0257.lab.2013232046.iso.1,0.9581862688064575
346,site.02.subj.0258.lab.2013241201.iso.1,0.9581862688064575
347,site.02.subj.0259.lab.2013241214.iso.1,0.9394183158874512
348,site.02.subj.0260.lab.2013241217.iso.1,0.9394183158874512
349,site.02.subj.0261.lab.2013241219.iso.1,0.9581862688064575
350,site.02.subj.0262.lab.2013241223.iso.1,0.9395974278450012
351,site.02.subj.0263.lab.2013241234.iso.1,0.9394183158874512
352,site.02.subj.0264.lab.2013241237.iso.1,0.9394183158874512
353,site.02.subj.0265.lab.2013241256.iso.1,0.9581862688064575
354,site.02.subj.0266.lab.2013241257.iso.1,0.9455915689468384
355,site.02.subj.0268.lab.2014232011.iso.1,0.9581862688064575
356,site.02.subj.0269.lab.2014232012.iso.1,0.9393271803855896
357,site.02.subj.0271.lab.2014232014.iso.1,0.9581862688064575
358,site.02.subj.0272.lab.2014232015.iso.1,0.9584596157073975
359,site.02.subj.0274.lab.2014233004.iso.1,0.9394183158874512
360,site.02.subj.0276.lab.2014234023.iso.1,0.9530949592590332
361,site.02.subj.0279.lab.2014234027.iso.1,0.9393588304519653
362,site.02.subj.0280.lab.2014234028.iso.1,0.958412766456604
363,site.02.subj.0283.lab.2014235015.iso.1,0.9455915689468384
364,site.02.subj.0284.lab.2014235018.iso.1,0.9455915689468384
365,site.02.subj.0285.lab.2014235023.iso.1,0.9394183158874512
366,site.02.subj.0287.lab.2014235026.iso.1,0.9478354454040527
367,site.02.subj.0288.lab.2014235031.iso.1,0.9581862688064575
368,site.02.subj.0289.lab.2014235036.iso.1,0.9394183158874512
369,site.02.subj.0290.lab.2014235037.iso.1,0.9394183158874512
370,site.02.subj.0291.lab.2014235040.iso.1,0.9581862688064575
371,site.02.subj.0292.lab.2014235041.iso.1,0.9394183158874512
372,site.02.subj.0294.lab.2014235045.iso.1,0.9581862688064575
373,site.02.subj.0297.lab.2014235072.iso.1,0.9581862688064575
374,site.02.subj.0298.lab.2014235082.iso.1,0.01998034119606018
375,site.02.subj.0299.lab.2014235084.iso.1,0.9581862688064575
376,site.02.subj.0300.lab.2014235098.iso.1,0.016451328992843628
377,site.02.subj.0301.lab.2014235099.iso.1,0.13731670379638672
378,site.02.subj.0302.lab.2014235100.iso.1,0.9397299289703369
379,site.02.subj.0304.lab.2015235176.iso.1,0.9455915689468384
380,site.02.subj.0311.lab.2015232077.iso.1,0.9394183158874512
381,site.02.subj.0314.lab.2015233007.iso.1,0.9581862688064575
382,site.02.subj.0315.lab.2015234018.iso.1,0.9581862688064575
