,Isolate,ISONIAZID
1366,site.03.subj.GB-84550175.lab.IML-01826.iso.1,0.02002197504043579
1367,site.03.subj.GB-84610030.lab.IML-02018.iso.1,0.9079601764678955
1368,site.03.subj.GB-84610046.lab.IML-01812.iso.1,0.9581862688064575
1369,site.03.subj.GB-84630102.lab.IML-01813.iso.1,0.976704478263855
1370,site.03.subj.GB-84630183.lab.IML-01831.iso.1,0.9555714726448059
1371,site.03.subj.GB-84640014.lab.IML-01797.iso.1,0.9584776163101196
1372,site.03.subj.GB-84710011.lab.IML-01907.iso.1,0.9581862688064575
1373,site.03.subj.GB-84730015.lab.IML-01802.iso.1,0.9547123312950134
1374,site.03.subj.GB-84740051.lab.IML-01796.iso.1,0.9549844264984131
1375,site.03.subj.GB-84750033.lab.IML-01993.iso.1,0.9549844264984131
1376,site.03.subj.GB-84750133.lab.IML-01810.iso.1,0.9549844264984131
1377,site.03.subj.GB-84760012.lab.IML-01829.iso.1,0.9581862688064575
1378,site.03.subj.GB-84820091.lab.IML-01828.iso.1,0.9549844264984131
1379,site.03.subj.GB-84820107.lab.IML-01808.iso.1,0.9581862688064575
1380,site.03.subj.GB-84820136.lab.IML-01814.iso.1,0.9581862688064575
1381,site.03.subj.GB-84820142.lab.IML-01816.iso.1,0.9581862688064575
1382,site.03.subj.GB-84820146.lab.IML-01827.iso.1,0.958104133605957
1383,site.03.subj.GB-84840070.lab.IML-01798.iso.1,0.9581862688064575
1384,site.03.subj.GB-84840120.lab.IML-01803.iso.1,0.976704478263855
1385,site.03.subj.GB-84840153.lab.IML-01830.iso.1,0.9173665046691895
1386,site.03.subj.GB-84850101.lab.IML-01799.iso.1,0.9582201242446899
1387,site.03.subj.GB-84850112.lab.IML-00653.iso.1,0.01669532060623169
1388,site.03.subj.GB-84910090.lab.IML-00749.iso.1,0.9581862688064575
1389,site.03.subj.GB-84920001.lab.IML-01815.iso.1,0.976704478263855
1390,site.03.subj.GB-84960050.lab.IML-01801.iso.1,0.9549844264984131
1391,site.03.subj.GB-85010098.lab.85010098.iso.1,0.023193061351776123
1392,site.03.subj.GB-85020119.lab.IML-01460.iso.1,0.9176802635192871
1393,site.03.subj.GB-85050015.lab.IML-01992.iso.1,0.9581862688064575
1394,site.03.subj.GB-85140070.lab.IML-02024.iso.1,0.958104133605957
1395,site.03.subj.GB-85160011.lab.IML-02049.iso.1,0.01127651333808899
1396,site.03.subj.GB-85160118.lab.IML-02002.iso.1,0.023193061351776123
1397,site.03.subj.GB-85240039.lab.IML-01433.iso.1,0.958104133605957
1398,site.03.subj.GB-90110058.lab.IML-02044.iso.1,0.9581862688064575
1399,site.03.subj.GB-90140027.lab.90140027.iso.1,0.9581862688064575
1400,site.03.subj.GB-90140030.lab.IML-02005.iso.1,0.9549844264984131
1401,site.03.subj.GB-90150011.lab.IML-01986.iso.1,0.9581862688064575
1402,site.03.subj.GB-90150034.lab.IML-01991.iso.1,0.9581862688064575
1403,site.03.subj.GB-90240120.lab.IML-01987.iso.1,0.9646990895271301
1404,site.03.subj.GB-90250027.lab.IML-02004.iso.1,0.9549844264984131
1405,site.03.subj.GB-90260010.lab.IML-01994.iso.1,0.9550223350524902
1406,site.03.subj.GB-90310060.lab.IML-01896.iso.1,0.9581862688064575
1407,site.03.subj.GB-90320001.lab.IML-01997.iso.1,0.9581862688064575
1408,site.03.subj.GB-90320008.lab.IML-01979.iso.1,0.976704478263855
1409,site.03.subj.GB-90350033.lab.IML-02011.iso.1,0.016451328992843628
1410,site.03.subj.GB-90350111.lab.IML-02001.iso.1,0.9581862688064575
1411,site.03.subj.GB-90360027.lab.IML-02021.iso.1,0.9581862688064575
1412,site.03.subj.GB-90360040.lab.IML-01990.iso.1,0.9549844264984131
1413,site.03.subj.GB-90410108.lab.IML-01996.iso.1,0.976704478263855
1414,site.03.subj.GB-90420064.lab.IML-01998.iso.1,0.9582403898239136
1415,site.03.subj.GB-90420139.lab.IML-01915.iso.1,0.9549844264984131
1416,site.03.subj.GB-90430001.lab.IML-02000.iso.1,0.9173665046691895
1417,site.03.subj.GB-90440037.lab.IML-01975.iso.1,0.9173665046691895
1418,site.03.subj.GB-90440162.lab.IML-01892.iso.1,0.9549844264984131
1419,site.03.subj.GB-90450148.lab.90450148.iso.1,0.023193061351776123
1420,site.03.subj.GB-90510053.lab.IML-01898.iso.1,0.9549844264984131
1421,site.03.subj.GB-90520081.lab.IML-01897.iso.1,0.9549844264984131
1422,site.03.subj.GB-90520094.lab.IML-02048.iso.1,0.9176802635192871
1423,site.03.subj.GB-90550057.lab.IML-02009.iso.1,0.9582078456878662
1424,site.03.subj.GB-90550076.lab.IML-01902.iso.1,0.9581862688064575
1425,site.03.subj.GB-90550098.lab.IML-02043.iso.1,0.9581862688064575
1426,site.03.subj.GB-90550146.lab.IML-01968.iso.1,0.9581862688064575
1427,site.03.subj.GB-90560039.lab.IML-01999.iso.1,0.9455915689468384
1428,site.03.subj.GB-90610042.lab.IML-02040.iso.1,0.9581862688064575
1429,site.03.subj.GB-90610132.lab.IML-01982.iso.1,0.9581862688064575
1430,site.03.subj.GB-90620003.lab.IML-01893.iso.1,0.9581862688064575
1431,site.03.subj.GB-90620146.lab.IML-02003.iso.1,0.96030592918396
1432,site.03.subj.GB-90620158.lab.IML-02022.iso.1,0.9581862688064575
1433,site.03.subj.GB-90640003.lab.IML-01895.iso.1,0.9551085233688354
1434,site.03.subj.GB-90640090.lab.IML-02041.iso.1,0.014303833246231079
1435,site.03.subj.GB-90710009.lab.IML-01985.iso.1,0.9907315969467163
1436,site.03.subj.GB-90720148.lab.IML-01969.iso.1,0.9455915689468384
1437,site.03.subj.GB-90730068.lab.IML-01971.iso.1,0.9581862688064575
1438,site.03.subj.GB-90740034.lab.IML-01972.iso.1,0.9581862688064575
1439,site.03.subj.GB-90750080.lab.IML-01900.iso.1,0.9549844264984131
1440,site.03.subj.GB-90810029.lab.IML-01983.iso.1,0.9583942890167236
1441,site.03.subj.GB-90810036.lab.IML-01981.iso.1,0.012516260147094727
1442,site.03.subj.GB-90810105.lab.IML-01970.iso.1,0.9581862688064575
1443,site.03.subj.GB-90810112.lab.IML-01973.iso.1,0.9549844264984131
1444,site.03.subj.GB-90820082.lab.IML-02042.iso.1,0.9581928253173828
1445,site.03.subj.GB-90820134.lab.IML-02023.iso.1,0.9907315969467163
1446,site.03.subj.GB-90840002.lab.IML-02008.iso.1,0.9581862688064575
1447,site.03.subj.GB-90840021.lab.IML-01984.iso.1,0.9581862688064575
1448,site.03.subj.GB-90920055.lab.IML-01977.iso.1,0.9581862688064575
1449,site.03.subj.GB-90940094.lab.IML-01995.iso.1,0.9575529098510742
1450,site.03.subj.GB-90940119.lab.IML-01901.iso.1,0.9549844264984131
1451,site.03.subj.GB-90940120.lab.IML-01978.iso.1,0.9581862688064575
1452,site.03.subj.GB-91020003.lab.IML-01903.iso.1,0.958104133605957
1453,site.03.subj.GB-91240073.lab.IML-01664.iso.1,0.9549844264984131
1454,site.03.subj.GB-91450143.lab.IML-01559.iso.1,0.9455934762954712
1455,site.03.subj.GB-91520038.lab.IML-01891.iso.1,0.9582201242446899
1456,site.03.subj.GB-91540070.lab.IML-00993.iso.1,0.02002197504043579
1457,site.03.subj.GB-91540133.lab.IML-01053.iso.1,0.9581862688064575
1458,site.03.subj.GB-91540138.lab.IML-01054.iso.1,0.9581862688064575
1459,site.03.subj.GB-91540140.lab.IML-01055.iso.1,0.9581862688064575
1460,site.03.subj.GB-91540141.lab.IML-01056.iso.1,0.9581862688064575
1461,site.03.subj.GB-91540144.lab.IML-01052.iso.1,0.9581862688064575
1462,site.03.subj.GB-91740042.lab.IML-01890.iso.1,0.9746759533882141
1463,site.03.subj.GB-91760001.lab.IML-01889.iso.1,0.976704478263855
1464,site.03.subj.GB-91850100.lab.IML-01820.iso.1,0.016451328992843628
1465,site.03.subj.GB-91920042.lab.IML-01868.iso.1,0.9549844264984131
1466,site.03.subj.GB-91930006.lab.IML-01661.iso.1,0.01669532060623169
1467,site.03.subj.GB-91930008.lab.IML-01655.iso.1,0.9581862688064575
1468,site.03.subj.GB-91930063.lab.IML-01869.iso.1,0.9585127830505371
1469,site.03.subj.GB-91940044.lab.IML-01659.iso.1,0.94928377866745
1470,site.03.subj.GB-91940164.lab.IML-01663.iso.1,0.9720911979675293
1471,site.03.subj.GB-92040075.lab.IML-01870.iso.1,0.9554333090782166
1472,site.03.subj.GB-92120013.lab.IML-01656.iso.1,0.9581862688064575
1473,site.03.subj.GB-92140126.lab.IML-01658.iso.1,0.9549844264984131
1474,site.03.subj.GB-92160046.lab.IML-01606.iso.1,0.9734766483306885
1475,site.03.subj.GB-92250159.lab.IML-01172.iso.1,0.07340753078460693
1476,site.03.subj.GB-92320002.lab.IML-01657.iso.1,0.9734766483306885
1477,site.03.subj.GB-92320016.lab.IML-01821.iso.1,0.016488969326019287
1478,site.03.subj.GB-92340121.lab.IML-01840.iso.1,0.9394183158874512
1479,site.03.subj.GB-92550009.lab.IML-01779.iso.1,0.9581862688064575
1480,site.03.subj.GB-92550119.lab.IML-01776.iso.1,0.9553653597831726
1481,site.03.subj.GB-92620004.lab.IML-01794.iso.1,0.9581862688064575
1482,site.03.subj.GB-92620043.lab.IML-01790.iso.1,0.9549844264984131
1483,site.03.subj.GB-92620080.lab.IML-01787.iso.1,0.9455915689468384
1484,site.03.subj.GB-92720070.lab.IML-01780.iso.1,0.9561902284622192
1485,site.03.subj.GB-92730094.lab.IML-01782.iso.1,0.96030592918396
1486,site.03.subj.GB-92740005.lab.IML-01783.iso.1,0.9549844264984131
1487,site.03.subj.GB-92740050.lab.IML-01841.iso.1,0.9907315969467163
1488,site.03.subj.GB-92820114.lab.IML-01791.iso.1,0.9549844264984131
1489,site.03.subj.GB-92840013.lab.IML-01775.iso.1,0.958104133605957
1490,site.03.subj.GB-92840130.lab.IML-01823.iso.1,0.9581862688064575
1491,site.03.subj.GB-92840133.lab.IML-01793.iso.1,0.023193061351776123
1492,site.03.subj.GB-92860015.lab.IML-01842.iso.1,0.9582201242446899
1493,site.03.subj.GB-92860017.lab.IML-01784.iso.1,0.9767640233039856
1494,site.03.subj.GB-92910045.lab.IML-01781.iso.1,0.9582201242446899
1495,site.03.subj.GB-92910077.lab.IML-01788.iso.1,0.01632791757583618
1496,site.03.subj.GB-92920007.lab.IML-01785.iso.1,0.9580867290496826
1497,site.03.subj.GB-92920118.lab.IML-01789.iso.1,0.9549844264984131
1498,site.03.subj.GB-92940064.lab.IML-01786.iso.1,0.9549844264984131
1499,site.03.subj.GB-92940125.lab.IML-01845.iso.1,0.9549844264984131
1500,site.03.subj.GB-92950076.lab.IML-01843.iso.1,0.976704478263855
1501,site.03.subj.GB-92960044.lab.IML-01839.iso.1,0.016431033611297607
1502,site.03.subj.GB-93060043.lab.IML-01792.iso.1,0.9549844264984131
1503,site.03.subj.GB-93110009.lab.IML-01862.iso.1,0.976704478263855
1504,site.03.subj.GB-93110012.lab.IML-01857.iso.1,0.9394183158874512
1505,site.03.subj.GB-93120084.lab.IML-01833.iso.1,0.9549844264984131
1506,site.03.subj.GB-93130001.lab.IML-01873.iso.1,0.9394183158874512
1507,site.03.subj.GB-93130006.lab.IML-01958.iso.1,0.023193061351776123
1508,site.03.subj.GB-93140026.lab.IML-01883.iso.1,0.9173665046691895
1509,site.03.subj.GB-93140038.lab.IML-01852.iso.1,0.9907315969467163
1510,site.03.subj.GB-93140098.lab.IML-01886.iso.1,0.9908113479614258
1511,site.03.subj.GB-93140102.lab.IML-01795.iso.1,0.9581862688064575
1512,site.03.subj.GB-93140103.lab.IML-01838.iso.1,0.9581862688064575
1513,site.03.subj.GB-93140104.lab.IML-01844.iso.1,0.9581862688064575
1514,site.03.subj.GB-93210092.lab.IML-01835.iso.1,0.07892552018165588
1515,site.03.subj.GB-93220001.lab.IML-01772.iso.1,0.9906589984893799
1516,site.03.subj.GB-93220041.lab.IML-01836.iso.1,0.9581607580184937
1517,site.03.subj.GB-93220065.lab.IML-01888.iso.1,0.9581862688064575
1518,site.03.subj.GB-93220128.lab.IML-01837.iso.1,0.9593844413757324
1519,site.03.subj.GB-93230025.lab.IML-01854.iso.1,0.9453388452529907
1520,site.03.subj.GB-93230049.lab.IML-01850.iso.1,0.9455915689468384
1521,site.03.subj.GB-93230096.lab.IML-01867.iso.1,0.976704478263855
1522,site.03.subj.GB-93240013.lab.IML-01959.iso.1,0.9579932689666748
1523,site.03.subj.GB-93240016.lab.IML-01875.iso.1,0.976704478263855
1524,site.03.subj.GB-93240047.lab.IML-01851.iso.1,0.9161539077758789
1525,site.03.subj.GB-93240070.lab.IML-01832.iso.1,0.9581862688064575
1526,site.03.subj.GB-93310071.lab.IML-01872.iso.1,0.9394183158874512
1527,site.03.subj.GB-93320027.lab.IML-01964.iso.1,0.990862250328064
1528,site.03.subj.GB-93320099.lab.IML-01847.iso.1,0.976704478263855
1529,site.03.subj.GB-93320123.lab.IML-01849.iso.1,0.9581862688064575
1530,site.03.subj.GB-93330011.lab.IML-01877.iso.1,0.976704478263855
1531,site.03.subj.GB-93350037.lab.IML-01876.iso.1,0.9549844264984131
1532,site.03.subj.GB-93350039.lab.IML-01859.iso.1,0.9581862688064575
1533,site.03.subj.GB-93350042.lab.IML-01848.iso.1,0.9550836682319641
1534,site.03.subj.GB-93350079.lab.IML-01846.iso.1,0.95830899477005
1535,site.03.subj.GB-93350104.lab.IML-01861.iso.1,0.976704478263855
1536,site.03.subj.GB-93350134.lab.IML-01879.iso.1,0.9549844264984131
1537,site.03.subj.GB-93350196.lab.IML-01822.iso.1,0.023193061351776123
1538,site.03.subj.GB-93360048.lab.IML-01858.iso.1,0.9581862688064575
1539,site.03.subj.GB-93410062.lab.IML-01860.iso.1,0.9585028290748596
1540,site.03.subj.GB-93430100.lab.IML-01834.iso.1,0.9549844264984131
1541,site.03.subj.GB-93430132.lab.IML-01865.iso.1,0.9581862688064575
1542,site.03.subj.GB-93440052.lab.IML-01878.iso.1,0.9549844264984131
1543,site.03.subj.GB-93450028.lab.IML-01960.iso.1,0.9581862688064575
1544,site.03.subj.GB-93460032.lab.IML-01957.iso.1,0.023193061351776123
1545,site.03.subj.GB-93520035.lab.IML-01880.iso.1,0.9173665046691895
1546,site.03.subj.GB-93520041.lab.IML-01882.iso.1,0.9581862688064575
1547,site.03.subj.GB-93520127.lab.IML-01967.iso.1,0.9549844264984131
1548,site.03.subj.GB-93530001.lab.IML-01856.iso.1,0.9455915689468384
1549,site.03.subj.GB-93530007.lab.IML-01963.iso.1,0.9581862688064575
1550,site.03.subj.GB-93530021.lab.IML-01855.iso.1,0.07366999983787537
1551,site.03.subj.GB-93530151.lab.IML-01935.iso.1,0.9549844264984131
1552,site.03.subj.GB-93530172.lab.IML-01966.iso.1,0.9549844264984131
1553,site.03.subj.GB-93530222.lab.IML-01864.iso.1,0.9586051106452942
1554,site.03.subj.GB-93550001.lab.IML-01874.iso.1,0.9581862688064575
1555,site.03.subj.GB-93550017.lab.IML-01962.iso.1,0.9581862688064575
1556,site.03.subj.GB-93610028.lab.IML-02027.iso.1,0.9906681776046753
1557,site.03.subj.GB-93610060.lab.IML-01885.iso.1,0.990862250328064
1558,site.03.subj.GB-93630025.lab.IML-02047.iso.1,0.016451328992843628
1559,site.03.subj.GB-93640069.lab.IML-01881.iso.1,0.9549844264984131
1560,site.03.subj.GB-93650096.lab.IML-01936.iso.1,0.9581862688064575
1561,site.03.subj.GB-93720004.lab.IML-01887.iso.1,0.9549844264984131
1562,site.03.subj.GB-93720071.lab.IML-02037.iso.1,0.9549844264984131
1563,site.03.subj.GB-93720103.lab.IML-01961.iso.1,0.976704478263855
1564,site.03.subj.GB-93740037.lab.IML-01884.iso.1,0.9549844264984131
1565,site.03.subj.GB-93750090.lab.IML-02026.iso.1,0.9549844264984131
1566,site.03.subj.GB-93850001.lab.IML-02035.iso.1,0.016327887773513794
1567,site.03.subj.GB-93850089.lab.IML-02036.iso.1,0.9455916881561279
1568,site.03.subj.GB-93930014.lab.IML-01917.iso.1,0.9581862688064575
1569,site.03.subj.GB-94010065.lab.IML-02028.iso.1,0.9907422065734863
1570,site.03.subj.GB-94020062.lab.IML-02032.iso.1,0.9173665046691895
1571,site.03.subj.GB-94020164.lab.IML-01980.iso.1,0.9173665046691895
1572,site.03.subj.GB-94030030.lab.IML-02025.iso.1,0.9549844264984131
1573,site.03.subj.GB-94140149.lab.IML-01922.iso.1,0.9581862688064575
1574,site.03.subj.GB-94140150.lab.IML-02029.iso.1,0.976704478263855
1575,site.03.subj.GB-94150038.lab.IML-02039.iso.1,0.9549844264984131
1576,site.03.subj.GB-94210061.lab.IML-02030.iso.1,0.9173665046691895
1577,site.03.subj.GB-94230022.lab.IML-02034.iso.1,0.9549844264984131
1578,site.03.subj.GB-94240001.lab.IML-01932.iso.1,0.9549844264984131
1579,site.03.subj.GB-94240022.lab.IML-01920.iso.1,0.958104133605957
1580,site.03.subj.GB-94240124.lab.IML-01916.iso.1,0.9581777453422546
1581,site.03.subj.GB-94240131.lab.IML-01919.iso.1,0.9582201242446899
1582,site.03.subj.GB-94250082.lab.IML-01918.iso.1,0.9549844264984131
1583,site.03.subj.GB-94320064.lab.IML-01924.iso.1,0.9581862688064575
1584,site.03.subj.GB-94320066.lab.IML-01926.iso.1,0.9907315969467163
1585,site.03.subj.GB-94320106.lab.IML-02019.iso.1,0.023231148719787598
1586,site.03.subj.GB-94330052.lab.IML-01925.iso.1,0.9581862688064575
1587,site.03.subj.GB-94340127.lab.IML-01923.iso.1,0.023193061351776123
1588,site.03.subj.GB-94350119.lab.IML-01933.iso.1,0.9468994140625
1589,site.03.subj.GB-94420012.lab.IML-01930.iso.1,0.9549844264984131
1590,site.03.subj.GB-94460011.lab.IML-01929.iso.1,0.9549844264984131
1591,site.03.subj.GB-94520001.lab.IML-01931.iso.1,0.958104133605957
1592,site.03.subj.GB-94520109.lab.IML-01928.iso.1,0.9581862688064575
1593,site.03.subj.GB-94520120.lab.IML-01927.iso.1,0.9581862688064575
1594,site.03.subj.GB-94610089.lab.IML-01934.iso.1,0.9581862688064575
1595,site.03.subj.IML-00001.lab.T129.iso.1,0.9455915689468384
1596,site.03.subj.IML-00168.lab.T8727.iso.1,0.9455915689468384
1597,site.03.subj.JPN-R2011-0061.lab.JPN-R2011-0061.iso.1,0.09299764037132263
1598,site.03.subj.JPN-R2011-0065.lab.JPN-R2011-0065.iso.1,0.9226379990577698
1599,site.03.subj.JPN-R2011-0071.lab.JPN-R2011-0071.iso.1,0.07359254360198975
1600,site.03.subj.JPN-R2012-00013.lab.03-JPN-R2012-00013.iso.1,0.10396575927734375
1601,site.03.subj.JPN-R2012-00021.lab.03-JPN-R2012-0021.iso.1,0.9392678737640381
1602,site.03.subj.JPN-R2012-0005.lab.03-JPN-R2012-0005.iso.1,0.008504778146743774
1603,site.03.subj.JPN-R2012-0006.lab.03-JPN-R2012-0006.iso.1,0.10311836004257202
1604,site.03.subj.JPN-R2012-0009.lab.03-JPN-R2012-0009.iso.1,0.09249109029769897
1605,site.03.subj.JPN-R2012-0011.lab.JPN-R2012-0011.iso.1,0.09247583150863647
1606,site.03.subj.JPN-R2012-0023.lab.JPN-R2012-0023.iso.1,0.9581862688064575
1607,site.03.subj.JPN-R2012-0031.lab.JPN-R2012-0031.iso.1,0.3675175905227661
1608,site.03.subj.JPN-R2012-0044.lab.JPN-R2012-0044.iso.1,0.3408113718032837
1609,site.03.subj.JPN-R2012-0045.lab.JPN-R2012-0045.iso.1,0.06655535101890564
1610,site.03.subj.JPN-R2012-0080.lab.JPN-R2012-0080.iso.1,0.09264406561851501
1611,site.03.subj.JPN-R2012-0082.lab.JPN-R2012-0082.iso.1,0.30962514877319336
1612,site.03.subj.JPN-R2012-0086.lab.JPN-R2012-0086.iso.1,0.33900323510169983
1613,site.03.subj.JPN-R2012-0087.lab.JPN-R2012-0087.iso.1,0.03587055206298828
1614,site.03.subj.JPN-R2012-0088.lab.JPN-R2012-0088.iso.1,0.009038150310516357
1615,site.03.subj.JPN-R2012-0089.lab.JPN-R2012-0089.iso.1,0.08882910013198853
1616,site.03.subj.JPN-R2013-0092.lab.JPN-R2013-0092.iso.1,0.06002575159072876
1617,site.03.subj.JPN-R2013-0095.lab.JPN-R2013-0095.iso.1,0.1340382993221283
1618,site.03.subj.JPN-R2013-0099.lab.JPN-R2013-0099.iso.1,0.04053950309753418
1619,site.03.subj.JPN-R2014-0104.lab.03-JPN-R2014-0104.iso.1,0.07359254360198975
1620,site.03.subj.JPN-R2014-0110.lab.03-JPN-R2014-0110.iso.1,0.07331782579421997
1621,site.03.subj.JPN-R2014-0111.lab.03-JPN-R2014-0111.iso.1,0.9226379990577698
1622,site.03.subj.JPN-R2014-0113.lab.JPN-R2014-0113.iso.1,0.09300416707992554
1623,site.03.subj.KGZ-1264-2018.lab.1264-2018.iso.1,0.022799313068389893
1624,site.03.subj.KGZ-13412-2018.lab.13412-2018.iso.1,0.023193061351776123
1625,site.03.subj.KGZ-13420-2018.lab.13420-2018.iso.1,0.023193061351776123
1626,site.03.subj.KGZ-15335-2018.lab.IML-00584.iso.1,0.9549844264984131
1627,site.03.subj.KGZ-15516-2018.lab.15516-2018.iso.1,0.023193061351776123
1628,site.03.subj.KGZ-3244-2018.lab.3244-2018.iso.1,0.07179796695709229
1629,site.03.subj.KGZ-3280-2018.lab.3280-2018.iso.1,0.023193061351776123
1630,site.03.subj.KGZ-3588-2018.lab.3588-2018.iso.1,0.023193031549453735
1631,site.03.subj.KGZ-4578-2018.lab.4578-2018.iso.1,0.014894366264343262
1632,site.03.subj.KGZ-4903-2018.lab.4903-2018.iso.1,0.023193061351776123
1633,site.03.subj.KGZ-5296-2018.lab.5296-2018.iso.1,0.023193061351776123
1634,site.03.subj.KGZ-5607-2018.lab.5607-2018.iso.1,0.023193061351776123
1635,site.03.subj.KGZ-5608-2018.lab.5608-2018.iso.1,0.0124703049659729
1636,site.03.subj.KGZ-5747-2018.lab.5747-2018.iso.1,0.9449242353439331
1637,site.03.subj.KGZ-5952-2018.lab.5952-2018.iso.1,0.023193061351776123
1638,site.03.subj.KGZ-6423-2018.lab.6423-2018.iso.1,0.023193061351776123
1639,site.03.subj.KGZ-6505-2018.lab.6505-2018.iso.1,0.008511841297149658
1640,site.03.subj.KGZ-6527-2018.lab.6527-2018.iso.1,0.009666293859481812
1641,site.03.subj.KGZ-6576-2018.lab.6576-2018.iso.1,0.9449242353439331
1642,site.03.subj.KGZ-6711-2018.lab.6711-2018.iso.1,0.023193061351776123
1643,site.03.subj.KGZ-6834-2018.lab.6834-2018.iso.1,0.023193061351776123
1644,site.03.subj.KGZ-7080-2018.lab.7080-2018.iso.1,0.0124703049659729
1645,site.03.subj.KGZ-7162-2018.lab.7162-2018.iso.1,0.0124703049659729
1646,site.03.subj.KGZ-7919-2018.lab.7919-2018.iso.1,0.023193061351776123
1647,site.03.subj.KYRG-1101.lab.IML-02070.iso.1,0.02002197504043579
1648,site.03.subj.OBR-11729-16.lab.11729-16.iso.1,0.023193061351776123
1649,site.03.subj.ROB-75272-18.lab.75272-18.iso.1,0.020584672689437866
1650,site.03.subj.T1005.lab.T1005.iso.1,0.02002197504043579
1651,site.03.subj.T1010.lab.IML-00008.iso.1,0.023193061351776123
1652,site.03.subj.T1012.lab.IML-00009.iso.1,0.9394183158874512
1653,site.03.subj.T1037.lab.T1037.iso.1,0.02002197504043579
1654,site.03.subj.T1059.lab.IML-00010.iso.1,0.02002197504043579
1655,site.03.subj.T1069.lab.T1069.iso.1,0.9581862688064575
1656,site.03.subj.T1176.lab.IML-00011.iso.1,0.9455915689468384
1657,site.03.subj.T1189.lab.T1189.iso.1,0.01649603247642517
1658,site.03.subj.T1246.lab.IML-00013.iso.1,0.023193061351776123
1659,site.03.subj.T1271.lab.IML-00014.iso.1,0.9581862688064575
1660,site.03.subj.T1399.lab.T1399.iso.1,0.02002197504043579
1661,site.03.subj.T1402.lab.IML-00017.iso.1,0.023193061351776123
1662,site.03.subj.T1409.lab.IML-00019.iso.1,0.9581862688064575
1663,site.03.subj.T1442.lab.IML-00020.iso.1,0.023193031549453735
1664,site.03.subj.T1454.lab.IML-00022.iso.1,0.9455915689468384
1665,site.03.subj.T1567.lab.IML-00024.iso.1,0.9455915689468384
1666,site.03.subj.T1607.lab.IML-00025.iso.1,0.023193061351776123
1667,site.03.subj.T1613.lab.IML-00026.iso.1,0.023193061351776123
1668,site.03.subj.T164.lab.T164.iso.1,0.023193061351776123
1669,site.03.subj.T1695.lab.IML-00027.iso.1,0.9455915689468384
1670,site.03.subj.T1706.lab.IML-00028.iso.1,0.9455915689468384
1671,site.03.subj.T1844.lab.IML-00030.iso.1,0.023193061351776123
1672,site.03.subj.T1851.lab.IML-00031.iso.1,0.023193061351776123
1673,site.03.subj.T1978.lab.IML-00033.iso.1,0.023193061351776123
1674,site.03.subj.T1992.lab.IML-00034.iso.1,0.016451328992843628
1675,site.03.subj.T2100.lab.IML-00035.iso.1,0.019966036081314087
1676,site.03.subj.T2101.lab.IML-00036.iso.1,0.023193061351776123
1677,site.03.subj.T2243.lab.IML-00038.iso.1,0.9581862688064575
1678,site.03.subj.T2245.lab.IML-00039.iso.1,0.023193061351776123
1679,site.03.subj.T2266.lab.IML-00040.iso.1,0.9549844264984131
1680,site.03.subj.T231.lab.T231.iso.1,0.023193061351776123
1681,site.03.subj.T232.lab.T232.iso.1,0.023193061351776123
1682,site.03.subj.T2440.lab.IML-00042.iso.1,0.014894366264343262
1683,site.03.subj.T2447.lab.IML-00043.iso.1,0.9581749439239502
1684,site.03.subj.T2456.lab.IML-00044.iso.1,0.9455915689468384
1685,site.03.subj.T2531.lab.IML-00045.iso.1,0.023193061351776123
1686,site.03.subj.T2561.lab.IML-00046.iso.1,0.9581176042556763
1687,site.03.subj.T2976.lab.IML-00048.iso.1,0.023193061351776123
1688,site.03.subj.T298.lab.T298.iso.1,0.02002197504043579
1689,site.03.subj.T3006.lab.IML-00050.iso.1,0.023193061351776123
1690,site.03.subj.T359.lab.IML-00003.iso.1,0.9455915689468384
1691,site.03.subj.T3598.lab.IML-00051.iso.1,0.9581862688064575
1692,site.03.subj.T3604.lab.IML-00052.iso.1,0.023193061351776123
1693,site.03.subj.T3619.lab.IML-00053.iso.1,0.023193061351776123
1694,site.03.subj.T3908.lab.IML-00054.iso.1,0.9455916881561279
1695,site.03.subj.T4065.lab.IML-00055.iso.1,0.013275086879730225
1696,site.03.subj.T4445.lab.IML-00057.iso.1,0.01649603247642517
1697,site.03.subj.T4475.lab.IML-00058.iso.1,0.023193061351776123
1698,site.03.subj.T4481.lab.IML-00059.iso.1,0.023193061351776123
1699,site.03.subj.T4486.lab.IML-00060.iso.1,0.023193061351776123
1700,site.03.subj.T4487.lab.IML-00061.iso.1,0.012961745262145996
1701,site.03.subj.T4666.lab.IML-00062.iso.1,0.023193061351776123
1702,site.03.subj.T4683.lab.IML-00063.iso.1,0.023193061351776123
1703,site.03.subj.T4759.lab.IML-00064.iso.1,0.9581862688064575
1704,site.03.subj.T4766.lab.IML-00065.iso.1,0.023193061351776123
1705,site.03.subj.T4939.lab.IML-00066.iso.1,0.023193061351776123
1706,site.03.subj.T4951.lab.IML-00067.iso.1,0.9455915689468384
1707,site.03.subj.T4965.lab.IML-00068.iso.1,0.9455915689468384
1708,site.03.subj.T5.lab.T5.iso.1,0.023193061351776123
1709,site.03.subj.T5279.lab.IML-00069.iso.1,0.023336172103881836
1710,site.03.subj.T5336.lab.IML-00070.iso.1,0.9453570246696472
1711,site.03.subj.T5339.lab.IML-00071.iso.1,0.9581862688064575
1712,site.03.subj.T5342.lab.IML-00072.iso.1,0.023193061351776123
