,Isolate,KANAMYCIN
112,site.06.subj.MHL_0143-14.lab.06MIL0073.iso.1,0.865653395652771
113,site.06.subj.JHL_1344-15-R.lab.06MIL0070.iso.1,0.856346845626831
114,site.06.subj.SSM_0109-14.lab.06MIL0066.iso.1,0.8606927990913391
115,site.06.subj.MHL_1323-15-R.lab.06MIL0060.iso.1,0.8562360405921936
116,site.06.subj.RLH_0237-14.lab.06MIL0052.iso.1,0.856530487537384
117,site.06.subj.MHL_0146-14.lab.06MIL0051.iso.1,0.856346845626831
118,site.06.subj.MHL_0142-14.lab.06MIL0050.iso.1,0.856346845626831
119,site.06.subj.MHL_0135-14.lab.06MIL0048.iso.1,0.856346845626831
120,site.06.subj.ATH_0057-14.lab.06MIL0042.iso.1,0.856346845626831
121,site.06.subj.SSM_0108-R.lab.06MIL0040.iso.1,0.856346845626831
122,site.06.subj.SSM_0095-R.lab.06MIL0032.iso.1,0.856346845626831
123,site.06.subj.RLH_0091-15R.lab.06MIL0030.iso.1,0.857761025428772
124,site.06.subj.RLH_0232-14.lab.06MIL0009.iso.1,0.856346845626831
125,site.06.subj.RLH_0234-14.lab.06MIL0008.iso.1,0.5478845238685608
126,site.06.subj.SSM_0043-R.lab.06MIL0007.iso.1,0.856346845626831
127,site.06.subj.MHL_0130-14.lab.06MIL0005.iso.1,0.8559131622314453
128,site.02.subj.0002.lab.2014222005.iso.1,0.856346845626831
129,site.02.subj.0004.lab.2014222010.iso.1,0.856346845626831
130,site.02.subj.0005.lab.2014222011.iso.1,0.856346845626831
131,site.02.subj.0006.lab.2014222013.iso.1,0.856346845626831
132,site.02.subj.0007.lab.2014222016.iso.1,0.856346845626831
133,site.02.subj.0008.lab.2014222017.iso.1,0.8564247488975525
134,site.02.subj.0009.lab.2014222037.iso.1,0.856346845626831
135,site.02.subj.0011.lab.2014222046.iso.1,0.856346845626831
136,site.02.subj.0012.lab.2014222053.iso.1,0.856346845626831
137,site.02.subj.0013.lab.2014222055.iso.1,0.856346845626831
138,site.02.subj.0015.lab.2014231003.iso.1,0.856346845626831
139,site.02.subj.0016.lab.2014231005.iso.1,0.856346845626831
140,site.02.subj.0017.lab.2014231009.iso.1,0.8564842939376831
141,site.02.subj.0018.lab.2014231011.iso.1,0.856346845626831
142,site.02.subj.0019.lab.2014231015.iso.1,0.856346845626831
143,site.02.subj.0021.lab.2014232001.iso.1,0.8603881001472473
144,site.02.subj.0022.lab.2014232005.iso.1,0.856346845626831
145,site.02.subj.0024.lab.2014232009.iso.1,0.856346845626831
146,site.02.subj.0025.lab.2014232010.iso.1,0.865653395652771
147,site.02.subj.0026.lab.2014233007.iso.1,0.856346845626831
148,site.02.subj.0028.lab.2014233011.iso.1,0.856346845626831
149,site.02.subj.0029.lab.2014233012.iso.1,0.856346845626831
150,site.02.subj.0031.lab.2014234024.iso.1,0.856346845626831
151,site.02.subj.0032.lab.2014234059.iso.1,0.856346845626831
152,site.02.subj.0033.lab.2014235050.iso.1,0.856346845626831
153,site.02.subj.0036.lab.2014222006.iso.1,0.856346845626831
154,site.02.subj.0037.lab.2014251029.iso.1,0.856346845626831
155,site.02.subj.0038.lab.2015235078.iso.1,0.856346845626831
156,site.02.subj.0040.lab.2015235180.iso.1,0.856346845626831
157,site.02.subj.0041.lab.2015235168.iso.1,0.8772202134132385
158,site.02.subj.0042.lab.2015231006.iso.1,0.856346845626831
159,site.02.subj.0043.lab.2015231007.iso.1,0.856346845626831
160,site.02.subj.0044.lab.2015231009.iso.1,0.856346845626831
161,site.02.subj.0046.lab.2015231016.iso.1,0.865653395652771
162,site.02.subj.0047.lab.2015231017.iso.1,0.856346845626831
163,site.02.subj.0049.lab.2015232027.iso.1,0.856346845626831
164,site.02.subj.0050.lab.2015232028.iso.1,0.856346845626831
165,site.02.subj.0051.lab.22A001.iso.1,0.856346845626831
166,site.02.subj.0053.lab.22A003.iso.1,0.015585541725158691
167,site.02.subj.0054.lab.22A004.iso.1,0.8518756031990051
168,site.02.subj.0055.lab.22A005.iso.1,0.015585541725158691
169,site.02.subj.0056.lab.22A006.iso.1,0.856346845626831
170,site.02.subj.0057.lab.22A007.iso.1,0.856346845626831
171,site.02.subj.0058.lab.22A008.iso.1,0.856346845626831
172,site.02.subj.0059.lab.22A009.iso.1,0.856346845626831
173,site.02.subj.0061.lab.22A011.iso.1,0.856346845626831
174,site.02.subj.0062.lab.22A012.iso.1,0.856346845626831
175,site.02.subj.0063.lab.22A013.iso.1,0.856346845626831
176,site.02.subj.0064.lab.22A014.iso.1,0.856670618057251
177,site.02.subj.0065.lab.22A015.iso.1,0.856346845626831
178,site.02.subj.0066.lab.22A016.iso.1,0.8563992381095886
179,site.02.subj.0067.lab.22A017.iso.1,0.856346845626831
180,site.02.subj.0068.lab.22A018.iso.1,0.8593363761901855
181,site.02.subj.0069.lab.22A019.iso.1,0.856670618057251
182,site.02.subj.0071.lab.22A022.iso.1,0.5478845238685608
183,site.02.subj.0072.lab.22A023.iso.1,0.8593363761901855
184,site.02.subj.0073.lab.22A025.iso.1,0.856346845626831
185,site.02.subj.0074.lab.22A026.iso.1,0.8568823337554932
186,site.02.subj.0075.lab.22A027.iso.1,0.856346845626831
187,site.02.subj.0076.lab.22A028.iso.1,0.856346845626831
188,site.02.subj.0077.lab.22A029.iso.1,0.015585541725158691
189,site.02.subj.0078.lab.22A030.iso.1,0.856346845626831
190,site.02.subj.0079.lab.22A031.iso.1,0.015595197677612305
191,site.02.subj.0080.lab.22A020.iso.1,0.015585541725158691
192,site.02.subj.0081.lab.22A032.iso.1,0.015585541725158691
193,site.02.subj.0082.lab.22A033.iso.1,0.8593363761901855
194,site.02.subj.0083.lab.22A034.iso.1,0.8593363761901855
195,site.02.subj.0084.lab.22A035.iso.1,0.856346845626831
196,site.02.subj.0085.lab.22A036.iso.1,0.856346845626831
197,site.02.subj.0086.lab.22A038.iso.1,0.856346845626831
198,site.02.subj.0087.lab.22A039.iso.1,0.855724573135376
199,site.02.subj.0088.lab.22A040.iso.1,0.856346845626831
200,site.02.subj.0090.lab.22A042.iso.1,0.8564826250076294
201,site.02.subj.0091.lab.22A043.iso.1,0.856346845626831
202,site.02.subj.0093.lab.22A045.iso.1,0.8564490079879761
203,site.02.subj.0094.lab.22A046.iso.1,0.8564295172691345
204,site.02.subj.0095.lab.22A047.iso.1,0.8565700054168701
205,site.02.subj.0096.lab.22A048.iso.1,0.8593363761901855
206,site.02.subj.0097.lab.22A049.iso.1,0.015585541725158691
207,site.02.subj.0099.lab.22A051.iso.1,0.856346845626831
208,site.02.subj.0100.lab.22A052.iso.1,0.5478845238685608
209,site.02.subj.0101.lab.22A054.iso.1,0.856346845626831
210,site.02.subj.0102.lab.22A055.iso.1,0.856346845626831
211,site.02.subj.0103.lab.22A056.iso.1,0.8593363761901855
212,site.02.subj.0104.lab.22A057.iso.1,0.8563992381095886
213,site.02.subj.0105.lab.22A058.iso.1,0.856346845626831
214,site.02.subj.0106.lab.22A060.iso.1,0.8563992381095886
215,site.02.subj.0107.lab.22A061.iso.1,0.856346845626831
216,site.02.subj.0108.lab.22A062.iso.1,0.856346845626831
217,site.02.subj.0110.lab.22A064.iso.1,0.856346845626831
218,site.02.subj.0111.lab.22A065.iso.1,0.856346845626831
219,site.02.subj.0112.lab.22A066.iso.1,0.856346845626831
220,site.02.subj.0113.lab.22A067.iso.1,0.856387197971344
221,site.02.subj.0114.lab.22A068.iso.1,0.856346845626831
222,site.02.subj.0115.lab.22A069.iso.1,0.856738805770874
223,site.02.subj.0116.lab.22A070.iso.1,0.856346845626831
224,site.02.subj.0117.lab.22A071.iso.1,0.015585541725158691
225,site.02.subj.0118.lab.22A072.iso.1,0.8745085000991821
226,site.02.subj.0119.lab.22A073.iso.1,0.856346845626831
227,site.02.subj.0121.lab.22A075.iso.1,0.856346845626831
228,site.02.subj.0122.lab.22A076.iso.1,0.856346845626831
229,site.02.subj.0123.lab.22A077.iso.1,0.8558918237686157
230,site.02.subj.0124.lab.22A078.iso.1,0.856346845626831
231,site.02.subj.0125.lab.22A079.iso.1,0.856346845626831
232,site.02.subj.0126.lab.22A080.iso.1,0.8558350801467896
233,site.02.subj.0127.lab.22A082.iso.1,0.015585541725158691
234,site.02.subj.0129.lab.22A084.iso.1,0.856346845626831
235,site.02.subj.0130.lab.22A085.iso.1,0.856346845626831
236,site.02.subj.0131.lab.22A086.iso.1,0.856346845626831
237,site.02.subj.0132.lab.22A087.iso.1,0.8563992381095886
238,site.02.subj.0133.lab.22A088.iso.1,0.856346845626831
239,site.02.subj.0134.lab.22A089.iso.1,0.015602350234985352
240,site.02.subj.0135.lab.22A090.iso.1,0.015585541725158691
241,site.02.subj.0136.lab.22A091.iso.1,0.856346845626831
242,site.02.subj.0138.lab.22A094.iso.1,0.8593363761901855
243,site.02.subj.0139.lab.22A095.iso.1,0.856346845626831
244,site.02.subj.0141.lab.2013232142.iso.1,0.5478845238685608
245,site.02.subj.0143.lab.2013232134.iso.1,0.856346845626831
246,site.02.subj.0145.lab.2013232124.iso.1,0.856346845626831
247,site.02.subj.0146.lab.2013232121.iso.1,0.856346845626831
248,site.02.subj.0147.lab.2013232118.iso.1,0.856346845626831
249,site.02.subj.0148.lab.2013232067.iso.1,0.8563419580459595
250,site.02.subj.0149.lab.2013232062.iso.1,0.856346845626831
251,site.02.subj.0150.lab.2013232061.iso.1,0.856346845626831
252,site.02.subj.0151.lab.2013232055.iso.1,0.856346845626831
253,site.02.subj.0152.lab.2013232054.iso.1,0.8564178943634033
254,site.02.subj.0154.lab.2013232052.iso.1,0.856346845626831
255,site.02.subj.0155.lab.2013232045.iso.1,0.8559985160827637
256,site.02.subj.0156.lab.2013232044.iso.1,0.8559985160827637
257,site.02.subj.0157.lab.2013232029.iso.1,0.856346845626831
258,site.02.subj.0158.lab.2013232028.iso.1,0.856346845626831
259,site.02.subj.0159.lab.2013232027.iso.1,0.856346845626831
260,site.02.subj.0161.lab.2013232021.iso.1,0.856346845626831
261,site.02.subj.0162.lab.2013232019.iso.1,0.8561395406723022
262,site.02.subj.0163.lab.2013232018.iso.1,0.856346845626831
263,site.02.subj.0164.lab.2013232013.iso.1,0.856346845626831
264,site.02.subj.0167.lab.2013232005.iso.1,0.856346845626831
265,site.02.subj.0168.lab.2013232003.iso.1,0.5478845238685608
266,site.02.subj.0169.lab.2013232002.iso.1,0.8556984663009644
267,site.02.subj.0170.lab.2013232001.iso.1,0.856346845626831
268,site.02.subj.0171.lab.2013231104.iso.1,0.856346845626831
269,site.02.subj.0172.lab.2013231099.iso.1,0.8544977307319641
270,site.02.subj.0173.lab.2013231098.iso.1,0.856346845626831
271,site.02.subj.0174.lab.2013231094.iso.1,0.856346845626831
272,site.02.subj.0175.lab.2013231090.iso.1,0.856346845626831
273,site.02.subj.0176.lab.2013231083.iso.1,0.856346845626831
274,site.02.subj.0177.lab.2013231075.iso.1,0.856346845626831
275,site.02.subj.0178.lab.2013231063.iso.1,0.874954342842102
276,site.02.subj.0179.lab.2013231058.iso.1,0.856346845626831
277,site.02.subj.0180.lab.2013231057.iso.1,0.8573219776153564
278,site.02.subj.0181.lab.2013231055.iso.1,0.865653395652771
279,site.02.subj.0182.lab.2013222341.iso.1,0.5478845238685608
280,site.02.subj.0183.lab.2013222280.iso.1,0.856346845626831
281,site.02.subj.0184.lab.2013222270.iso.1,0.865653395652771
282,site.02.subj.0185.lab.2013222238.iso.1,0.856346845626831
283,site.02.subj.0186.lab.2013222215.iso.1,0.856346845626831
284,site.02.subj.0187.lab.2013222155.iso.1,0.856346845626831
285,site.02.subj.0188.lab.2013222133.iso.1,0.05120199918746948
286,site.02.subj.0189.lab.2013222096.iso.1,0.856346845626831
287,site.02.subj.0190.lab.2013222078.iso.1,0.856286346912384
288,site.02.subj.0191.lab.2013221431.iso.1,0.856346845626831
289,site.02.subj.0192.lab.2013221395.iso.1,0.8566012978553772
290,site.02.subj.0193.lab.2013221353.iso.1,0.856346845626831
291,site.02.subj.0194.lab.2013221351.iso.1,0.856346845626831
292,site.02.subj.0196.lab.2013221243.iso.1,0.856346845626831
293,site.02.subj.0197.lab.2013221241.iso.1,0.856346845626831
294,site.02.subj.0199.lab.2013221219.iso.1,0.856346845626831
295,site.02.subj.0200.lab.2013221211.iso.1,0.856346845626831
296,site.02.subj.0201.lab.2013221209.iso.1,0.856346845626831
297,site.02.subj.0202.lab.2013221188.iso.1,0.8563992381095886
298,site.02.subj.0203.lab.2013221187.iso.1,0.856346845626831
299,site.02.subj.0204.lab.2013221178.iso.1,0.856346845626831
300,site.02.subj.0205.lab.2013221173.iso.1,0.856346845626831
301,site.02.subj.0206.lab.2013221166.iso.1,0.8563611507415771
302,site.02.subj.0207.lab.2013221161.iso.1,0.856346845626831
303,site.02.subj.0208.lab.2013221157.iso.1,0.8565984964370728
304,site.02.subj.0209.lab.2013221153.iso.1,0.856346845626831
305,site.02.subj.0210.lab.2013221151.iso.1,0.856346845626831
306,site.02.subj.0211.lab.2013221149.iso.1,0.856346845626831
307,site.02.subj.0212.lab.2013221142.iso.1,0.8564469814300537
308,site.02.subj.0213.lab.2013221136.iso.1,0.856346845626831
309,site.02.subj.0214.lab.2013221123.iso.1,0.856346845626831
310,site.02.subj.0215.lab.2013221122.iso.1,0.856346845626831
311,site.02.subj.0216.lab.2013221117.iso.1,0.8566012978553772
312,site.02.subj.0217.lab.2013221116.iso.1,0.856346845626831
313,site.02.subj.0219.lab.2013221106.iso.1,0.856346845626831
314,site.02.subj.0221.lab.2013221098.iso.1,0.856346845626831
315,site.02.subj.0222.lab.2013221091.iso.1,0.856346845626831
316,site.02.subj.0225.lab.2013221077.iso.1,0.856346845626831
317,site.02.subj.0226.lab.2013221072.iso.1,0.856346845626831
318,site.02.subj.0227.lab.2013221071.iso.1,0.856346845626831
319,site.02.subj.0228.lab.2013221068.iso.1,0.856346845626831
320,site.02.subj.0229.lab.2013221036.iso.1,0.856346845626831
321,site.02.subj.0230.lab.2013221029.iso.1,0.856346845626831
322,site.02.subj.0231.lab.2013221022.iso.1,0.856346845626831
323,site.02.subj.0232.lab.2013221017.iso.1,0.856346845626831
324,site.02.subj.0234.lab.2013221013.iso.1,0.856346845626831
325,site.02.subj.0235.lab.2013221009.iso.1,0.856346845626831
326,site.02.subj.0236.lab.2013221007.iso.1,0.8564214706420898
327,site.02.subj.0237.lab.2013221005.iso.1,0.8560305833816528
328,site.02.subj.0238.lab.2013201033.iso.1,0.05115765333175659
329,site.02.subj.0239.lab.2013241004.iso.1,0.856346845626831
330,site.02.subj.0240.lab.2013241104.iso.1,0.856346845626831
331,site.02.subj.0241.lab.2013241113.iso.1,0.856346845626831
332,site.02.subj.0244.lab.2013241140.iso.1,0.856346845626831
333,site.02.subj.0245.lab.2013241146.iso.1,0.856346845626831
334,site.02.subj.0246.lab.2013241147.iso.1,0.8559979200363159
335,site.02.subj.0247.lab.2013241149.iso.1,0.856346845626831
336,site.02.subj.0248.lab.2013241158.iso.1,0.856346845626831
337,site.02.subj.0249.lab.2103241181.iso.1,0.856346845626831
338,site.02.subj.0250.lab.2013241183.iso.1,0.8561195135116577
339,site.02.subj.0251.lab.2013241190.iso.1,0.856346845626831
340,site.02.subj.0252.lab.2013241197.iso.1,0.856346845626831
341,site.02.subj.0253.lab.2013241261.iso.1,0.856346845626831
342,site.02.subj.0254.lab.2013241270.iso.1,0.856346845626831
343,site.02.subj.0255.lab.2013232008.iso.1,0.856346845626831
344,site.02.subj.0256.lab.2013232012.iso.1,0.856346845626831
345,site.02.subj.0257.lab.2013232046.iso.1,0.8559985160827637
346,site.02.subj.0258.lab.2013241201.iso.1,0.856346845626831
347,site.02.subj.0259.lab.2013241214.iso.1,0.856346845626831
348,site.02.subj.0260.lab.2013241217.iso.1,0.8569364547729492
349,site.02.subj.0261.lab.2013241219.iso.1,0.856346845626831
350,site.02.subj.0262.lab.2013241223.iso.1,0.856346845626831
351,site.02.subj.0263.lab.2013241234.iso.1,0.856346845626831
352,site.02.subj.0264.lab.2013241237.iso.1,0.8566412329673767
353,site.02.subj.0265.lab.2013241256.iso.1,0.856346845626831
354,site.02.subj.0266.lab.2013241257.iso.1,0.856346845626831
355,site.02.subj.0268.lab.2014232011.iso.1,0.856346845626831
356,site.02.subj.0269.lab.2014232012.iso.1,0.8570461273193359
357,site.02.subj.0271.lab.2014232014.iso.1,0.856346845626831
358,site.02.subj.0272.lab.2014232015.iso.1,0.856346845626831
359,site.02.subj.0273.lab.2014233003.iso.1,0.856346845626831
360,site.02.subj.0274.lab.2014233004.iso.1,0.856346845626831
361,site.02.subj.0279.lab.2014234027.iso.1,0.856346845626831
362,site.02.subj.0280.lab.2014234028.iso.1,0.856346845626831
363,site.02.subj.0283.lab.2014235015.iso.1,0.856346845626831
364,site.02.subj.0284.lab.2014235018.iso.1,0.856346845626831
365,site.02.subj.0285.lab.2014235023.iso.1,0.856346845626831
366,site.02.subj.0287.lab.2014235026.iso.1,0.856346845626831
367,site.02.subj.0288.lab.2014235031.iso.1,0.856346845626831
368,site.02.subj.0289.lab.2014235036.iso.1,0.856346845626831
369,site.02.subj.0290.lab.2014235037.iso.1,0.856346845626831
370,site.02.subj.0291.lab.2014235040.iso.1,0.8564026355743408
371,site.02.subj.0292.lab.2014235041.iso.1,0.856346845626831
372,site.02.subj.0294.lab.2014235045.iso.1,0.856346845626831
373,site.02.subj.0297.lab.2014235072.iso.1,0.856346845626831
374,site.02.subj.0298.lab.2014235082.iso.1,0.856346845626831
375,site.02.subj.0299.lab.2014235084.iso.1,0.8568729162216187
376,site.02.subj.0300.lab.2014235098.iso.1,0.8562837243080139
377,site.02.subj.0301.lab.2014235099.iso.1,0.856346845626831
378,site.02.subj.0302.lab.2014235100.iso.1,0.8564157485961914
379,site.02.subj.0304.lab.2015235176.iso.1,0.8565382361412048
380,site.02.subj.0306.lab.2015231001.iso.1,0.856346845626831
381,site.02.subj.0307.lab.2015232032.iso.1,0.856346845626831
382,site.02.subj.0311.lab.2015232077.iso.1,0.856346845626831
383,site.02.subj.0314.lab.2015233007.iso.1,0.8563517332077026
384,site.02.subj.0315.lab.2015234018.iso.1,0.856346845626831
385,site.02.subj.0316.lab.2015234024.iso.1,0.856346845626831
386,site.02.subj.0317.lab.2015234025.iso.1,0.856346845626831
387,site.02.subj.0318.lab.2015234027.iso.1,0.856346845626831
388,site.02.subj.0319.lab.2015234033.iso.1,0.856346845626831
389,site.02.subj.0320.lab.2015234037.iso.1,0.8572801947593689
390,site.02.subj.0321.lab.2015234038.iso.1,0.856346845626831
