,Isolate,RIFAMPICIN
1193,site.03.subj.GB-83040076.lab.83040076.iso.1,0.9111523628234863
1194,site.03.subj.GB-83040086.lab.83040086.iso.1,0.9689797163009644
1195,site.03.subj.GB-83040121.lab.83040121.iso.1,0.9878294467926025
1196,site.03.subj.GB-83040125.lab.BG-83040125.iso.1,0.9111523628234863
1197,site.03.subj.GB-83120058.lab.83120058.iso.1,0.9316017031669617
1198,site.03.subj.GB-83120079.lab.83120079.iso.1,0.9689503908157349
1199,site.03.subj.GB-83130038.lab.83130038.iso.1,0.8639802932739258
1200,site.03.subj.GB-83130078.lab.83130078.iso.1,0.9316017031669617
1201,site.03.subj.GB-83130107.lab.83130107.iso.1,0.9111523628234863
1202,site.03.subj.GB-83140053.lab.83140053.iso.1,0.9316017031669617
1203,site.03.subj.GB-83140059.lab.83140059.iso.1,0.9320093393325806
1204,site.03.subj.GB-83140083.lab.83140083.iso.1,0.9111523628234863
1205,site.03.subj.GB-83140118.lab.83140118.iso.1,0.9689503908157349
1206,site.03.subj.GB-83210018.lab.83210018.iso.1,0.9316017031669617
1207,site.03.subj.GB-83210078.lab.83210078.iso.1,0.9316505193710327
1208,site.03.subj.GB-832200133.lab.832200133.iso.1,0.9316017031669617
1209,site.03.subj.GB-83220123.lab.GB-83220123.iso.1,0.01814320683479309
1210,site.03.subj.GB-83220129.lab.83220129.iso.1,0.9316017031669617
1211,site.03.subj.GB-83220131.lab.83220131.iso.1,0.9689503908157349
1212,site.03.subj.GB-83230006.lab.83230006.iso.1,0.9321218729019165
1213,site.03.subj.GB-83230008.lab.83230008.iso.1,0.9321218729019165
1214,site.03.subj.GB-83230086.lab.GB-83230086.iso.1,0.9327256679534912
1215,site.03.subj.GB-83230131.lab.83230131.iso.1,0.9111523628234863
1216,site.03.subj.GB-83240001.lab.83240001.iso.1,0.932172954082489
1217,site.03.subj.GB-83240055.lab.GB-83240055.iso.1,0.9322271347045898
1218,site.03.subj.GB-83240060.lab.GB-83240060.iso.1,0.9371637105941772
1219,site.03.subj.GB-83250007.lab.83250007.iso.1,0.9316017031669617
1220,site.03.subj.GB-83260035.lab.83260035.iso.1,0.9315794706344604
1221,site.03.subj.GB-83260036.lab.83260036.iso.1,0.9111523628234863
1222,site.03.subj.GB-83310031.lab.83310031.iso.1,0.9316017031669617
1223,site.03.subj.GB-83320067.lab.83320067.iso.1,0.9320093393325806
1224,site.03.subj.GB-83340002.lab.83340002.iso.1,0.9689503908157349
1225,site.03.subj.GB-83340034.lab.83340034.iso.1,0.8639802932739258
1226,site.03.subj.GB-83340053.lab.83340053.iso.1,0.9689503908157349
1227,site.03.subj.GB-83340057.lab.GB-83340057.iso.1,0.9222992658615112
1228,site.03.subj.GB-83350064.lab.83350064.iso.1,0.9114208817481995
1229,site.03.subj.GB-83350073.lab.83350073.iso.1,0.9111523628234863
1230,site.03.subj.GB-83360003.lab.83360003.iso.1,0.9316017031669617
1231,site.03.subj.GB-83360004.lab.83360004.iso.1,0.9381235241889954
1232,site.03.subj.GB-83410084.lab.GB-83410084.iso.1,0.9316017031669617
1233,site.03.subj.GB-83420030.lab.83420030.iso.1,0.9371637105941772
1234,site.03.subj.GB-83420081.lab.GB-83420081.iso.1,0.9114208817481995
1235,site.03.subj.GB-83420097.lab.83420097.iso.1,0.9316017031669617
1236,site.03.subj.GB-83420116.lab.GB-83420116.iso.1,0.9689503908157349
1237,site.03.subj.GB-83450017.lab.83450017.iso.1,0.9111523628234863
1238,site.03.subj.GB-83450040.lab.83450040.iso.1,0.9111523628234863
1239,site.03.subj.GB-83450045.lab.83450045.iso.1,0.9371637105941772
1240,site.03.subj.GB-83510009.lab.GB-83510009.iso.1,0.9690093994140625
1241,site.03.subj.GB-83510073.lab.83510073.iso.1,0.932172954082489
1242,site.03.subj.GB-83510074.lab.83510074.iso.1,0.9878110289573669
1243,site.03.subj.GB-83520016.lab.83520016.iso.1,0.9689503908157349
1244,site.03.subj.GB-83520074.lab.83520074.iso.1,0.9316017031669617
1245,site.03.subj.GB-83540001.lab.83540001.iso.1,0.9316017031669617
1246,site.03.subj.GB-83540049.lab.GB-83540049.iso.1,0.9111523628234863
1247,site.03.subj.GB-83540075.lab.83540075.iso.1,0.9118821024894714
1248,site.03.subj.GB-83540087.lab.GB-83540087.iso.1,0.9316017031669617
1249,site.03.subj.GB-83560012.lab.83560012.iso.1,0.9371637105941772
1250,site.03.subj.GB-83610010.lab.83610010.iso.1,0.8639802932739258
1251,site.03.subj.GB-83620041.lab.83620041.iso.1,0.932136058807373
1252,site.03.subj.GB-83630060.lab.83630060.iso.1,0.9111523628234863
1253,site.03.subj.GB-83640015.lab.GB-83640015.iso.1,0.9111523628234863
1254,site.03.subj.GB-83640118.lab.83640118.iso.1,0.8639802932739258
1255,site.03.subj.GB-83650053.lab.83650053.iso.1,0.9371637105941772
1256,site.03.subj.GB-83710009.lab.GB-83710009.iso.1,0.9111523628234863
1257,site.03.subj.GB-83710064.lab.83710064.iso.1,0.9381235241889954
1258,site.03.subj.GB-83720025.lab.83720025.iso.1,0.9689503908157349
1259,site.03.subj.GB-83740052.lab.83740052.iso.1,0.8639802932739258
1260,site.03.subj.GB-83740101.lab.83740101.iso.1,0.9689503908157349
1261,site.03.subj.GB-83750020.lab.GB-83750020.iso.1,0.9381235241889954
1262,site.03.subj.GB-83750042.lab.83750042.iso.1,0.9115042686462402
1263,site.03.subj.GB-83760009.lab.GB-83760009.iso.1,0.9316017031669617
1264,site.03.subj.GB-83810022.lab.83810022.iso.1,0.9111523628234863
1265,site.03.subj.GB-83820146.lab.83820146.iso.1,0.9111523628234863
1266,site.03.subj.GB-83820148.lab.83820148.iso.1,0.9316017031669617
1267,site.03.subj.GB-83830009.lab.GB-83830009.iso.1,0.9111523628234863
1268,site.03.subj.GB-83830125.lab.83830125.iso.1,0.9111523628234863
1269,site.03.subj.GB-83830126.lab.83830126.iso.1,0.9316017031669617
1270,site.03.subj.GB-83840008.lab.IML-01807.iso.1,0.9689503908157349
1271,site.03.subj.GB-83840133.lab.83840133.iso.1,0.9689503908157349
1272,site.03.subj.GB-83850123.lab.GB-83850123.iso.1,0.9111523628234863
1273,site.03.subj.GB-83850140.lab.83850140.iso.1,0.9111523628234863
1274,site.03.subj.GB-83860023.lab.GB-83860023.iso.1,0.9111523628234863
1275,site.03.subj.GB-83910010.lab.GB-83910010.iso.1,0.9320093393325806
1276,site.03.subj.GB-83910097.lab.GB-83910097.iso.1,0.9111523628234863
1277,site.03.subj.GB-83940007.lab.IML-02012.iso.1,0.9316017031669617
1278,site.03.subj.GB-83940122.lab.IML-01913.iso.1,0.9689503908157349
1279,site.03.subj.GB-83940123.lab.GB-83940123.iso.1,0.9381235241889954
1280,site.03.subj.GB-83960065.lab.GB-83960065.iso.1,0.9316017031669617
1281,site.03.subj.GB-84020025.lab.GB-84020025.iso.1,0.9316017031669617
1282,site.03.subj.GB-84020103.lab.84020103.iso.1,0.9689503908157349
1283,site.03.subj.GB-84020114.lab.GB-84020114.iso.1,0.9880098104476929
1284,site.03.subj.GB-84050021.lab.GB-84050021.iso.1,0.9689503908157349
1285,site.03.subj.GB-84120096.lab.GB-84120096.iso.1,0.9222992658615112
1286,site.03.subj.GB-84120113.lab.GB-84120113.iso.1,0.9111523628234863
1287,site.03.subj.GB-84130118.lab.GB-84130118.iso.1,0.9327453374862671
1288,site.03.subj.GB-84140056.lab.GB-84140056.iso.1,0.9689503908157349
1289,site.03.subj.GB-84140126.lab.GB-84140126.iso.1,0.9316017031669617
1290,site.03.subj.GB-84150022.lab.GB-84150022.iso.1,0.9315794706344604
1291,site.03.subj.GB-84160003.lab.IML-02016.iso.1,0.932172954082489
1292,site.03.subj.GB-84210002.lab.84210002.iso.1,0.9316017031669617
1293,site.03.subj.GB-84210116.lab.IML-01914.iso.1,0.02293574810028076
1294,site.03.subj.GB-84230143.lab.IML-01804.iso.1,0.8639802932739258
1295,site.03.subj.GB-84320110.lab.IML-01912.iso.1,0.9318544864654541
1296,site.03.subj.GB-84340035.lab.IML-01910.iso.1,0.9783062934875488
1297,site.03.subj.GB-84340042.lab.IML-02017.iso.1,0.9689503908157349
1298,site.03.subj.GB-84350009.lab.IML-01760.iso.1,0.9316017031669617
1299,site.03.subj.GB-84420079.lab.IML-01800.iso.1,0.9114208817481995
1300,site.03.subj.GB-84430037.lab.IML-01908.iso.1,0.9315794706344604
1301,site.03.subj.GB-84450023.lab.IML-01911.iso.1,0.9689503908157349
1302,site.03.subj.GB-84520129.lab.IML-01904.iso.1,0.018825560808181763
1303,site.03.subj.GB-84520136.lab.IML-02015.iso.1,0.9316017031669617
1304,site.03.subj.GB-84550175.lab.IML-01826.iso.1,0.03810763359069824
1305,site.03.subj.GB-84610030.lab.IML-02018.iso.1,0.9371637105941772
1306,site.03.subj.GB-84640014.lab.IML-01797.iso.1,0.932172954082489
1307,site.03.subj.GB-84710011.lab.IML-01907.iso.1,0.9316017031669617
1308,site.03.subj.GB-84730015.lab.IML-01802.iso.1,0.9119765758514404
1309,site.03.subj.GB-84730088.lab.84730088.iso.1,0.020187079906463623
1310,site.03.subj.GB-84750033.lab.IML-01993.iso.1,0.9222992658615112
1311,site.03.subj.GB-84750133.lab.IML-01810.iso.1,0.9111523628234863
1312,site.03.subj.GB-84760012.lab.IML-01829.iso.1,0.9316017031669617
1313,site.03.subj.GB-84820091.lab.IML-01828.iso.1,0.9114208817481995
1314,site.03.subj.GB-84910090.lab.IML-00749.iso.1,0.932025134563446
1315,site.03.subj.GB-84920001.lab.IML-01815.iso.1,0.9689503908157349
1316,site.03.subj.GB-84960050.lab.IML-01801.iso.1,0.9111523628234863
1317,site.03.subj.GB-85010098.lab.85010098.iso.1,0.02033311128616333
1318,site.03.subj.GB-85020119.lab.IML-01460.iso.1,0.9371637105941772
1319,site.03.subj.GB-85160011.lab.IML-02049.iso.1,0.932172954082489
1320,site.03.subj.GB-85160118.lab.IML-02002.iso.1,0.018947094678878784
1321,site.03.subj.GB-90110058.lab.IML-02044.iso.1,0.9316017031669617
1322,site.03.subj.GB-90140027.lab.90140027.iso.1,0.018362432718276978
1323,site.03.subj.GB-90150011.lab.IML-01986.iso.1,0.9371637105941772
1324,site.03.subj.GB-90150034.lab.IML-01991.iso.1,0.9316017031669617
1325,site.03.subj.GB-90240120.lab.IML-01987.iso.1,0.9381235241889954
1326,site.03.subj.GB-90250027.lab.IML-02004.iso.1,0.9111523628234863
1327,site.03.subj.GB-90320001.lab.IML-01997.iso.1,0.9316017031669617
1328,site.03.subj.GB-90320008.lab.IML-01979.iso.1,0.9689503908157349
1329,site.03.subj.GB-90350033.lab.IML-02011.iso.1,0.9316017031669617
1330,site.03.subj.GB-90360027.lab.IML-02021.iso.1,0.9316017031669617
1331,site.03.subj.GB-90430001.lab.IML-02000.iso.1,0.9371637105941772
1332,site.03.subj.GB-90450148.lab.90450148.iso.1,0.01890358328819275
1333,site.03.subj.GB-90520094.lab.IML-02048.iso.1,0.9371637105941772
1334,site.03.subj.GB-90550042.lab.IML-01894.iso.1,0.9316017031669617
1335,site.03.subj.GB-90550057.lab.IML-02009.iso.1,0.9316017031669617
1336,site.03.subj.GB-90550076.lab.IML-01902.iso.1,0.018818438053131104
1337,site.03.subj.GB-90550098.lab.IML-02043.iso.1,0.9316017031669617
1338,site.03.subj.GB-90560039.lab.IML-01999.iso.1,0.9315794706344604
1339,site.03.subj.GB-90610042.lab.IML-02040.iso.1,0.9316017031669617
1340,site.03.subj.GB-90610132.lab.IML-01982.iso.1,0.9381235241889954
1341,site.03.subj.GB-90620146.lab.IML-02003.iso.1,0.9316017031669617
1342,site.03.subj.GB-90720148.lab.IML-01969.iso.1,0.9315793514251709
1343,site.03.subj.GB-90730068.lab.IML-01971.iso.1,0.9316017031669617
1344,site.03.subj.GB-90810036.lab.IML-01981.iso.1,0.020187079906463623
1345,site.03.subj.GB-90810112.lab.IML-01973.iso.1,0.9114195108413696
1346,site.03.subj.GB-90820134.lab.IML-02023.iso.1,0.9880089163780212
1347,site.03.subj.GB-90840002.lab.IML-02008.iso.1,0.9327453374862671
1348,site.03.subj.GB-90920055.lab.IML-01977.iso.1,0.9316017031669617
1349,site.03.subj.GB-90940119.lab.IML-01901.iso.1,0.9114195108413696
1350,site.03.subj.GB-91240073.lab.IML-01664.iso.1,0.9111523628234863
1351,site.03.subj.GB-91450143.lab.IML-01559.iso.1,0.9315794706344604
1352,site.03.subj.GB-91540070.lab.IML-00993.iso.1,0.012771278619766235
1353,site.03.subj.GB-91540133.lab.IML-01053.iso.1,0.9316017031669617
1354,site.03.subj.GB-91540138.lab.IML-01054.iso.1,0.9316017031669617
1355,site.03.subj.GB-91540140.lab.IML-01055.iso.1,0.9316017031669617
1356,site.03.subj.GB-91540141.lab.IML-01056.iso.1,0.9316017031669617
1357,site.03.subj.GB-91540144.lab.IML-01052.iso.1,0.9316017031669617
1358,site.03.subj.GB-91930006.lab.IML-01661.iso.1,0.9111523628234863
1359,site.03.subj.GB-91940044.lab.IML-01659.iso.1,0.9111523628234863
1360,site.03.subj.GB-91940164.lab.IML-01663.iso.1,0.9561464190483093
1361,site.03.subj.GB-92140126.lab.IML-01658.iso.1,0.9111523628234863
1362,site.03.subj.GB-92250159.lab.IML-01172.iso.1,0.021180301904678345
1363,site.03.subj.GB-92320002.lab.IML-01657.iso.1,0.9316017031669617
1364,site.03.subj.GB-92320016.lab.IML-01821.iso.1,0.018897652626037598
1365,site.03.subj.GB-92340121.lab.IML-01840.iso.1,0.9315794706344604
1366,site.03.subj.GB-92620080.lab.IML-01787.iso.1,0.9315794706344604
1367,site.03.subj.GB-92730111.lab.IML-01825.iso.1,0.9316017031669617
1368,site.03.subj.GB-92740050.lab.IML-01841.iso.1,0.988064169883728
1369,site.03.subj.GB-92820114.lab.IML-01791.iso.1,0.9111523628234863
1370,site.03.subj.GB-92840133.lab.IML-01793.iso.1,0.018972009420394897
1371,site.03.subj.GB-92860015.lab.IML-01842.iso.1,0.9322271347045898
1372,site.03.subj.GB-92950076.lab.IML-01843.iso.1,0.9689503908157349
1373,site.03.subj.GB-93110009.lab.IML-01862.iso.1,0.9689503908157349
1374,site.03.subj.GB-93110012.lab.IML-01857.iso.1,0.8639802932739258
1375,site.03.subj.GB-93120084.lab.IML-01833.iso.1,0.9113282561302185
1376,site.03.subj.GB-93130001.lab.IML-01873.iso.1,0.8639802932739258
1377,site.03.subj.GB-93130006.lab.IML-01958.iso.1,0.022004634141921997
1378,site.03.subj.GB-93140026.lab.IML-01883.iso.1,0.9371637105941772
1379,site.03.subj.GB-93140038.lab.IML-01852.iso.1,0.9878294467926025
1380,site.03.subj.GB-93140098.lab.IML-01886.iso.1,0.9777024984359741
1381,site.03.subj.GB-93140104.lab.IML-01844.iso.1,0.9316017031669617
1382,site.03.subj.GB-93220128.lab.IML-01837.iso.1,0.9316017031669617
1383,site.03.subj.GB-93230049.lab.IML-01850.iso.1,0.8639802932739258
1384,site.03.subj.GB-93230096.lab.IML-01867.iso.1,0.9689503908157349
1385,site.03.subj.GB-93310071.lab.IML-01872.iso.1,0.8639802932739258
1386,site.03.subj.GB-93320027.lab.IML-01964.iso.1,0.9783062934875488
1387,site.03.subj.GB-93320099.lab.IML-01847.iso.1,0.9689503908157349
1388,site.03.subj.GB-93350079.lab.IML-01846.iso.1,0.9316017031669617
1389,site.03.subj.GB-93350196.lab.IML-01822.iso.1,0.8639802932739258
1390,site.03.subj.GB-93430079.lab.IML-01965.iso.1,0.9109437465667725
1391,site.03.subj.GB-93430100.lab.IML-01834.iso.1,0.9111523628234863
1392,site.03.subj.GB-93430132.lab.IML-01865.iso.1,0.9371637105941772
1393,site.03.subj.GB-93450028.lab.IML-01960.iso.1,0.9327453374862671
1394,site.03.subj.GB-93460032.lab.IML-01957.iso.1,0.022004634141921997
1395,site.03.subj.GB-93520127.lab.IML-01967.iso.1,0.9111523628234863
1396,site.03.subj.GB-93530001.lab.IML-01856.iso.1,0.8639802932739258
1397,site.03.subj.GB-93530007.lab.IML-01963.iso.1,0.9316017031669617
1398,site.03.subj.GB-93530151.lab.IML-01935.iso.1,0.9111523628234863
1399,site.03.subj.GB-93530172.lab.IML-01966.iso.1,0.9111523628234863
1400,site.03.subj.GB-93610060.lab.IML-01885.iso.1,0.9783062934875488
1401,site.03.subj.GB-93630025.lab.IML-02047.iso.1,0.011575400829315186
1402,site.03.subj.GB-93640069.lab.IML-01881.iso.1,0.9111523628234863
1403,site.03.subj.GB-93650096.lab.IML-01936.iso.1,0.9316017031669617
1404,site.03.subj.GB-93720004.lab.IML-01887.iso.1,0.9222992658615112
1405,site.03.subj.GB-93720071.lab.IML-02037.iso.1,0.9114208817481995
1406,site.03.subj.GB-93720103.lab.IML-01961.iso.1,0.9689503908157349
1407,site.03.subj.GB-93740037.lab.IML-01884.iso.1,0.9111523628234863
1408,site.03.subj.GB-93750090.lab.IML-02026.iso.1,0.9111523628234863
1409,site.03.subj.GB-93810012.lab.IML-02020.iso.1,0.9319961071014404
1410,site.03.subj.GB-93850089.lab.IML-02036.iso.1,0.8639802932739258
1411,site.03.subj.GB-93930014.lab.IML-01917.iso.1,0.9371637105941772
1412,site.03.subj.GB-94010065.lab.IML-02028.iso.1,0.9880098104476929
1413,site.03.subj.GB-94020062.lab.IML-02032.iso.1,0.9371637105941772
1414,site.03.subj.GB-94030030.lab.IML-02025.iso.1,0.9111523628234863
1415,site.03.subj.GB-94140150.lab.IML-02029.iso.1,0.9689503908157349
1416,site.03.subj.GB-94210061.lab.IML-02030.iso.1,0.9371637105941772
1417,site.03.subj.GB-94230022.lab.IML-02034.iso.1,0.9114680290222168
1418,site.03.subj.GB-94240001.lab.IML-01932.iso.1,0.9111523628234863
1419,site.03.subj.GB-94240124.lab.IML-01916.iso.1,0.932172954082489
1420,site.03.subj.GB-94240131.lab.IML-01919.iso.1,0.932172954082489
1421,site.03.subj.GB-94250082.lab.IML-01918.iso.1,0.9114208817481995
1422,site.03.subj.GB-94320064.lab.IML-01924.iso.1,0.9371637105941772
1423,site.03.subj.GB-94320066.lab.IML-01926.iso.1,0.9879096746444702
1424,site.03.subj.GB-94320106.lab.IML-02019.iso.1,0.01890358328819275
1425,site.03.subj.GB-94330052.lab.IML-01925.iso.1,0.9316017031669617
1426,site.03.subj.GB-94350119.lab.IML-01933.iso.1,0.9111523628234863
1427,site.03.subj.GB-94420012.lab.IML-01930.iso.1,0.9111523628234863
1428,site.03.subj.GB-94460011.lab.IML-01929.iso.1,0.9111523628234863
1429,site.03.subj.GB-94520109.lab.IML-01928.iso.1,0.9316017031669617
1430,site.03.subj.GB-94520120.lab.IML-01927.iso.1,0.9316017031669617
1431,site.03.subj.IML-00001.lab.T129.iso.1,0.8639802932739258
1432,site.03.subj.IML-00141.lab.T8147.iso.1,0.018920809030532837
1433,site.03.subj.IML-00168.lab.T8727.iso.1,0.8639802932739258
1434,site.03.subj.JPN-R2011-0061.lab.JPN-R2011-0061.iso.1,0.018907010555267334
1435,site.03.subj.JPN-R2011-0065.lab.JPN-R2011-0065.iso.1,0.018968701362609863
1436,site.03.subj.JPN-R2011-0071.lab.JPN-R2011-0071.iso.1,0.018787354230880737
1437,site.03.subj.JPN-R2012-00013.lab.03-JPN-R2012-00013.iso.1,0.05578416585922241
1438,site.03.subj.JPN-R2012-00021.lab.03-JPN-R2012-0021.iso.1,0.01561957597732544
1439,site.03.subj.JPN-R2012-0005.lab.03-JPN-R2012-0005.iso.1,0.020183056592941284
1440,site.03.subj.JPN-R2012-0006.lab.03-JPN-R2012-0006.iso.1,0.027156949043273926
1441,site.03.subj.JPN-R2012-0009.lab.03-JPN-R2012-0009.iso.1,0.018850594758987427
1442,site.03.subj.JPN-R2012-0011.lab.JPN-R2012-0011.iso.1,0.018920809030532837
1443,site.03.subj.JPN-R2012-0022.lab.JPN-R2012-0022.iso.1,0.01896604895591736
1444,site.03.subj.JPN-R2012-0028.lab.JPN-R2012-0028.iso.1,0.018920809030532837
1445,site.03.subj.JPN-R2012-0029.lab.JPN-R2012-0029.iso.1,0.027149468660354614
1446,site.03.subj.JPN-R2012-0031.lab.JPN-R2012-0031.iso.1,0.11242112517356873
1447,site.03.subj.JPN-R2012-0044.lab.JPN-R2012-0044.iso.1,0.02248343825340271
1448,site.03.subj.JPN-R2012-0045.lab.JPN-R2012-0045.iso.1,0.01885703206062317
1449,site.03.subj.JPN-R2012-0080.lab.JPN-R2012-0080.iso.1,0.018020540475845337
1450,site.03.subj.JPN-R2012-0082.lab.JPN-R2012-0082.iso.1,0.011640310287475586
1451,site.03.subj.JPN-R2012-0086.lab.JPN-R2012-0086.iso.1,0.018914133310317993
1452,site.03.subj.JPN-R2012-0087.lab.JPN-R2012-0087.iso.1,0.41688182950019836
1453,site.03.subj.JPN-R2012-0089.lab.JPN-R2012-0089.iso.1,0.018879473209381104
1454,site.03.subj.JPN-R2013-0092.lab.JPN-R2013-0092.iso.1,0.018920809030532837
1455,site.03.subj.JPN-R2013-0095.lab.JPN-R2013-0095.iso.1,0.011639118194580078
1456,site.03.subj.JPN-R2013-0099.lab.JPN-R2013-0099.iso.1,0.018920809030532837
1457,site.03.subj.JPN-R2014-0103.lab.03-JPN-R2014-0103.iso.1,0.01529008150100708
1458,site.03.subj.JPN-R2014-0104.lab.03-JPN-R2014-0104.iso.1,0.02351948618888855
1459,site.03.subj.JPN-R2014-0110.lab.03-JPN-R2014-0110.iso.1,0.018818438053131104
1460,site.03.subj.JPN-R2014-0111.lab.03-JPN-R2014-0111.iso.1,0.018968701362609863
1461,site.03.subj.JPN-R2014-0113.lab.JPN-R2014-0113.iso.1,0.018789708614349365
1462,site.03.subj.KGZ-1264-2018.lab.1264-2018.iso.1,0.013399302959442139
1463,site.03.subj.KGZ-13412-2018.lab.13412-2018.iso.1,0.005184561014175415
1464,site.03.subj.KGZ-13420-2018.lab.13420-2018.iso.1,0.02117818593978882
1465,site.03.subj.KGZ-15335-2018.lab.IML-00584.iso.1,0.9111523628234863
1466,site.03.subj.KGZ-15516-2018.lab.15516-2018.iso.1,0.8639802932739258
1467,site.03.subj.KGZ-3244-2018.lab.3244-2018.iso.1,0.018921196460723877
1468,site.03.subj.KGZ-3280-2018.lab.3280-2018.iso.1,0.018921196460723877
1469,site.03.subj.KGZ-3588-2018.lab.3588-2018.iso.1,0.021173208951950073
1470,site.03.subj.KGZ-4578-2018.lab.4578-2018.iso.1,0.018920809030532837
1471,site.03.subj.KGZ-5296-2018.lab.5296-2018.iso.1,0.021186888217926025
1472,site.03.subj.KGZ-5607-2018.lab.5607-2018.iso.1,0.02123519778251648
1473,site.03.subj.KGZ-5608-2018.lab.5608-2018.iso.1,0.018947094678878784
1474,site.03.subj.KGZ-5747-2018.lab.5747-2018.iso.1,0.8639802932739258
1475,site.03.subj.KGZ-5751-2018.lab.5751-2018.iso.1,0.01890358328819275
1476,site.03.subj.KGZ-5952-2018.lab.5952-2018.iso.1,0.020903408527374268
1477,site.03.subj.KGZ-6423-2018.lab.6423-2018.iso.1,0.8639802932739258
1478,site.03.subj.KGZ-6576-2018.lab.6576-2018.iso.1,0.8639802932739258
1479,site.03.subj.KGZ-7080-2018.lab.7080-2018.iso.1,0.021184056997299194
1480,site.03.subj.KGZ-7919-2018.lab.7919-2018.iso.1,0.021183758974075317
1481,site.03.subj.KYRG-1101.lab.IML-02070.iso.1,0.8639802932739258
1482,site.03.subj.T1005.lab.T1005.iso.1,0.018850594758987427
1483,site.03.subj.T1010.lab.IML-00008.iso.1,0.8639296889305115
1484,site.03.subj.T1012.lab.IML-00009.iso.1,0.8639802932739258
1485,site.03.subj.T1037.lab.T1037.iso.1,0.018980592489242554
1486,site.03.subj.T1059.lab.IML-00010.iso.1,0.01814320683479309
1487,site.03.subj.T1069.lab.T1069.iso.1,0.011886954307556152
1488,site.03.subj.T1176.lab.IML-00011.iso.1,0.8639802932739258
1489,site.03.subj.T1189.lab.T1189.iso.1,0.9316017031669617
1490,site.03.subj.T1271.lab.IML-00014.iso.1,0.9316017031669617
1491,site.03.subj.T1399.lab.T1399.iso.1,0.01070481538772583
1492,site.03.subj.T1402.lab.IML-00017.iso.1,0.01814320683479309
1493,site.03.subj.T1409.lab.IML-00019.iso.1,0.9316017031669617
1494,site.03.subj.T1442.lab.IML-00020.iso.1,0.8639802932739258
1495,site.03.subj.T1454.lab.IML-00022.iso.1,0.8639802932739258
1496,site.03.subj.T1567.lab.IML-00024.iso.1,0.8639802932739258
1497,site.03.subj.T1607.lab.IML-00025.iso.1,0.019961029291152954
1498,site.03.subj.T1613.lab.IML-00026.iso.1,0.019031941890716553
1499,site.03.subj.T164.lab.T164.iso.1,0.018935412168502808
1500,site.03.subj.T1695.lab.IML-00027.iso.1,0.8639802932739258
1501,site.03.subj.T1706.lab.IML-00028.iso.1,0.8639802932739258
1502,site.03.subj.T1844.lab.IML-00030.iso.1,0.01814320683479309
1503,site.03.subj.T1851.lab.IML-00031.iso.1,0.018977582454681396
1504,site.03.subj.T1978.lab.IML-00033.iso.1,0.8639802932739258
1505,site.03.subj.T1992.lab.IML-00034.iso.1,0.9316017031669617
1506,site.03.subj.T2100.lab.IML-00035.iso.1,0.9371637105941772
1507,site.03.subj.T2243.lab.IML-00038.iso.1,0.9316017031669617
1508,site.03.subj.T2266.lab.IML-00040.iso.1,0.9222992658615112
1509,site.03.subj.T231.lab.T231.iso.1,0.01814320683479309
1510,site.03.subj.T2440.lab.IML-00042.iso.1,0.02093014121055603
1511,site.03.subj.T2456.lab.IML-00044.iso.1,0.8639802932739258
1512,site.03.subj.T2531.lab.IML-00045.iso.1,0.018960535526275635
1513,site.03.subj.T2561.lab.IML-00046.iso.1,0.9381235241889954
1514,site.03.subj.T2976.lab.IML-00048.iso.1,0.018920809030532837
1515,site.03.subj.T298.lab.T298.iso.1,0.021232396364212036
1516,site.03.subj.T3006.lab.IML-00050.iso.1,0.013399302959442139
1517,site.03.subj.T359.lab.IML-00003.iso.1,0.8639802932739258
1518,site.03.subj.T3598.lab.IML-00051.iso.1,0.932025134563446
1519,site.03.subj.T3604.lab.IML-00052.iso.1,0.018936097621917725
1520,site.03.subj.T3619.lab.IML-00053.iso.1,0.018917232751846313
1521,site.03.subj.T3908.lab.IML-00054.iso.1,0.8639802932739258
1522,site.03.subj.T4065.lab.IML-00055.iso.1,0.9316017031669617
1523,site.03.subj.T4321.lab.IML-00056.iso.1,0.12560981512069702
1524,site.03.subj.T4445.lab.IML-00057.iso.1,0.01882261037826538
1525,site.03.subj.T4475.lab.IML-00058.iso.1,0.020187079906463623
1526,site.03.subj.T4481.lab.IML-00059.iso.1,0.018920809030532837
1527,site.03.subj.T4486.lab.IML-00060.iso.1,0.01894378662109375
1528,site.03.subj.T4487.lab.IML-00061.iso.1,0.8639802932739258
1529,site.03.subj.T4666.lab.IML-00062.iso.1,0.02093014121055603
1530,site.03.subj.T4683.lab.IML-00063.iso.1,0.018742859363555908
1531,site.03.subj.T4939.lab.IML-00066.iso.1,0.01070481538772583
1532,site.03.subj.T4951.lab.IML-00067.iso.1,0.8639802932739258
1533,site.03.subj.T4965.lab.IML-00068.iso.1,0.9315794706344604
1534,site.03.subj.T5.lab.T5.iso.1,0.8639802932739258
1535,site.03.subj.T5279.lab.IML-00069.iso.1,0.8639802932739258
1536,site.03.subj.T5336.lab.IML-00070.iso.1,0.8639802932739258
1537,site.03.subj.T5339.lab.IML-00071.iso.1,0.9316017031669617
1538,site.03.subj.T5342.lab.IML-00072.iso.1,0.021183758974075317
1539,site.03.subj.T5423.lab.IML-00073.iso.1,0.9247094988822937
1540,site.03.subj.T5437.lab.IML-00074.iso.1,0.021198362112045288
1541,site.03.subj.T5462.lab.IML-00076.iso.1,0.8639802932739258
