,Isolate,RIFAMPICIN
130,site.02.subj.0005.lab.2014222011.iso.1,0.9318027496337891
131,site.02.subj.0006.lab.2014222013.iso.1,0.9315794706344604
132,site.02.subj.0007.lab.2014222016.iso.1,0.9318027496337891
133,site.02.subj.0008.lab.2014222017.iso.1,0.9315794706344604
134,site.02.subj.0009.lab.2014222037.iso.1,0.9316017031669617
135,site.02.subj.0011.lab.2014222046.iso.1,0.9315794706344604
136,site.02.subj.0012.lab.2014222053.iso.1,0.9315794706344604
137,site.02.subj.0013.lab.2014222055.iso.1,0.9320485591888428
138,site.02.subj.0015.lab.2014231003.iso.1,0.9327256679534912
139,site.02.subj.0016.lab.2014231005.iso.1,0.9315794706344604
140,site.02.subj.0017.lab.2014231009.iso.1,0.9316017031669617
141,site.02.subj.0018.lab.2014231011.iso.1,0.9322322607040405
142,site.02.subj.0019.lab.2014231015.iso.1,0.018833637237548828
143,site.02.subj.0020.lab.2014231019.iso.1,0.9316017031669617
144,site.02.subj.0021.lab.2014232001.iso.1,0.9316017031669617
145,site.02.subj.0022.lab.2014232005.iso.1,0.931816816329956
146,site.02.subj.0024.lab.2014232009.iso.1,0.9317184686660767
147,site.02.subj.0025.lab.2014232010.iso.1,0.9315794706344604
148,site.02.subj.0026.lab.2014233007.iso.1,0.9316017031669617
149,site.02.subj.0028.lab.2014233011.iso.1,0.9315794706344604
150,site.02.subj.0029.lab.2014233012.iso.1,0.9315794706344604
151,site.02.subj.0031.lab.2014234024.iso.1,0.9315794706344604
152,site.02.subj.0032.lab.2014234059.iso.1,0.931941568851471
153,site.02.subj.0033.lab.2014235050.iso.1,0.9315794706344604
154,site.02.subj.0036.lab.2014222006.iso.1,0.9316017031669617
155,site.02.subj.0037.lab.2014251029.iso.1,0.9315794706344604
156,site.02.subj.0038.lab.2015235078.iso.1,0.9318122863769531
157,site.02.subj.0040.lab.2015235180.iso.1,0.9315794706344604
158,site.02.subj.0041.lab.2015235168.iso.1,0.9316017031669617
159,site.02.subj.0042.lab.2015231006.iso.1,0.9322322607040405
160,site.02.subj.0043.lab.2015231007.iso.1,0.9315794706344604
161,site.02.subj.0044.lab.2015231009.iso.1,0.9315794706344604
162,site.02.subj.0046.lab.2015231016.iso.1,0.9315794706344604
163,site.02.subj.0047.lab.2015231017.iso.1,0.9316017031669617
164,site.02.subj.0049.lab.2015232027.iso.1,0.9315794706344604
165,site.02.subj.0050.lab.2015232028.iso.1,0.018422245979309082
166,site.02.subj.0051.lab.22A001.iso.1,0.018920809030532837
167,site.02.subj.0053.lab.22A003.iso.1,0.018610507249832153
168,site.02.subj.0054.lab.22A004.iso.1,0.01814320683479309
169,site.02.subj.0055.lab.22A005.iso.1,0.011639118194580078
170,site.02.subj.0056.lab.22A006.iso.1,0.018020540475845337
171,site.02.subj.0057.lab.22A007.iso.1,0.018917858600616455
172,site.02.subj.0058.lab.22A008.iso.1,0.011261969804763794
173,site.02.subj.0059.lab.22A009.iso.1,0.018020540475845337
174,site.02.subj.0061.lab.22A011.iso.1,0.018917858600616455
175,site.02.subj.0062.lab.22A012.iso.1,0.018915385007858276
176,site.02.subj.0064.lab.22A014.iso.1,0.2700108289718628
177,site.02.subj.0065.lab.22A015.iso.1,0.011986762285232544
178,site.02.subj.0066.lab.22A016.iso.1,0.018920809030532837
179,site.02.subj.0067.lab.22A017.iso.1,0.012968689203262329
180,site.02.subj.0068.lab.22A018.iso.1,0.05778336524963379
181,site.02.subj.0069.lab.22A019.iso.1,0.01814320683479309
182,site.02.subj.0071.lab.22A022.iso.1,0.010673731565475464
183,site.02.subj.0072.lab.22A023.iso.1,0.05778336524963379
184,site.02.subj.0073.lab.22A025.iso.1,0.011952370405197144
185,site.02.subj.0074.lab.22A026.iso.1,0.007239967584609985
186,site.02.subj.0075.lab.22A027.iso.1,0.018935412168502808
187,site.02.subj.0076.lab.22A028.iso.1,0.018920809030532837
188,site.02.subj.0077.lab.22A029.iso.1,0.019046813249588013
189,site.02.subj.0078.lab.22A030.iso.1,0.018915385007858276
190,site.02.subj.0079.lab.22A031.iso.1,0.022636771202087402
191,site.02.subj.0080.lab.22A020.iso.1,0.018842369318008423
192,site.02.subj.0081.lab.22A032.iso.1,0.011603891849517822
193,site.02.subj.0082.lab.22A033.iso.1,0.05778336524963379
194,site.02.subj.0083.lab.22A034.iso.1,0.05778336524963379
195,site.02.subj.0084.lab.22A035.iso.1,0.9316017031669617
196,site.02.subj.0085.lab.22A036.iso.1,0.9318745732307434
197,site.02.subj.0086.lab.22A038.iso.1,0.01869332790374756
198,site.02.subj.0087.lab.22A039.iso.1,0.022636771202087402
199,site.02.subj.0088.lab.22A040.iso.1,0.018924027681350708
200,site.02.subj.0089.lab.22A041.iso.1,0.019039809703826904
201,site.02.subj.0090.lab.22A042.iso.1,0.018917858600616455
202,site.02.subj.0091.lab.22A043.iso.1,0.018912523984909058
203,site.02.subj.0092.lab.22A044.iso.1,0.018814831972122192
204,site.02.subj.0093.lab.22A045.iso.1,0.005105018615722656
205,site.02.subj.0094.lab.22A046.iso.1,0.018920809030532837
206,site.02.subj.0095.lab.22A047.iso.1,0.01894545555114746
207,site.02.subj.0096.lab.22A048.iso.1,0.05778336524963379
208,site.02.subj.0097.lab.22A049.iso.1,0.018917858600616455
209,site.02.subj.0098.lab.22A050.iso.1,0.05778336524963379
210,site.02.subj.0099.lab.22A051.iso.1,0.018809348344802856
211,site.02.subj.0100.lab.22A052.iso.1,0.018938571214675903
212,site.02.subj.0101.lab.22A054.iso.1,0.018920809030532837
213,site.02.subj.0102.lab.22A055.iso.1,0.012918800115585327
214,site.02.subj.0103.lab.22A056.iso.1,0.05778336524963379
215,site.02.subj.0104.lab.22A057.iso.1,0.018920809030532837
216,site.02.subj.0105.lab.22A058.iso.1,0.018349647521972656
217,site.02.subj.0106.lab.22A060.iso.1,0.018920809030532837
218,site.02.subj.0107.lab.22A061.iso.1,0.018898338079452515
219,site.02.subj.0108.lab.22A062.iso.1,0.057559579610824585
220,site.02.subj.0109.lab.22A063.iso.1,0.2700108289718628
221,site.02.subj.0110.lab.22A064.iso.1,0.018956869840621948
222,site.02.subj.0111.lab.22A065.iso.1,0.018936336040496826
223,site.02.subj.0112.lab.22A066.iso.1,0.018920809030532837
224,site.02.subj.0113.lab.22A067.iso.1,0.011886954307556152
225,site.02.subj.0114.lab.22A068.iso.1,0.028736412525177002
226,site.02.subj.0115.lab.22A069.iso.1,0.018920809030532837
227,site.02.subj.0116.lab.22A070.iso.1,0.018827080726623535
228,site.02.subj.0117.lab.22A071.iso.1,0.018980592489242554
229,site.02.subj.0118.lab.22A072.iso.1,0.01869332790374756
230,site.02.subj.0119.lab.22A073.iso.1,0.018447905778884888
231,site.02.subj.0120.lab.22A074.iso.1,0.018996447324752808
232,site.02.subj.0121.lab.22A075.iso.1,0.01869332790374756
233,site.02.subj.0122.lab.22A076.iso.1,0.5842393636703491
234,site.02.subj.0123.lab.22A077.iso.1,0.018958359956741333
235,site.02.subj.0124.lab.22A078.iso.1,0.018044978380203247
236,site.02.subj.0125.lab.22A079.iso.1,0.26085007190704346
237,site.02.subj.0126.lab.22A080.iso.1,0.36619889736175537
238,site.02.subj.0127.lab.22A082.iso.1,0.011639118194580078
239,site.02.subj.0129.lab.22A084.iso.1,0.022636771202087402
240,site.02.subj.0130.lab.22A085.iso.1,0.011936455965042114
241,site.02.subj.0131.lab.22A086.iso.1,0.011952370405197144
242,site.02.subj.0132.lab.22A087.iso.1,0.018920809030532837
243,site.02.subj.0133.lab.22A088.iso.1,0.034092456102371216
244,site.02.subj.0134.lab.22A089.iso.1,0.011639118194580078
245,site.02.subj.0135.lab.22A090.iso.1,0.018842339515686035
246,site.02.subj.0136.lab.22A091.iso.1,0.018917858600616455
247,site.02.subj.0137.lab.22A093.iso.1,0.018920809030532837
248,site.02.subj.0138.lab.22A094.iso.1,0.05778336524963379
249,site.02.subj.0139.lab.22A095.iso.1,0.018820375204086304
250,site.02.subj.0141.lab.2013232142.iso.1,0.26276805996894836
251,site.02.subj.0143.lab.2013232134.iso.1,0.9329034090042114
252,site.02.subj.0145.lab.2013232124.iso.1,0.9317061901092529
253,site.02.subj.0146.lab.2013232121.iso.1,0.01193392276763916
254,site.02.subj.0147.lab.2013232118.iso.1,0.9315793514251709
255,site.02.subj.0148.lab.2013232067.iso.1,0.586700975894928
256,site.02.subj.0149.lab.2013232062.iso.1,0.9316017031669617
257,site.02.subj.0150.lab.2013232061.iso.1,0.01792261004447937
258,site.02.subj.0151.lab.2013232055.iso.1,0.9319522976875305
259,site.02.subj.0152.lab.2013232054.iso.1,0.9317045211791992
260,site.02.subj.0155.lab.2013232045.iso.1,0.9316017031669617
261,site.02.subj.0156.lab.2013232044.iso.1,0.9316017031669617
262,site.02.subj.0157.lab.2013232029.iso.1,0.9316017031669617
263,site.02.subj.0158.lab.2013232028.iso.1,0.9316017031669617
264,site.02.subj.0159.lab.2013232027.iso.1,0.9316017031669617
265,site.02.subj.0161.lab.2013232021.iso.1,0.9306278228759766
266,site.02.subj.0162.lab.2013232019.iso.1,0.9316017031669617
267,site.02.subj.0163.lab.2013232018.iso.1,0.9316017031669617
268,site.02.subj.0164.lab.2013232013.iso.1,0.9315794706344604
269,site.02.subj.0167.lab.2013232005.iso.1,0.9314776062965393
270,site.02.subj.0169.lab.2013232002.iso.1,0.9316017031669617
271,site.02.subj.0171.lab.2013231104.iso.1,0.9316017031669617
272,site.02.subj.0172.lab.2013231099.iso.1,0.9315794706344604
273,site.02.subj.0173.lab.2013231098.iso.1,0.9315794706344604
274,site.02.subj.0174.lab.2013231094.iso.1,0.9316017031669617
275,site.02.subj.0175.lab.2013231090.iso.1,0.018847346305847168
276,site.02.subj.0176.lab.2013231083.iso.1,0.9315794706344604
277,site.02.subj.0177.lab.2013231075.iso.1,0.9316017031669617
278,site.02.subj.0178.lab.2013231063.iso.1,0.018847674131393433
279,site.02.subj.0179.lab.2013231058.iso.1,0.9315794706344604
280,site.02.subj.0180.lab.2013231057.iso.1,0.9316017031669617
281,site.02.subj.0181.lab.2013231055.iso.1,0.9315794706344604
282,site.02.subj.0182.lab.2013222341.iso.1,0.018920809030532837
283,site.02.subj.0183.lab.2013222280.iso.1,0.03739205002784729
284,site.02.subj.0184.lab.2013222270.iso.1,0.9315794706344604
285,site.02.subj.0185.lab.2013222238.iso.1,0.9315794706344604
286,site.02.subj.0186.lab.2013222215.iso.1,0.01878225803375244
287,site.02.subj.0187.lab.2013222155.iso.1,0.9316272139549255
288,site.02.subj.0188.lab.2013222133.iso.1,0.000529557466506958
289,site.02.subj.0189.lab.2013222096.iso.1,0.9315794706344604
290,site.02.subj.0190.lab.2013222078.iso.1,0.5609499216079712
291,site.02.subj.0191.lab.2013221431.iso.1,0.9315794706344604
292,site.02.subj.0192.lab.2013221395.iso.1,0.9315794706344604
293,site.02.subj.0193.lab.2013221353.iso.1,0.9315794706344604
294,site.02.subj.0194.lab.2013221351.iso.1,0.9315794706344604
295,site.02.subj.0195.lab.2013221348.iso.1,0.9316017031669617
296,site.02.subj.0196.lab.2013221243.iso.1,0.9315794706344604
297,site.02.subj.0197.lab.2013221241.iso.1,0.9315794706344604
298,site.02.subj.0199.lab.2013221219.iso.1,0.9315794706344604
299,site.02.subj.0200.lab.2013221211.iso.1,0.09687474370002747
300,site.02.subj.0201.lab.2013221209.iso.1,0.9316017031669617
301,site.02.subj.0202.lab.2013221188.iso.1,0.018920809030532837
302,site.02.subj.0203.lab.2013221187.iso.1,0.9315794706344604
303,site.02.subj.0204.lab.2013221178.iso.1,0.9319741725921631
304,site.02.subj.0205.lab.2013221173.iso.1,0.9316017031669617
305,site.02.subj.0206.lab.2013221166.iso.1,0.9316017031669617
306,site.02.subj.0207.lab.2013221161.iso.1,0.9315794706344604
307,site.02.subj.0208.lab.2013221157.iso.1,0.9315794706344604
308,site.02.subj.0209.lab.2013221153.iso.1,0.9315794706344604
309,site.02.subj.0210.lab.2013221151.iso.1,0.9316017031669617
310,site.02.subj.0211.lab.2013221149.iso.1,0.9315794706344604
311,site.02.subj.0213.lab.2013221136.iso.1,0.9316017031669617
312,site.02.subj.0214.lab.2013221123.iso.1,0.9315794706344604
313,site.02.subj.0215.lab.2013221122.iso.1,0.9315794706344604
314,site.02.subj.0216.lab.2013221117.iso.1,0.9315794706344604
315,site.02.subj.0217.lab.2013221116.iso.1,0.9315794706344604
316,site.02.subj.0218.lab.2013221114.iso.1,0.9315794706344604
317,site.02.subj.0219.lab.2013221106.iso.1,0.9316017031669617
318,site.02.subj.0221.lab.2013221098.iso.1,0.9315793514251709
319,site.02.subj.0222.lab.2013221091.iso.1,0.9316017031669617
320,site.02.subj.0225.lab.2013221077.iso.1,0.9315794706344604
321,site.02.subj.0226.lab.2013221072.iso.1,0.9316017031669617
322,site.02.subj.0227.lab.2013221071.iso.1,0.9315794706344604
323,site.02.subj.0228.lab.2013221068.iso.1,0.011639118194580078
324,site.02.subj.0229.lab.2013221036.iso.1,0.9316017031669617
325,site.02.subj.0230.lab.2013221029.iso.1,0.9315794706344604
326,site.02.subj.0231.lab.2013221022.iso.1,0.9315794706344604
327,site.02.subj.0232.lab.2013221017.iso.1,0.9315794706344604
328,site.02.subj.0234.lab.2013221013.iso.1,0.9315794706344604
329,site.02.subj.0235.lab.2013221009.iso.1,0.9316017031669617
330,site.02.subj.0236.lab.2013221007.iso.1,0.9316017031669617
331,site.02.subj.0237.lab.2013221005.iso.1,0.018447905778884888
332,site.02.subj.0238.lab.2013201033.iso.1,0.01894482970237732
333,site.02.subj.0239.lab.2013241004.iso.1,0.9315794706344604
334,site.02.subj.0240.lab.2013241104.iso.1,0.9315794706344604
335,site.02.subj.0241.lab.2013241113.iso.1,0.9308136701583862
336,site.02.subj.0244.lab.2013241140.iso.1,0.9313861131668091
337,site.02.subj.0245.lab.2013241146.iso.1,0.9315794706344604
338,site.02.subj.0246.lab.2013241147.iso.1,0.932086706161499
339,site.02.subj.0247.lab.2013241149.iso.1,0.9315794706344604
340,site.02.subj.0248.lab.2013241158.iso.1,0.9315794706344604
341,site.02.subj.0250.lab.2013241183.iso.1,0.9316017031669617
342,site.02.subj.0251.lab.2013241190.iso.1,0.9310046434402466
343,site.02.subj.0252.lab.2013241197.iso.1,0.9315794706344604
344,site.02.subj.0253.lab.2013241261.iso.1,0.9332411289215088
345,site.02.subj.0254.lab.2013241270.iso.1,0.9315794706344604
346,site.02.subj.0255.lab.2013232008.iso.1,0.9315794706344604
347,site.02.subj.0256.lab.2013232012.iso.1,0.9316017031669617
348,site.02.subj.0257.lab.2013232046.iso.1,0.9316017031669617
349,site.02.subj.0258.lab.2013241201.iso.1,0.9316017031669617
350,site.02.subj.0259.lab.2013241214.iso.1,0.9315793514251709
351,site.02.subj.0260.lab.2013241217.iso.1,0.9315793514251709
352,site.02.subj.0261.lab.2013241219.iso.1,0.9316017031669617
353,site.02.subj.0262.lab.2013241223.iso.1,0.9316633939743042
354,site.02.subj.0263.lab.2013241234.iso.1,0.9315794706344604
355,site.02.subj.0264.lab.2013241237.iso.1,0.9315794706344604
356,site.02.subj.0265.lab.2013241256.iso.1,0.9316017031669617
357,site.02.subj.0266.lab.2013241257.iso.1,0.9315794706344604
358,site.02.subj.0269.lab.2014232012.iso.1,0.9315794706344604
359,site.02.subj.0271.lab.2014232014.iso.1,0.9316017031669617
360,site.02.subj.0272.lab.2014232015.iso.1,0.9316017031669617
361,site.02.subj.0273.lab.2014233003.iso.1,0.9315794706344604
362,site.02.subj.0274.lab.2014233004.iso.1,0.9316298961639404
363,site.02.subj.0276.lab.2014234023.iso.1,0.9316017031669617
364,site.02.subj.0279.lab.2014234027.iso.1,0.9315794706344604
365,site.02.subj.0283.lab.2014235015.iso.1,0.9315794706344604
366,site.02.subj.0285.lab.2014235023.iso.1,0.9315794706344604
367,site.02.subj.0287.lab.2014235026.iso.1,0.9316607713699341
368,site.02.subj.0288.lab.2014235031.iso.1,0.9316017031669617
369,site.02.subj.0289.lab.2014235036.iso.1,0.9315794706344604
370,site.02.subj.0290.lab.2014235037.iso.1,0.9315794706344604
371,site.02.subj.0291.lab.2014235040.iso.1,0.9316017031669617
372,site.02.subj.0292.lab.2014235041.iso.1,0.9315794706344604
373,site.02.subj.0294.lab.2014235045.iso.1,0.9316017031669617
374,site.02.subj.0297.lab.2014235072.iso.1,0.9316017031669617
375,site.02.subj.0298.lab.2014235082.iso.1,0.018922239542007446
376,site.02.subj.0299.lab.2014235084.iso.1,0.9316017031669617
377,site.02.subj.0300.lab.2014235098.iso.1,0.9316017031669617
378,site.02.subj.0301.lab.2014235099.iso.1,0.9315794706344604
379,site.02.subj.0302.lab.2014235100.iso.1,0.8639802932739258
380,site.02.subj.0303.lab.2015234029.iso.1,0.9316017031669617
381,site.02.subj.0304.lab.2015235176.iso.1,0.9315794706344604
382,site.02.subj.0306.lab.2015231001.iso.1,0.9320995807647705
