,Isolate,LEVOFLOXACIN
799,site.03.subj.11059.lab.IML-01031.iso.1,0.9179895520210266
800,site.03.subj.11064.lab.IML-00970.iso.1,0.9179896116256714
801,site.03.subj.11067.lab.IML-00980.iso.1,0.017901718616485596
802,site.03.subj.11068.lab.IML-00971.iso.1,0.9179896116256714
803,site.03.subj.11071.lab.IML-00997.iso.1,0.10800164937973022
804,site.03.subj.11077.lab.IML-00978.iso.1,0.017901718616485596
805,site.03.subj.11086.lab.IML-00871.iso.1,0.007915705442428589
806,site.03.subj.11088.lab.IML-00802.iso.1,0.017901718616485596
807,site.03.subj.11120.lab.IML-00804.iso.1,0.9179896116256714
808,site.03.subj.11129.lab.IML-01047.iso.1,0.9179896116256714
809,site.03.subj.11134.lab.IML-00807.iso.1,0.9179896116256714
810,site.03.subj.11138.lab.IML-00828.iso.1,0.9179896116256714
811,site.03.subj.11147.lab.IML-00809.iso.1,0.3245919346809387
812,site.03.subj.11156.lab.IML-00810.iso.1,0.004420489072799683
813,site.03.subj.11159.lab.IML-00811.iso.1,0.017901718616485596
814,site.03.subj.BOR-11256-15.lab.11256-15.iso.1,0.9179896116256714
815,site.03.subj.BOR-11409-15.lab.11409-15.iso.1,0.22856271266937256
816,site.03.subj.BOR-12632-16.lab.12632-16.iso.1,0.019519835710525513
817,site.03.subj.BOR-13128-14.lab.13128-14.iso.1,0.8388768434524536
818,site.03.subj.BOR-13462-16.lab.IML-00757.iso.1,0.019519835710525513
819,site.03.subj.BOR-13963-16.lab.13963-16.iso.1,0.9179896116256714
820,site.03.subj.BOR-14593-16.lab.IML-00767.iso.1,0.019519835710525513
821,site.03.subj.BOR-14594-16.lab.14594-16.iso.1,0.9249264001846313
822,site.03.subj.BOR-15233-15.lab.15233-15.iso.1,0.9242626428604126
823,site.03.subj.BOR-15436-15.lab.15436-15.iso.1,0.9179896116256714
824,site.03.subj.BOR-1557-15.lab.1557-15.iso.1,0.9179896116256714
825,site.03.subj.BOR-15652-15.lab.15652-15.iso.1,0.9179896116256714
826,site.03.subj.BOR-1696-17.lab.IML-00754.iso.1,0.9182637929916382
827,site.03.subj.BOR-17010158.lab.IML-00660.iso.1,0.9179896116256714
828,site.03.subj.BOR-18005495.lab.IML-00184.iso.1,0.9177937507629395
829,site.03.subj.BOR-18006632.lab.IML-00187.iso.1,0.6691973805427551
830,site.03.subj.BOR-18007016.lab.IML-00185.iso.1,0.9179895520210266
831,site.03.subj.BOR-18007433.lab.IML-00194.iso.1,0.9177936911582947
832,site.03.subj.BOR-18007765.lab.IML-00195.iso.1,0.9179896116256714
833,site.03.subj.BOR-18008261.lab.IML-00193.iso.1,0.07937398552894592
834,site.03.subj.BOR-18008706.lab.IML-01766.iso.1,0.8388768434524536
835,site.03.subj.BOR-18010989.lab.IML-00659.iso.1,0.9179896116256714
836,site.03.subj.BOR-18030011.lab.IML-01770.iso.1,0.9177937507629395
837,site.03.subj.BOR-19000036.lab.IML-01771.iso.1,0.9179896116256714
838,site.03.subj.BOR-19000362.lab.IML-01769.iso.1,0.9179896116256714
839,site.03.subj.BOR-19000369.lab.IML-01767.iso.1,0.9179896116256714
840,site.03.subj.BOR-2153-16.lab.2153-16.iso.1,0.07937398552894592
841,site.03.subj.BOR-2880-17.lab.IML-00657.iso.1,0.9242626428604126
842,site.03.subj.BOR-30079-18.lab.IML-00774.iso.1,0.07937398552894592
843,site.03.subj.BOR-3144-17.lab.IML-00764.iso.1,0.9182637929916382
844,site.03.subj.BOR-3566-15.lab.3566-15.iso.1,0.9179896116256714
845,site.03.subj.BOR-3777-17.lab.3777-17.iso.1,0.9179896116256714
846,site.03.subj.BOR-4077-17.lab.IML-00772.iso.1,0.9182637929916382
847,site.03.subj.BOR-4865-16.lab.4865-16.iso.1,0.9179896116256714
848,site.03.subj.BOR-5306-16.lab.5306-16.iso.1,0.9179896116256714
849,site.03.subj.BOR-6168-15.lab.6168-15.iso.1,0.9179896116256714
850,site.03.subj.BOR-6329-15.lab.6329-15.iso.1,0.9177937507629395
851,site.03.subj.BOR-6788-15.lab.6788-15.iso.1,0.017901718616485596
852,site.03.subj.BOR-6855-15.lab.6855-15.iso.1,0.9179896116256714
853,site.03.subj.BOR-6874-17.lab.6874-17.iso.1,0.9179896116256714
854,site.03.subj.BOR-6946-17.lab.6946-17.iso.1,0.017901718616485596
855,site.03.subj.BOR-7056-15.lab.7056-15.iso.1,0.9179896116256714
856,site.03.subj.BOR-7549-17.lab.IML-00752.iso.1,0.07937398552894592
857,site.03.subj.BOR-7771-16.lab.7771-16.iso.1,0.9185799360275269
858,site.03.subj.BOR-8036-18.lab.IML-00751.iso.1,0.017901718616485596
859,site.03.subj.BOR-8122-17.lab.8122.iso.1,0.9179896116256714
860,site.03.subj.BOR-8143-18.lab.IML-00750.iso.1,0.07937398552894592
861,site.03.subj.BOR-8669-17.lab.IML-00762.iso.1,0.07937398552894592
862,site.03.subj.BOR-8910-16.lab.9810-16.iso.1,0.8392047882080078
863,site.03.subj.BOR-899-17.lab.899-17.iso.1,0.9179895520210266
864,site.03.subj.BOR-9543-17.lab.IML-00776.iso.1,0.07937398552894592
865,site.03.subj.BOR3523-15.lab.3523-15.iso.1,0.9179896116256714
866,site.03.subj.DR-100.lab.IML-01099.iso.1,0.017901718616485596
867,site.03.subj.DR-103.lab.IML-01100.iso.1,0.017901718616485596
868,site.03.subj.DR-104.lab.IML-01110.iso.1,0.07937398552894592
869,site.03.subj.DR-105.lab.IML-01111.iso.1,0.08683717250823975
870,site.03.subj.DR-109.lab.IML-01101.iso.1,0.07937398552894592
871,site.03.subj.DR-111.lab.IML-01102.iso.1,0.017901718616485596
872,site.03.subj.DR-113.lab.IML-01103.iso.1,0.017901718616485596
873,site.03.subj.DR-118.lab.IML-01104.iso.1,0.017901718616485596
874,site.03.subj.DR-12.lab.IML-01061.iso.1,0.0173758864402771
875,site.03.subj.DR-121.lab.IML-01105.iso.1,0.08683717250823975
876,site.03.subj.DR-125.lab.IML-01112.iso.1,0.017865777015686035
877,site.03.subj.DR-127.lab.IML-01113.iso.1,0.017901718616485596
878,site.03.subj.DR-13.lab.IML-01062.iso.1,0.0173758864402771
879,site.03.subj.DR-132.lab.IML-01115.iso.1,0.07937398552894592
880,site.03.subj.DR-141.lab.IML-01116.iso.1,0.3245919346809387
881,site.03.subj.DR-142.lab.IML-01117.iso.1,0.017901718616485596
882,site.03.subj.DR-143.lab.IML-01118.iso.1,0.017901718616485596
883,site.03.subj.DR-145.lab.IML-01120.iso.1,0.017901718616485596
884,site.03.subj.DR-150.lab.IML-01122.iso.1,0.017901718616485596
885,site.03.subj.DR-153.lab.IML-01124.iso.1,0.0791206955909729
886,site.03.subj.DR-16.lab.IML-01064.iso.1,0.017901718616485596
887,site.03.subj.DR-161.lab.IML-01125.iso.1,0.07937398552894592
888,site.03.subj.DR-165.lab.IML-01126.iso.1,0.05493718385696411
889,site.03.subj.DR-168.lab.IML-01127.iso.1,0.018229305744171143
890,site.03.subj.DR-169.lab.IML-01128.iso.1,0.07937398552894592
891,site.03.subj.DR-17.lab.IML-01066.iso.1,0.017901718616485596
892,site.03.subj.DR-170.lab.IML-01129.iso.1,0.017901718616485596
893,site.03.subj.DR-172.lab.IML-01130.iso.1,0.017901718616485596
894,site.03.subj.DR-175.lab.IML-01131.iso.1,0.017901718616485596
895,site.03.subj.DR-176.lab.IML-01132.iso.1,0.017901718616485596
896,site.03.subj.DR-177.lab.IML-01133.iso.1,0.017901718616485596
897,site.03.subj.DR-180.lab.IML-01135.iso.1,0.08683717250823975
898,site.03.subj.DR-182.lab.IML-01136.iso.1,0.017865777015686035
899,site.03.subj.DR-185.lab.IML-01137.iso.1,0.07937398552894592
900,site.03.subj.DR-186.lab.IML-01138.iso.1,0.9179896116256714
901,site.03.subj.DR-189.lab.IML-01139.iso.1,0.017901718616485596
902,site.03.subj.DR-190.lab.IML-01140.iso.1,0.017901718616485596
903,site.03.subj.DR-191.lab.IML-01141.iso.1,0.32685142755508423
904,site.03.subj.DR-194.lab.IML-01142.iso.1,0.017901718616485596
905,site.03.subj.DR-199.lab.IML-01143.iso.1,0.3247588276863098
906,site.03.subj.DR-202.lab.IML-01147.iso.1,0.08683717250823975
907,site.03.subj.DR-205.lab.IML-01148.iso.1,0.07937398552894592
908,site.03.subj.DR-208.lab.IML-01145.iso.1,0.07937398552894592
909,site.03.subj.DR-211.lab.IML-01150.iso.1,0.07937398552894592
910,site.03.subj.DR-214.lab.IML-01146.iso.1,0.9179896116256714
911,site.03.subj.DR-22.lab.IML-01067.iso.1,0.017901718616485596
912,site.03.subj.DR-220.lab.IML-01153.iso.1,0.017901718616485596
913,site.03.subj.DR-221.lab.IML-01154.iso.1,0.07937398552894592
914,site.03.subj.DR-227.lab.IML-01156.iso.1,0.017901718616485596
915,site.03.subj.DR-228.lab.IML-01157.iso.1,0.07937398552894592
916,site.03.subj.DR-23.lab.IML-01087.iso.1,0.017901718616485596
917,site.03.subj.DR-231.lab.IML-01158.iso.1,0.07937398552894592
918,site.03.subj.DR-233.lab.IML-01193.iso.1,0.08683717250823975
919,site.03.subj.DR-236.lab.IML-01160.iso.1,0.017901718616485596
920,site.03.subj.DR-237.lab.IML-01161.iso.1,0.07937398552894592
921,site.03.subj.DR-238.lab.IML-01162.iso.1,0.017901718616485596
922,site.03.subj.DR-240.lab.IML-01163.iso.1,0.07937398552894592
923,site.03.subj.DR-241.lab.IML-01164.iso.1,0.017901718616485596
924,site.03.subj.DR-245.lab.IML-01166.iso.1,0.017901718616485596
925,site.03.subj.DR-254.lab.IML-01173.iso.1,0.07937398552894592
926,site.03.subj.DR-255.lab.IML-01174.iso.1,0.07994797825813293
927,site.03.subj.DR-257.lab.IML-01175.iso.1,0.017901718616485596
928,site.03.subj.DR-258.lab.IML-01194.iso.1,0.3245919346809387
929,site.03.subj.DR-26.lab.IML-01076.iso.1,0.07937398552894592
930,site.03.subj.DR-260.lab.IML-01176.iso.1,0.07937398552894592
931,site.03.subj.DR-269.lab.IML-01180.iso.1,0.07937398552894592
932,site.03.subj.DR-27.lab.IML-01086.iso.1,0.017901718616485596
933,site.03.subj.DR-270.lab.IML-01181.iso.1,0.017901718616485596
934,site.03.subj.DR-272.lab.IML-01182.iso.1,0.017901718616485596
935,site.03.subj.DR-274.lab.IML-01195.iso.1,0.07937398552894592
936,site.03.subj.DR-275.lab.IML-01183.iso.1,0.017901718616485596
937,site.03.subj.DR-276.lab.IML-01186.iso.1,0.017901718616485596
938,site.03.subj.DR-281.lab.IML-01188.iso.1,0.004420489072799683
939,site.03.subj.DR-283.lab.IML-01196.iso.1,0.07937398552894592
940,site.03.subj.DR-284.lab.IML-01189.iso.1,0.017901718616485596
941,site.03.subj.DR-285.lab.IML-01190.iso.1,0.07937398552894592
942,site.03.subj.DR-288.lab.IML-01191.iso.1,0.004417866468429565
943,site.03.subj.DR-29.lab.IML-01069.iso.1,0.08683717250823975
944,site.03.subj.DR-292.lab.IML-01197.iso.1,0.3245919346809387
945,site.03.subj.DR-3.lab.IML-01057.iso.1,0.017901718616485596
946,site.03.subj.DR-30.lab.IML-01070.iso.1,0.017901718616485596
947,site.03.subj.DR-305.lab.IML-01192.iso.1,0.004420489072799683
948,site.03.subj.DR-31.lab.IML-01071.iso.1,0.017901718616485596
949,site.03.subj.DR-314.lab.IML-01198.iso.1,0.004420489072799683
950,site.03.subj.DR-318.lab.IML-01199.iso.1,0.017901718616485596
951,site.03.subj.DR-320.lab.IML-01200.iso.1,0.08683717250823975
952,site.03.subj.DR-34.lab.IML-01072.iso.1,0.017901718616485596
953,site.03.subj.DR-35.lab.IML-01088.iso.1,0.07937398552894592
954,site.03.subj.DR-44.lab.IML-01077.iso.1,0.3245919346809387
955,site.03.subj.DR-47.lab.IML-01078.iso.1,0.3245919346809387
956,site.03.subj.DR-48.lab.IML-01073.iso.1,0.017901718616485596
957,site.03.subj.DR-49.lab.IML-01079.iso.1,0.0173758864402771
958,site.03.subj.DR-5.lab.IML-01058.iso.1,0.017901718616485596
959,site.03.subj.DR-51.lab.IML-01074.iso.1,0.017901718616485596
960,site.03.subj.DR-52.lab.IML-01080.iso.1,0.017901718616485596
961,site.03.subj.DR-54.lab.IML-01081.iso.1,0.017901718616485596
962,site.03.subj.DR-57.lab.IML-01082.iso.1,0.07937398552894592
963,site.03.subj.DR-58.lab.IML-01083.iso.1,0.017901718616485596
964,site.03.subj.DR-6.lab.IML-01059.iso.1,0.07937398552894592
965,site.03.subj.DR-63.lab.IML-01075.iso.1,0.017901718616485596
966,site.03.subj.DR-68.lab.IML-01084.iso.1,0.10800164937973022
967,site.03.subj.DR-69.lab.IML-01106.iso.1,0.07937398552894592
968,site.03.subj.DR-70.lab.IML-01085.iso.1,0.017901718616485596
969,site.03.subj.DR-73.lab.IML-01090.iso.1,0.07937398552894592
970,site.03.subj.DR-74.lab.IML-01107.iso.1,0.017901718616485596
971,site.03.subj.DR-75.lab.IML-01091.iso.1,0.017901718616485596
972,site.03.subj.DR-78.lab.IML-01108.iso.1,0.017901718616485596
973,site.03.subj.DR-79.lab.IML-01092.iso.1,0.017901718616485596
974,site.03.subj.DR-8.lab.IML-01060.iso.1,0.017901718616485596
975,site.03.subj.DR-81.lab.IML-01093.iso.1,0.07937398552894592
976,site.03.subj.DR-83.lab.IML-01094.iso.1,0.07937398552894592
977,site.03.subj.DR-91.lab.IML-01095.iso.1,0.08683717250823975
978,site.03.subj.DR-95.lab.IML-01097.iso.1,0.22856271266937256
979,site.03.subj.DR-97.lab.IML-01098.iso.1,0.017901718616485596
980,site.03.subj.DR-99.lab.IML-01109.iso.1,0.017901718616485596
981,site.03.subj.DS-10.lab.IML-01203.iso.1,0.9179896116256714
982,site.03.subj.DS-11.lab.IML-01217.iso.1,0.9179896116256714
983,site.03.subj.DS-122.lab.IML-01258.iso.1,0.9179896116256714
984,site.03.subj.DS-14.lab.IML-01204.iso.1,0.918127179145813
985,site.03.subj.DS-140.lab.IML-01261.iso.1,0.9179896116256714
986,site.03.subj.DS-141.lab.IML-01262.iso.1,0.9179896116256714
987,site.03.subj.DS-148.lab.IML-01264.iso.1,0.9237682223320007
988,site.03.subj.DS-150.lab.IML-01256.iso.1,0.9176318645477295
989,site.03.subj.DS-152.lab.IML-01266.iso.1,0.9242626428604126
990,site.03.subj.DS-153.lab.IML-01269.iso.1,0.9179895520210266
991,site.03.subj.DS-154.lab.IML-01268.iso.1,0.917047381401062
992,site.03.subj.DS-155.lab.IML-01241.iso.1,0.9182631969451904
993,site.03.subj.DS-157.lab.IML-01242.iso.1,0.9179896116256714
994,site.03.subj.DS-158.lab.IML-01243.iso.1,0.9179896116256714
995,site.03.subj.DS-16.lab.IML-01205.iso.1,0.9179896116256714
996,site.03.subj.DS-161.lab.IML-01246.iso.1,0.9182836413383484
997,site.03.subj.DS-164.lab.IML-01254.iso.1,0.9179896116256714
998,site.03.subj.DS-165.lab.IML-01255.iso.1,0.9250377416610718
999,site.03.subj.DS-20.lab.IML-01227.iso.1,0.9179896116256714
1000,site.03.subj.DS-23.lab.IML-01244.iso.1,0.9179829359054565
1001,site.03.subj.DS-24.lab.IML-01207.iso.1,0.07937398552894592
1002,site.03.subj.DS-25.lab.IML-01228.iso.1,0.9179896116256714
1003,site.03.subj.DS-31.lab.IML-01229.iso.1,0.9179896116256714
1004,site.03.subj.DS-33.lab.IML-01230.iso.1,0.9179896116256714
1005,site.03.subj.DS-36.lab.IML-01239.iso.1,0.9179896116256714
1006,site.03.subj.DS-37.lab.IML-01221.iso.1,0.9176976680755615
1007,site.03.subj.DS-39.lab.IML-01209.iso.1,0.9179896116256714
1008,site.03.subj.DS-40.lab.IML-01222.iso.1,0.017901718616485596
1009,site.03.subj.DS-41.lab.IML-01210.iso.1,0.8388768434524536
1010,site.03.subj.DS-42.lab.IML-01211.iso.1,0.9179896116256714
1011,site.03.subj.DS-45.lab.IML-01231.iso.1,0.9176976680755615
1012,site.03.subj.DS-48.lab.IML-01212.iso.1,0.9179896116256714
1013,site.03.subj.DS-49.lab.IML-01213.iso.1,0.9179896116256714
1014,site.03.subj.DS-52.lab.IML-01224.iso.1,0.8388768434524536
1015,site.03.subj.DS-53.lab.IML-01214.iso.1,0.9179896116256714
1016,site.03.subj.DS-55.lab.IML-01225.iso.1,0.9179896116256714
1017,site.03.subj.DS-61.lab.IML-01226.iso.1,0.9179896116256714
1018,site.03.subj.DS-66.lab.IML-01234.iso.1,0.017901718616485596
1019,site.03.subj.DS-67.lab.IML-01235.iso.1,0.9193053245544434
1020,site.03.subj.DS-68.lab.IML-01236.iso.1,0.9179896116256714
1021,site.03.subj.DS-8.lab.IML-01215.iso.1,0.9179896116256714
1022,site.03.subj.DS-9.lab.IML-01216.iso.1,0.9252875447273254
1023,site.03.subj.GB-74710002.lab.IML-01909.iso.1,0.9177936911582947
1024,site.03.subj.GB-80120019.lab.IML-00745.iso.1,0.9179896116256714
1025,site.03.subj.GB-80850040.lab.IML-00748.iso.1,0.9249264001846313
1026,site.03.subj.GB-81040190.lab.IML-00744.iso.1,0.9179896116256714
1027,site.03.subj.GB-81060057.lab.81060057.iso.1,0.918127179145813
1028,site.03.subj.GB-81150105.lab.IML-00746.iso.1,0.8388768434524536
1029,site.03.subj.GB-81510001.lab.IML-01906.iso.1,0.9178817272186279
1030,site.03.subj.GB-81510095.lab.81510095.iso.1,0.9179896116256714
1031,site.03.subj.GB-81840117.lab.81840117.iso.1,0.9179896116256714
1032,site.03.subj.GB-81950140.lab.81950140.iso.1,0.07937398552894592
1033,site.03.subj.GB-82160050.lab.82160050.iso.1,0.9249264001846313
1034,site.03.subj.GB-82250026.lab.82250026.iso.1,0.8388768434524536
1035,site.03.subj.GB-82250175.lab.IML-01455.iso.1,0.9179896116256714
1036,site.03.subj.GB-82270124.lab.82270124.iso.1,0.9242626428604126
1037,site.03.subj.GB-82340035.lab.82340035.iso.1,0.8388768434524536
1038,site.03.subj.GB-82350026.lab.82350026.iso.1,0.9179896116256714
1039,site.03.subj.GB-82410025.lab.GB-82410025.iso.1,0.9179896116256714
1040,site.03.subj.GB-82420075.lab.82420075.iso.1,0.8985661268234253
1041,site.03.subj.GB-82420148.lab.82420148.iso.1,0.9177937507629395
1042,site.03.subj.GB-82440038.lab.82440038.iso.1,0.9179896116256714
1043,site.03.subj.GB-82440157.lab.82440157.iso.1,0.9179896116256714
1044,site.03.subj.GB-82450184.lab.82450184.iso.1,0.9177937507629395
1045,site.03.subj.GB-82460003.lab.82460003.iso.1,0.8388768434524536
1046,site.03.subj.GB-82520079.lab.82520079.iso.1,0.9179896116256714
1047,site.03.subj.GB-82520097.lab.82520097.iso.1,0.9182562828063965
1048,site.03.subj.GB-82540002.lab.82540002.iso.1,0.8388768434524536
1049,site.03.subj.GB-82540060.lab.82540060.iso.1,0.9179896116256714
1050,site.03.subj.GB-82540099.lab.82540099.iso.1,0.9179896116256714
1051,site.03.subj.GB-82540135.lab.82540135.iso.1,0.9179896116256714
1052,site.03.subj.GB-82550142.lab.82550142.iso.1,0.9179896116256714
1053,site.03.subj.GB-82560048.lab.82560048.iso.1,0.9184023141860962
1054,site.03.subj.GB-82610010.lab.IML-01449.iso.1,0.9179895520210266
1055,site.03.subj.GB-82610078.lab.82610078.iso.1,0.8388767838478088
1056,site.03.subj.GB-82620076.lab.82620076.iso.1,0.8388768434524536
1057,site.03.subj.GB-82620147.lab.82620147.iso.1,0.9179896116256714
1058,site.03.subj.GB-82630040.lab.82630040.iso.1,0.917497992515564
1059,site.03.subj.GB-82640051.lab.82640051.iso.1,0.9179896116256714
1060,site.03.subj.GB-82640168.lab.82640168.iso.1,0.9249264001846313
1061,site.03.subj.GB-82640169.lab.82640169.iso.1,0.8599782586097717
1062,site.03.subj.GB-82650003.lab.82650003.iso.1,0.9184641242027283
1063,site.03.subj.GB-82660031.lab.82660031.iso.1,0.9179896116256714
1064,site.03.subj.GB-82730002.lab.82730002.iso.1,0.9179896116256714
1065,site.03.subj.GB-82740128.lab.82740128.iso.1,0.9191873669624329
1066,site.03.subj.GB-82750091.lab.82750091.iso.1,0.9179896116256714
1067,site.03.subj.GB-82760043.lab.82760043.iso.1,0.9179896116256714
1068,site.03.subj.GB-82810059.lab.82810059.iso.1,0.8388768434524536
1069,site.03.subj.GB-82820012.lab.IML-00459.iso.1,0.9179896116256714
1070,site.03.subj.GB-82820055.lab.82820055.iso.1,0.9249264001846313
1071,site.03.subj.GB-82820095.lab.82820095.iso.1,0.9179896116256714
1072,site.03.subj.GB-82830069.lab.82830069.iso.1,0.8394923210144043
1073,site.03.subj.GB-82830070.lab.GB-82830070.iso.1,0.9179896116256714
1074,site.03.subj.GB-82840091.lab.82840091.iso.1,0.9179896116256714
1075,site.03.subj.GB-82840106.lab.82840106.iso.1,0.9179896116256714
1076,site.03.subj.GB-82840118.lab.82840118.iso.1,0.9179896116256714
1077,site.03.subj.GB-82910029.lab.82910029.iso.1,0.8388768434524536
1078,site.03.subj.GB-82920145.lab.82920145.iso.1,0.9179896116256714
1079,site.03.subj.GB-82930065.lab.82930065.iso.1,0.9179896116256714
1080,site.03.subj.GB-82940003.lab.82940003.iso.1,0.9179896116256714
1081,site.03.subj.GB-82940065.lab.82940065.iso.1,0.9179896116256714
1082,site.03.subj.GB-82950051.lab.82950051.iso.1,0.9179896116256714
1083,site.03.subj.GB-82960015.lab.82960015.iso.1,0.9179896116256714
1084,site.03.subj.GB-83020044.lab.83020044.iso.1,0.9179896116256714
1085,site.03.subj.GB-83030041.lab.83030041.iso.1,0.9179896116256714
1086,site.03.subj.GB-83030096.lab.83030096.iso.1,0.9179895520210266
1087,site.03.subj.GB-83040076.lab.83040076.iso.1,0.9179895520210266
1088,site.03.subj.GB-83040086.lab.83040086.iso.1,0.9184641242027283
1089,site.03.subj.GB-83040121.lab.83040121.iso.1,0.9251238703727722
1090,site.03.subj.GB-83040125.lab.BG-83040125.iso.1,0.9169910550117493
1091,site.03.subj.GB-83120058.lab.83120058.iso.1,0.8388768434524536
1092,site.03.subj.GB-83130038.lab.83130038.iso.1,0.9179896116256714
1093,site.03.subj.GB-83130107.lab.83130107.iso.1,0.8985661268234253
1094,site.03.subj.GB-83140053.lab.83140053.iso.1,0.8388768434524536
1095,site.03.subj.GB-83140059.lab.83140059.iso.1,0.9179896116256714
1096,site.03.subj.GB-83140083.lab.83140083.iso.1,0.9179896116256714
1097,site.03.subj.GB-83140118.lab.83140118.iso.1,0.9179896116256714
1098,site.03.subj.GB-83210018.lab.83210018.iso.1,0.9179896116256714
1099,site.03.subj.GB-83210078.lab.83210078.iso.1,0.8388768434524536
1100,site.03.subj.GB-832200133.lab.832200133.iso.1,0.8383990526199341
1101,site.03.subj.GB-83220129.lab.83220129.iso.1,0.8389805555343628
1102,site.03.subj.GB-83220131.lab.83220131.iso.1,0.9179896116256714
1103,site.03.subj.GB-83230006.lab.83230006.iso.1,0.8388768434524536
1104,site.03.subj.GB-83230008.lab.83230008.iso.1,0.8388768434524536
1105,site.03.subj.GB-83230086.lab.GB-83230086.iso.1,0.8388768434524536
1106,site.03.subj.GB-83230131.lab.83230131.iso.1,0.9177486300468445
1107,site.03.subj.GB-83240001.lab.83240001.iso.1,0.9177937507629395
1108,site.03.subj.GB-83240055.lab.GB-83240055.iso.1,0.9177937507629395
1109,site.03.subj.GB-83240060.lab.GB-83240060.iso.1,0.9249264001846313
1110,site.03.subj.GB-83250007.lab.83250007.iso.1,0.9176396131515503
1111,site.03.subj.GB-83260035.lab.83260035.iso.1,0.9179896116256714
1112,site.03.subj.GB-83260036.lab.83260036.iso.1,0.9179896116256714
1113,site.03.subj.GB-83310031.lab.83310031.iso.1,0.9179896116256714
1114,site.03.subj.GB-83320067.lab.83320067.iso.1,0.9179896116256714
1115,site.03.subj.GB-83340002.lab.83340002.iso.1,0.9175517559051514
1116,site.03.subj.GB-83340034.lab.83340034.iso.1,0.9179896116256714
1117,site.03.subj.GB-83340053.lab.83340053.iso.1,0.9179896116256714
1118,site.03.subj.GB-83340057.lab.GB-83340057.iso.1,0.9179895520210266
1119,site.03.subj.GB-83350064.lab.83350064.iso.1,0.9177528619766235
1120,site.03.subj.GB-83350073.lab.83350073.iso.1,0.9179896116256714
1121,site.03.subj.GB-83350075.lab.83350075.iso.1,0.07937398552894592
1122,site.03.subj.GB-83350076.lab.83350076.iso.1,0.017901718616485596
1123,site.03.subj.GB-83360003.lab.83360003.iso.1,0.8388768434524536
1124,site.03.subj.GB-83360004.lab.83360004.iso.1,0.9179896116256714
1125,site.03.subj.GB-83410084.lab.GB-83410084.iso.1,0.9179896116256714
1126,site.03.subj.GB-83420030.lab.83420030.iso.1,0.9179896116256714
1127,site.03.subj.GB-83420081.lab.GB-83420081.iso.1,0.9181849956512451
1128,site.03.subj.GB-83420097.lab.83420097.iso.1,0.8388768434524536
1129,site.03.subj.GB-83420116.lab.GB-83420116.iso.1,0.9179896116256714
1130,site.03.subj.GB-83450017.lab.83450017.iso.1,0.9179896116256714
1131,site.03.subj.GB-83450040.lab.83450040.iso.1,0.9179896116256714
1132,site.03.subj.GB-83450045.lab.83450045.iso.1,0.9173376560211182
1133,site.03.subj.GB-83510009.lab.GB-83510009.iso.1,0.9193780422210693
1134,site.03.subj.GB-83510073.lab.83510073.iso.1,0.9177937507629395
1135,site.03.subj.GB-83510074.lab.83510074.iso.1,0.9242626428604126
1136,site.03.subj.GB-83520016.lab.83520016.iso.1,0.918131947517395
1137,site.03.subj.GB-83520074.lab.83520074.iso.1,0.8388768434524536
1138,site.03.subj.GB-83540001.lab.83540001.iso.1,0.8388768434524536
1139,site.03.subj.GB-83540075.lab.83540075.iso.1,0.9179896116256714
1140,site.03.subj.GB-83540087.lab.GB-83540087.iso.1,0.918127179145813
1141,site.03.subj.GB-83560012.lab.83560012.iso.1,0.9179896116256714
1142,site.03.subj.GB-83610010.lab.83610010.iso.1,0.9179896116256714
1143,site.03.subj.GB-83620041.lab.83620041.iso.1,0.8388768434524536
1144,site.03.subj.GB-83630060.lab.83630060.iso.1,0.9179896116256714
1145,site.03.subj.GB-83640015.lab.GB-83640015.iso.1,0.9179896116256714
1146,site.03.subj.GB-83640118.lab.83640118.iso.1,0.9179896116256714
1147,site.03.subj.GB-83650053.lab.83650053.iso.1,0.9179896116256714
1148,site.03.subj.GB-83710009.lab.GB-83710009.iso.1,0.9179896116256714
1149,site.03.subj.GB-83710064.lab.83710064.iso.1,0.9179896116256714
1150,site.03.subj.GB-83720025.lab.83720025.iso.1,0.9179895520210266
1151,site.03.subj.GB-83740052.lab.83740052.iso.1,0.9179895520210266
1152,site.03.subj.GB-83740101.lab.83740101.iso.1,0.9179896116256714
1153,site.03.subj.GB-83750020.lab.GB-83750020.iso.1,0.9179896116256714
1154,site.03.subj.GB-83750038.lab.83750038.iso.1,0.918127179145813
1155,site.03.subj.GB-83750042.lab.83750042.iso.1,0.9179896116256714
1156,site.03.subj.GB-83760009.lab.GB-83760009.iso.1,0.8388768434524536
1157,site.03.subj.GB-83810022.lab.83810022.iso.1,0.9179896116256714
1158,site.03.subj.GB-83820146.lab.83820146.iso.1,0.9179896116256714
1159,site.03.subj.GB-83820148.lab.83820148.iso.1,0.9183213710784912
1160,site.03.subj.GB-83830009.lab.GB-83830009.iso.1,0.9179896116256714
1161,site.03.subj.GB-83830125.lab.83830125.iso.1,0.9182267189025879
1162,site.03.subj.GB-83830126.lab.83830126.iso.1,0.8388768434524536
1163,site.03.subj.GB-83840008.lab.IML-01807.iso.1,0.9179896116256714
1164,site.03.subj.GB-83840133.lab.83840133.iso.1,0.9179896116256714
1165,site.03.subj.GB-83850123.lab.GB-83850123.iso.1,0.9179896116256714
