,Isolate,LEVOFLOXACIN
125,site.02.subj.0043.lab.2015231007.iso.1,0.9179896116256714
126,site.02.subj.0044.lab.2015231009.iso.1,0.9179895520210266
127,site.02.subj.0046.lab.2015231016.iso.1,0.9179895520210266
128,site.02.subj.0047.lab.2015231017.iso.1,0.9179896116256714
129,site.02.subj.0049.lab.2015232027.iso.1,0.9179896116256714
130,site.02.subj.0050.lab.2015232028.iso.1,0.9179896116256714
131,site.02.subj.0051.lab.22A001.iso.1,0.9180583953857422
132,site.02.subj.0053.lab.22A003.iso.1,0.08714145421981812
133,site.02.subj.0054.lab.22A004.iso.1,0.9179896116256714
134,site.02.subj.0055.lab.22A005.iso.1,0.017669379711151123
135,site.02.subj.0056.lab.22A006.iso.1,0.9179896116256714
136,site.02.subj.0057.lab.22A007.iso.1,0.017901718616485596
137,site.02.subj.0058.lab.22A008.iso.1,0.08683717250823975
138,site.02.subj.0059.lab.22A009.iso.1,0.9179896116256714
139,site.02.subj.0061.lab.22A011.iso.1,0.017901718616485596
140,site.02.subj.0062.lab.22A012.iso.1,0.017901718616485596
141,site.02.subj.0063.lab.22A013.iso.1,0.9179896116256714
142,site.02.subj.0064.lab.22A014.iso.1,0.3245919346809387
143,site.02.subj.0066.lab.22A016.iso.1,0.9180202484130859
144,site.02.subj.0067.lab.22A017.iso.1,0.017901718616485596
145,site.02.subj.0069.lab.22A019.iso.1,0.07937398552894592
146,site.02.subj.0070.lab.22A021.iso.1,0.8802759647369385
147,site.02.subj.0072.lab.22A023.iso.1,0.9179896116256714
148,site.02.subj.0073.lab.22A025.iso.1,0.9179896116256714
149,site.02.subj.0075.lab.22A027.iso.1,0.9179896116256714
150,site.02.subj.0076.lab.22A028.iso.1,0.9179896116256714
151,site.02.subj.0077.lab.22A029.iso.1,0.08683717250823975
152,site.02.subj.0078.lab.22A030.iso.1,0.3245919346809387
153,site.02.subj.0081.lab.22A032.iso.1,0.017901718616485596
154,site.02.subj.0083.lab.22A034.iso.1,0.9179896116256714
155,site.02.subj.0086.lab.22A038.iso.1,0.9179896116256714
156,site.02.subj.0087.lab.22A039.iso.1,0.011395573616027832
157,site.02.subj.0089.lab.22A041.iso.1,0.9179896116256714
158,site.02.subj.0090.lab.22A042.iso.1,0.9179895520210266
159,site.02.subj.0091.lab.22A043.iso.1,0.32459187507629395
160,site.02.subj.0092.lab.22A044.iso.1,0.9179896116256714
161,site.02.subj.0093.lab.22A045.iso.1,0.9179896116256714
162,site.02.subj.0094.lab.22A046.iso.1,0.9181004762649536
163,site.02.subj.0095.lab.22A047.iso.1,0.004420489072799683
164,site.02.subj.0096.lab.22A048.iso.1,0.9180583953857422
165,site.02.subj.0097.lab.22A049.iso.1,0.017901718616485596
166,site.02.subj.0098.lab.22A050.iso.1,0.07940340042114258
167,site.02.subj.0100.lab.22A052.iso.1,0.9179896116256714
168,site.02.subj.0101.lab.22A054.iso.1,0.9179896116256714
169,site.02.subj.0102.lab.22A055.iso.1,0.918127179145813
170,site.02.subj.0103.lab.22A056.iso.1,0.9179896116256714
171,site.02.subj.0104.lab.22A057.iso.1,0.07942140102386475
172,site.02.subj.0106.lab.22A060.iso.1,0.9180202484130859
173,site.02.subj.0108.lab.22A062.iso.1,0.9179896116256714
174,site.02.subj.0109.lab.22A063.iso.1,0.9179896116256714
175,site.02.subj.0110.lab.22A064.iso.1,0.9210498332977295
176,site.02.subj.0112.lab.22A066.iso.1,0.9179896116256714
177,site.02.subj.0113.lab.22A067.iso.1,0.918127179145813
178,site.02.subj.0114.lab.22A068.iso.1,0.017901718616485596
179,site.02.subj.0115.lab.22A069.iso.1,0.9179896116256714
180,site.02.subj.0116.lab.22A070.iso.1,0.017901718616485596
181,site.02.subj.0117.lab.22A071.iso.1,0.07937398552894592
182,site.02.subj.0118.lab.22A072.iso.1,0.9185467958450317
183,site.02.subj.0120.lab.22A074.iso.1,0.9179896116256714
184,site.02.subj.0121.lab.22A075.iso.1,0.1077321469783783
185,site.02.subj.0122.lab.22A076.iso.1,0.07945343852043152
186,site.02.subj.0124.lab.22A078.iso.1,0.07937398552894592
187,site.02.subj.0125.lab.22A079.iso.1,0.07937398552894592
188,site.02.subj.0126.lab.22A080.iso.1,0.07937398552894592
189,site.02.subj.0127.lab.22A082.iso.1,0.9177073240280151
190,site.02.subj.0131.lab.22A086.iso.1,0.9179895520210266
191,site.02.subj.0132.lab.22A087.iso.1,0.07942134141921997
192,site.02.subj.0133.lab.22A088.iso.1,0.9179896116256714
193,site.02.subj.0134.lab.22A089.iso.1,0.017669379711151123
194,site.02.subj.0135.lab.22A090.iso.1,0.017901718616485596
195,site.02.subj.0137.lab.22A093.iso.1,0.9179896116256714
196,site.02.subj.0138.lab.22A094.iso.1,0.9179896116256714
197,site.02.subj.0139.lab.22A095.iso.1,0.9179896116256714
198,site.02.subj.0143.lab.2013232134.iso.1,0.9179896116256714
199,site.02.subj.0145.lab.2013232124.iso.1,0.9179896116256714
200,site.02.subj.0146.lab.2013232121.iso.1,0.9179896116256714
201,site.02.subj.0147.lab.2013232118.iso.1,0.9179896116256714
202,site.02.subj.0148.lab.2013232067.iso.1,0.9179896116256714
203,site.02.subj.0149.lab.2013232062.iso.1,0.9179896116256714
204,site.02.subj.0150.lab.2013232061.iso.1,0.9222338199615479
205,site.02.subj.0152.lab.2013232054.iso.1,0.9179896116256714
206,site.02.subj.0155.lab.2013232045.iso.1,0.9179896116256714
207,site.02.subj.0156.lab.2013232044.iso.1,0.9179896116256714
208,site.02.subj.0157.lab.2013232029.iso.1,0.9186773300170898
209,site.02.subj.0158.lab.2013232028.iso.1,0.918127179145813
210,site.02.subj.0159.lab.2013232027.iso.1,0.9179896116256714
211,site.02.subj.0161.lab.2013232021.iso.1,0.9179896116256714
212,site.02.subj.0162.lab.2013232019.iso.1,0.918127179145813
213,site.02.subj.0163.lab.2013232018.iso.1,0.9178916811943054
214,site.02.subj.0164.lab.2013232013.iso.1,0.9179896116256714
215,site.02.subj.0168.lab.2013232003.iso.1,0.9179896116256714
216,site.02.subj.0169.lab.2013232002.iso.1,0.9179896116256714
217,site.02.subj.0172.lab.2013231099.iso.1,0.9179896116256714
218,site.02.subj.0173.lab.2013231098.iso.1,0.9179896116256714
219,site.02.subj.0174.lab.2013231094.iso.1,0.918127179145813
220,site.02.subj.0175.lab.2013231090.iso.1,0.9179896116256714
221,site.02.subj.0176.lab.2013231083.iso.1,0.9179896116256714
222,site.02.subj.0177.lab.2013231075.iso.1,0.9179895520210266
223,site.02.subj.0178.lab.2013231063.iso.1,0.9179895520210266
224,site.02.subj.0179.lab.2013231058.iso.1,0.9179896116256714
225,site.02.subj.0181.lab.2013231055.iso.1,0.9179896116256714
226,site.02.subj.0182.lab.2013222341.iso.1,0.32369565963745117
227,site.02.subj.0183.lab.2013222280.iso.1,0.9179896116256714
228,site.02.subj.0184.lab.2013222270.iso.1,0.9179896116256714
229,site.02.subj.0185.lab.2013222238.iso.1,0.9179896116256714
230,site.02.subj.0186.lab.2013222215.iso.1,0.9178153276443481
231,site.02.subj.0187.lab.2013222155.iso.1,0.9184054136276245
232,site.02.subj.0188.lab.2013222133.iso.1,0.917920708656311
233,site.02.subj.0189.lab.2013222096.iso.1,0.9179896116256714
234,site.02.subj.0190.lab.2013222078.iso.1,0.9179896116256714
235,site.02.subj.0191.lab.2013221431.iso.1,0.9179896116256714
236,site.02.subj.0192.lab.2013221395.iso.1,0.9179896116256714
237,site.02.subj.0193.lab.2013221353.iso.1,0.9179896116256714
238,site.02.subj.0195.lab.2013221348.iso.1,0.918127179145813
239,site.02.subj.0196.lab.2013221243.iso.1,0.9179896116256714
240,site.02.subj.0197.lab.2013221241.iso.1,0.9179896116256714
241,site.02.subj.0199.lab.2013221219.iso.1,0.9179896116256714
242,site.02.subj.0200.lab.2013221211.iso.1,0.017901718616485596
243,site.02.subj.0201.lab.2013221209.iso.1,0.918127179145813
244,site.02.subj.0202.lab.2013221188.iso.1,0.9180202484130859
245,site.02.subj.0205.lab.2013221173.iso.1,0.9182653427124023
246,site.02.subj.0206.lab.2013221166.iso.1,0.917921781539917
247,site.02.subj.0207.lab.2013221161.iso.1,0.9179643392562866
248,site.02.subj.0208.lab.2013221157.iso.1,0.9179896116256714
249,site.02.subj.0209.lab.2013221153.iso.1,0.9179896116256714
250,site.02.subj.0210.lab.2013221151.iso.1,0.918127179145813
251,site.02.subj.0211.lab.2013221149.iso.1,0.9180933237075806
252,site.02.subj.0212.lab.2013221142.iso.1,0.9179896116256714
253,site.02.subj.0213.lab.2013221136.iso.1,0.3508536219596863
254,site.02.subj.0214.lab.2013221123.iso.1,0.9179895520210266
255,site.02.subj.0215.lab.2013221122.iso.1,0.9179895520210266
256,site.02.subj.0217.lab.2013221116.iso.1,0.9179896116256714
257,site.02.subj.0219.lab.2013221106.iso.1,0.918127179145813
258,site.02.subj.0221.lab.2013221098.iso.1,0.9179896116256714
259,site.02.subj.0222.lab.2013221091.iso.1,0.918127179145813
260,site.02.subj.0226.lab.2013221072.iso.1,0.9179896116256714
261,site.02.subj.0227.lab.2013221071.iso.1,0.9178353548049927
262,site.02.subj.0229.lab.2013221036.iso.1,0.918127179145813
263,site.02.subj.0230.lab.2013221029.iso.1,0.9179896116256714
264,site.02.subj.0231.lab.2013221022.iso.1,0.9179896116256714
265,site.02.subj.0232.lab.2013221017.iso.1,0.9179896116256714
266,site.02.subj.0234.lab.2013221013.iso.1,0.9181004762649536
267,site.02.subj.0235.lab.2013221009.iso.1,0.9175242185592651
268,site.02.subj.0236.lab.2013221007.iso.1,0.918127179145813
269,site.02.subj.0237.lab.2013221005.iso.1,0.9179896116256714
270,site.02.subj.0238.lab.2013201033.iso.1,0.011395573616027832
271,site.02.subj.0239.lab.2013241004.iso.1,0.9179896116256714
272,site.02.subj.0240.lab.2013241104.iso.1,0.9179896116256714
273,site.02.subj.0241.lab.2013241113.iso.1,0.9180158972740173
274,site.02.subj.0244.lab.2013241140.iso.1,0.9179896116256714
275,site.02.subj.0245.lab.2013241146.iso.1,0.9179896116256714
276,site.02.subj.0246.lab.2013241147.iso.1,0.9179896116256714
277,site.02.subj.0248.lab.2013241158.iso.1,0.9179896116256714
278,site.02.subj.0249.lab.2103241181.iso.1,0.918127179145813
279,site.02.subj.0251.lab.2013241190.iso.1,0.9179896116256714
280,site.02.subj.0252.lab.2013241197.iso.1,0.9179896116256714
281,site.02.subj.0253.lab.2013241261.iso.1,0.9183985590934753
282,site.02.subj.0254.lab.2013241270.iso.1,0.9179896116256714
283,site.02.subj.0255.lab.2013232008.iso.1,0.9179896116256714
284,site.02.subj.0256.lab.2013232012.iso.1,0.918127179145813
285,site.02.subj.0257.lab.2013232046.iso.1,0.9179896116256714
286,site.02.subj.0258.lab.2013241201.iso.1,0.9181270599365234
287,site.02.subj.0259.lab.2013241214.iso.1,0.9179895520210266
288,site.02.subj.0260.lab.2013241217.iso.1,0.9179896116256714
289,site.02.subj.0261.lab.2013241219.iso.1,0.9179896116256714
290,site.02.subj.0262.lab.2013241223.iso.1,0.9179896116256714
291,site.02.subj.0263.lab.2013241234.iso.1,0.9179896116256714
292,site.02.subj.0264.lab.2013241237.iso.1,0.9179896116256714
293,site.02.subj.0265.lab.2013241256.iso.1,0.9179896116256714
294,site.02.subj.0266.lab.2013241257.iso.1,0.9179896116256714
295,site.02.subj.0268.lab.2014232011.iso.1,0.9179896116256714
296,site.02.subj.0269.lab.2014232012.iso.1,0.9179896116256714
297,site.02.subj.0271.lab.2014232014.iso.1,0.32503801584243774
298,site.02.subj.0272.lab.2014232015.iso.1,0.9179896116256714
299,site.02.subj.0274.lab.2014233004.iso.1,0.9179896116256714
300,site.02.subj.0276.lab.2014234023.iso.1,0.918127179145813
301,site.02.subj.0279.lab.2014234027.iso.1,0.9179896116256714
302,site.02.subj.0285.lab.2014235023.iso.1,0.9179896116256714
303,site.02.subj.0288.lab.2014235031.iso.1,0.9179896116256714
304,site.02.subj.0289.lab.2014235036.iso.1,0.9179896116256714
305,site.02.subj.0290.lab.2014235037.iso.1,0.9184393882751465
306,site.02.subj.0291.lab.2014235040.iso.1,0.9179896116256714
307,site.02.subj.0292.lab.2014235041.iso.1,0.9190975427627563
308,site.02.subj.0294.lab.2014235045.iso.1,0.9179896116256714
309,site.02.subj.0297.lab.2014235072.iso.1,0.9179896116256714
310,site.02.subj.0298.lab.2014235082.iso.1,0.9179896116256714
311,site.02.subj.0299.lab.2014235084.iso.1,0.9179896116256714
312,site.02.subj.0300.lab.2014235098.iso.1,0.918127179145813
313,site.02.subj.0301.lab.2014235099.iso.1,0.9178353548049927
314,site.02.subj.0302.lab.2014235100.iso.1,0.9179896116256714
315,site.02.subj.0303.lab.2015234029.iso.1,0.9179896116256714
316,site.02.subj.0304.lab.2015235176.iso.1,0.9179896116256714
317,site.02.subj.0306.lab.2015231001.iso.1,0.9179896116256714
318,site.02.subj.0307.lab.2015232032.iso.1,0.9181270599365234
319,site.02.subj.0311.lab.2015232077.iso.1,0.9179895520210266
320,site.02.subj.0314.lab.2015233007.iso.1,0.918127179145813
321,site.02.subj.0315.lab.2015234018.iso.1,0.918127179145813
322,site.02.subj.0316.lab.2015234024.iso.1,0.9179896116256714
323,site.02.subj.0318.lab.2015234027.iso.1,0.9179896116256714
324,site.02.subj.0319.lab.2015234033.iso.1,0.9179896116256714
325,site.02.subj.0320.lab.2015234037.iso.1,0.9170446395874023
326,site.02.subj.0321.lab.2015234038.iso.1,0.918127179145813
327,site.02.subj.0323.lab.2015234049.iso.1,0.9177723526954651
328,site.02.subj.0325.lab.2015251030.iso.1,0.9179896116256714
329,site.02.subj.0326.lab.2015251043.iso.1,0.9184823036193848
330,site.02.subj.0327.lab.2015235069.iso.1,0.9179896116256714
331,site.02.subj.0331.lab.2015235162.iso.1,0.9179896116256714
332,site.02.subj.0335.lab.2014235053.iso.1,0.9179896116256714
333,site.02.subj.0336.lab.2014235054.iso.1,0.9179896116256714
334,site.02.subj.0340.lab.222054-14.iso.1,0.9177073240280151
335,site.02.subj.0341.lab.235097-15.iso.1,0.918127179145813
336,site.02.subj.0344.lab.235117-15.iso.1,0.07953763008117676
337,site.02.subj.0345.lab.234051-15.iso.1,0.918127179145813
338,site.02.subj.0347.lab.231019-15.iso.1,0.9179896116256714
339,site.02.subj.0348.lab.232031-15.iso.1,0.9170446395874023
340,site.02.subj.0353.lab.235092-15.iso.1,0.017942219972610474
341,site.02.subj.0354.lab.235118-15.iso.1,0.9179896116256714
342,site.02.subj.0356.lab.235074-14.iso.1,0.9179896116256714
343,site.02.subj.0362.lab.233013-14.iso.1,0.9179896116256714
344,site.02.subj.0363.lab.235089-14.iso.1,0.9179896116256714
345,site.02.subj.0364.lab.231002-14.iso.1,0.9179896116256714
346,site.02.subj.0365.lab.231012-14.iso.1,0.918127179145813
347,site.02.subj.0369.lab.222026-14.iso.1,0.9182634353637695
348,site.02.subj.0372.lab.231004-14.iso.1,0.9179896116256714
349,site.02.subj.0373.lab.233006-14.iso.1,0.9179896116256714
350,site.02.subj.0375.lab.222032-14.iso.1,0.9181270599365234
351,site.02.subj.0379.lab.232022-15.iso.1,0.9175242185592651
352,site.02.subj.0380.lab.251023-15.iso.1,0.918127179145813
353,site.02.subj.0381.lab.234012-14.iso.1,0.9185571074485779
354,site.02.subj.0382.lab.235088-15.iso.1,0.9179896116256714
355,site.02.subj.0384.lab.232003-15.iso.1,0.9179896116256714
356,site.02.subj.0387.lab.234061-15.iso.1,0.9178934097290039
357,site.02.subj.0388.lab.232005-15.iso.1,0.9179896116256714
358,site.02.subj.0389.lab.251027-15.iso.1,0.918127179145813
359,site.02.subj.0392.lab.232004-15.iso.1,0.9179896116256714
360,site.02.subj.0394.lab.235049-15.iso.1,0.9179896116256714
361,site.02.subj.0395.lab.235084-15.iso.1,0.07937398552894592
362,site.02.subj.0397.lab.251014-15.iso.1,0.9179896116256714
363,site.02.subj.0399.lab.222014-14.iso.1,0.9179896116256714
364,site.02.subj.0400.lab.235073-14.iso.1,0.9179896116256714
365,site.02.subj.0401.lab.235086-14.iso.1,0.9179896116256714
366,site.02.subj.0402.lab.232006-14.iso.1,0.9179896116256714
367,site.02.subj.0404.lab.222028-14.iso.1,0.9179896116256714
368,site.02.subj.0406.lab.222034-14.iso.1,0.9179896116256714
369,site.02.subj.0407.lab.222033-14.iso.1,0.9179896116256714
370,site.02.subj.0409.lab.235063-14.iso.1,0.07937398552894592
371,site.02.subj.0410.lab.235080-14.iso.1,0.9179896116256714
372,site.02.subj.0412.lab.231016-14.iso.1,0.9179896116256714
373,site.02.subj.0413.lab.235101-15.iso.1,0.9179896116256714
374,site.02.subj.0416.lab.234036-14.iso.1,0.9179896116256714
375,site.02.subj.0417.lab.235096-14.iso.1,0.9179896116256714
376,site.02.subj.0418.lab.234037-14.iso.1,0.9179896116256714
377,site.02.subj.0419.lab.251031-15.iso.1,0.9179896116256714
378,site.02.subj.0420.lab.234034-14.iso.1,0.9179896116256714
379,site.02.subj.0421.lab.251028-14.iso.1,0.9179896116256714
380,site.02.subj.0423.lab.235003-14.iso.1,0.9179896116256714
381,site.02.subj.0424.lab.251022-14.iso.1,0.9179896116256714
382,site.02.subj.0426.lab.251003-15.iso.1,0.9179895520210266
383,site.02.subj.0428.lab.232082-15.iso.1,0.9179895520210266
384,site.02.subj.0430.lab.234035-14.iso.1,0.9179896116256714
385,site.02.subj.0431.lab.235049-14.iso.1,0.9179896116256714
386,site.02.subj.0432.lab.232022-14.iso.1,0.918127179145813
387,site.02.subj.0434.lab.235016-14.iso.1,0.9179896116256714
388,site.02.subj.0437.lab.251002-15.iso.1,0.9179896116256714
389,site.02.subj.0439.lab.235048-14.iso.1,0.9179896116256714
390,site.02.subj.0440.lab.251021-14.iso.1,0.9179896116256714
