,0
12981,SAMN08215124
12982,SAMN07766329
12983,SAMEA3305613
12984,SAMEA1102771
12985,SAMEA1101593
12986,SAMEA1118820
12987,SAMN05276382
12988,SAMEA3402474
12989,SAMEA1119236
12990,SAMEA1119277
12991,SAMN08214819
12992,SAMN09090579
12993,SAMEA1397303
12994,SAMN08215237
12995,SAMEA1101677
12996,SAMEA1119390
12997,SAMEA1118387
12998,SAMEA3252920
12999,SAMN07766344
13000,SAMEA1118490
13001,SAMEA1119825
13002,SAMN07658692
13003,SAMEA1118649
13004,SAMEA1118034
13005,SAMEA3444874
13006,SAMN07765926
13007,SAMN08215099
13008,SAMEA1103151
13009,SAMN08214843
13010,SAMN07766152
13011,SAMEA1118042
13012,SAMEA1397285
13013,SAMN07236415
13014,SAMEA1117665
13015,SAMEA1118093
13016,SAMEA3449490
13017,SAMEA3232147
13018,SAMN07658374
13019,SAMN07766429
13020,SAMN07766305
13021,SAMEA3443784
13022,SAMEA3392620
13023,SAMEA104394387
13024,SAMN07660236
13025,SAMN08215033
13026,SAMEA1102296
13027,SAMN07766007
13028,SAMEA1117754
13029,SAMN08215341
13030,SAMN08215065
13031,SAMEA1119405
13032,SAMEA1118712
13033,SAMEA1397302
13034,SAMEA1118316
13035,SAMEA3221069
13036,SAMN08214811
13037,SAMEA1117683
13038,SAMEA1119834
13039,SAMN07766064
13040,SAMN07765934
13041,SAMEA1119590
13042,SAMN09090574
13043,SAMN08214892
13044,SAMEA1118976
13045,SAMEA3446554
13046,SAMEA3447642
13047,SAMEA1119417
13048,SAMEA3282733
13049,SAMEA3447597
13050,SAMN07766024
13051,SAMEA1117608
13052,SAMEA1101740
13053,SAMEA1118539
13054,SAMEA1397301
13055,SAMEA1102553
13056,SAMEA3305489
13057,SAMN08215140
13058,SAMEA3360005
13059,SAMEA1117795
13060,SAMEA1118784
13061,SAMEA3369667
13062,SAMN07766296
13063,SAMEA1118663
13064,SAMEA2709690
13065,SAMEA2709682
13066,SAMEA3305485
13067,SAMEA104394544
13068,SAMEA1117793
13069,SAMN07658424
13070,SAMN05276412
13071,SAMEA104172508
13072,SAMEA1117808
13073,SAMEA3436395
13074,SAMN08215050
13075,SAMN08215389
13076,SAMEA1119924
13077,SAMEA1102213
13078,SAMN07765962
13079,SAMEA3445008
13080,SAMEA3402872
13081,SAMEA1117990
13082,SAMEA1118584
13083,SAMEA104394670
13084,SAMEA1102414
13085,SAMEA3392630
13086,SAMEA1101726
13087,SAMEA1100883
13088,SAMEA3449974
13089,SAMEA1118691
13090,SAMEA1102746
13091,SAMEA1117849
13092,SAMEA1101452
13093,SAMEA3242451
13094,SAMEA1397441
13095,SAMEA1119923
13096,SAMEA1119631
13097,SAMN07236404
13098,SAMN07236411
13099,SAMEA1101714
13100,SAMEA1397499
13101,SAMEA2533635
13102,SAMN08214818
13103,SAMEA3402909
13104,SAMEA1101767
13105,SAMN08215455
13106,SAMEA3430695
13107,SAMEA1397387
13108,SAMEA1101793
13109,SAMEA1117908
13110,SAMN08214866
13111,SAMEA3245216
13112,SAMEA1397510
13113,SAMEA104172475
13114,SAMN08215391
13115,SAMEA3392632
13116,SAMN07236516
13117,SAMN08214891
13118,SAMEA3262672
13119,SAMEA3368588
13120,SAMN07660160
13121,SAMN08215200
13122,SAMEA1119325
13123,SAMEA1118276
13124,SAMN08215105
13125,SAMEA3316430
13126,SAMEA1119506
13127,SAMEA1117945
13128,SAMEA3451195
13129,SAMEA3402868
13130,SAMEA1117794
13131,SAMEA3242494
13132,SAMEA3443177
13133,SAMEA3242428
13134,SAMEA3176569
13135,SAMEA1118612
13136,SAMEA1117714
13137,SAMN07766467
13138,SAMEA3420955
13139,SAMN07766372
13140,SAMN07236384
13141,SAMEA1118268
13142,SAMN07766441
13143,SAMEA3393053
13144,SAMEA3305610
13145,SAMEA3432809
13146,SAMN07658922
13147,SAMEA1101307
13148,SAMEA3292094
13149,SAMEA3215195
13150,SAMEA1707200
13151,SAMN07765930
13152,SAMN07766457
13153,SAMEA1118915
13154,SAMEA1397312
13155,SAMEA1118886
13156,SAMEA1119249
13157,SAMEA1118790
13158,SAMN07766075
13159,SAMEA1119758
13160,SAMEA2517432
13161,SAMN07766046
13162,SAMN08215239
13163,SAMN08215095
13164,SAMEA1103147
13165,SAMEA3257550
13166,SAMN07766215
13167,SAMN08215148
13168,SAMEA1101371
13169,SAMN07660463
13170,SAMEA3443363
13171,SAMN07659425
13172,SAMN08215263
13173,SAMN07236311
13174,SAMEA1117924
13175,SAMEA1101619
13176,SAMN07766246
13177,SAMN09090578
13178,SAMEA3242479
13179,SAMEA3359394
13180,SAMEA1118655
13181,SAMN07766011
13182,SAMEA3178925
13183,SAMN07360952
13184,SAMN07659456
13185,SAMN07766098
13186,SAMEA1118307
13187,SAMEA1118925
13188,SAMEA104394663
13189,SAMN09090557
13190,SAMEA3446743
13191,SAMN07766073
13192,SAMEA1118108
13193,SAMEA1118107
13194,SAMN08162230
13195,SAMN07766028
13196,SAMN09090462
13197,SAMEA1119259
13198,SAMN07766488
13199,SAMEA104394658
13200,SAMEA1117912
13201,SAMN08214882
13202,SAMEA1117873
13203,SAMEA3447618
13204,SAMN07236463
13205,SAMEA1119410
13206,SAMN07766384
13207,SAMN08215209
13208,SAMEA3284767
13209,SAMEA1117758
13210,SAMEA1118725
13211,SAMEA1117824
13212,SAMEA3392668
13213,SAMEA1118454
13214,SAMEA3445049
13215,SAMEA1118522
13216,SAMEA3282734
13217,SAMEA2709830
13218,SAMEA1119646
13219,SAMEA1118168
13220,SAMEA1397265
13221,SAMEA3401672
13222,SAMN08214775
13223,SAMN07658894
13224,SAMEA1118414
13225,SAMEA1119925
13226,SAMN08215251
13227,SAMEA1102360
13228,SAMN07766090
13229,SAMN07659759
13230,SAMN07766097
13231,SAMEA1102636
13232,SAMEA3220381
13233,SAMEA1397502
13234,SAMEA3392511
13235,SAMN08214854
13236,SAMEA3403845
13237,SAMN08215417
13238,SAMEA3220386
13239,SAMEA1119905
13240,SAMEA1117800
13241,SAMEA3221072
13242,SAMEA1119201
13243,SAMEA1119745
13244,SAMEA1101880
13245,SAMEA1118996
13246,SAMN08215395
13247,SAMN07660352
13248,SAMN08215116
13249,SAMN08215256
13250,SAMEA1102838
13251,SAMEA1397455
13252,SAMEA1397480
13253,SAMN07766105
13254,SAMEA3447593
13255,SAMN07766314
13256,SAMEA3218108
13257,SAMN07658885
13258,SAMN07658167
13259,SAMEA3401931
13260,SAMN08214752
13261,SAMEA3444106
13262,SAMEA2709894
13263,SAMEA3421180
13264,SAMN09090591
13265,SAMN08214841
13266,SAMEA1118311
13267,SAMEA3436990
13268,SAMN07766474
13269,SAMEA1397338
13270,SAMN07658868
13271,SAMN09090451
13272,SAMN07766479
13273,SAMEA1118196
13274,SAMEA1119372
13275,SAMEA3340427
13276,SAMEA104394420
13277,SAMEA3447585
13278,SAMEA1118243
13279,SAMN07765889
13280,SAMN07766100
13281,SAMEA1102249
13282,SAMEA2534397
13283,SAMEA3447592
13284,SAMN08214814
13285,SAMN07766482
13286,SAMEA104394621
13287,SAMEA1118717
13288,SAMEA1397395
13289,SAMEA3449454
13290,SAMEA2399489
13291,SAMEA3209551
13292,SAMN07766099
13293,SAMEA3290230
13294,SAMN09090516
13295,SAMN07766118
13296,SAMN07658200
13297,SAMEA1119511
13298,SAMN07766027
13299,SAMEA1119582
13300,SAMN08214824
13301,SAMEA3400993
13302,SAMEA3175433
13303,SAMEA3444873
13304,SAMN05276426
13305,SAMEA1397442
13306,SAMEA3420858
13307,SAMN07660208
13308,SAMN07766370
13309,SAMEA2534092
13310,SAMEA3303374
13311,SAMEA104394655
13312,SAMN07765929
13313,SAMN07658978
13314,SAMEA3257642
13315,SAMEA1119603
13316,SAMN07766432
13317,SAMEA1119576
13318,SAMN08214899
13319,SAMEA104394705
13320,SAMN07660401
13321,SAMEA1118923
13322,SAMEA1119335
13323,SAMEA1119521
13324,SAMEA3209549
13325,SAMN07236382
13326,SAMN07765868
13327,SAMEA2709813
13328,SAMN08215344
13329,SAMEA1118509
13330,SAMN07766322
13331,SAMEA1118242
13332,SAMEA3392667
13333,SAMEA1118620
13334,SAMEA3393052
13335,SAMEA1118504
13336,SAMEA1118550
13337,SAMN07765980
13338,SAMEA3233428
13339,SAMN07766285
13340,SAMN08215363
13341,SAMEA3447581
13342,SAMEA104394637
13343,SAMN07658393
13344,SAMN07766033
13345,SAMEA3444054
13346,SAMEA1118333
13347,SAMEA104394555
13348,SAMEA1117910
13349,SAMN07766010
13350,SAMEA3305652
13351,SAMEA1119089
13352,SAMN09090638
13353,SAMEA3444491
13354,SAMN07236276
13355,SAMEA1397343
13356,SAMEA1101681
13357,SAMEA3432845
13358,SAMEA1118745
13359,SAMEA1117724
13360,SAMEA3209538
13361,SAMEA1119072
13362,SAMEA1118367
13363,SAMEA1118543
13364,SAMEA3447644
13365,SAMN08215061
13366,SAMEA1118430
13367,SAMEA1119106
13368,SAMEA1118857
13369,SAMEA1117730
13370,SAMN07765918
13371,SAMEA1101704
13372,SAMEA3449648
13373,SAMN07765951
13374,SAMEA1118340
13375,SAMEA3448213
13376,SAMEA3451114
13377,SAMN08214910
13378,SAMEA1118309
13379,SAMEA1117826
13380,SAMEA1101398
13381,SAMEA1119472
13382,SAMEA2709858
13383,SAMEA3414204
13384,SAMEA3346013
13385,SAMN09090553
13386,SAMEA3450069
13387,SAMN08215314
13388,SAMN07236515
13389,SAMEA3401667
13390,SAMN07765896
13391,SAMEA1118686
13392,SAMEA3376851
13393,SAMN07765935
13394,SAMEA1102343
13395,SAMN07766315
13396,SAMN08215481
13397,SAMEA2709849
13398,SAMEA1102311
13399,SAMN07658942
13400,SAMN09090573
13401,SAMEA3310094
13402,SAMEA3403352
13403,SAMEA1101618
13404,SAMN07236362
13405,SAMEA2709746
13406,SAMEA3450063
13407,SAMEA1397284
13408,SAMEA1119597
13409,SAMEA1118588
13410,SAMN08215269
13411,SAMEA104172474
13412,SAMEA1119785
13413,SAMEA3178934
13414,SAMEA1919463
13415,SAMN08215276
13416,SAMEA2534075
13417,SAMN08215027
13418,SAMEA3445337
13419,SAMN09090349
13420,SAMEA1117920
13421,SAMN07660112
13422,SAMEA2533798
13423,SAMN07659524
13424,SAMEA2709840
13425,SAMEA1119890
13426,SAMN08215280
13427,SAMN07659590
13428,SAMEA1117999
13429,SAMN08215335
13430,SAMEA1118903
13431,SAMEA1397511
13432,SAMN08215385
13433,SAMN08215320
13434,SAMEA1118998
13435,SAMEA1101291
13436,SAMN07659380
13437,SAMEA3316427
13438,SAMN08214858
13439,SAMN07766340
13440,SAMEA3447587
13441,SAMEA1102267
13442,SAMN08215411
13443,SAMEA1117991
13444,SAMEA1117622
13445,SAMN07766209
13446,SAMN07658301
13447,SAMEA1118957
13448,SAMEA1118419
13449,SAMN07766397
13450,SAMEA1101605
13451,SAMN07766364
13452,SAMN08215088
13453,SAMN08215340
13454,SAMEA1118436
13455,SAMEA1119897
13456,SAMN07766086
13457,SAMEA1397264
13458,SAMEA3346009
13459,SAMEA1118960
13460,SAMEA1118570
13461,SAMEA1117970
13462,SAMEA3174688
13463,SAMEA2709701
13464,SAMEA1117886
13465,SAMN08215192
13466,SAMN07660455
13467,SAMN08215077
13468,SAMN08215442
13469,SAMEA1117746
13470,SAMEA3301272
13471,SAMN08215370
13472,SAMEA2534446
13473,SAMEA3305494
13474,SAMEA3242455
13475,SAMEA3442605
13476,SAMEA3242433
13477,SAMEA3174692
13478,SAMN08214959
13479,SAMEA3231290
13480,SAMEA1117734
13481,SAMN07766477
13482,SAMEA1101535
13483,SAMN07766129
13484,SAMEA1103148
13485,SAMEA3346007
13486,SAMN08214902
13487,SAMEA1118214
13488,SAMEA1118724
13489,SAMEA104172452
13490,SAMN07766376
13491,SAMEA3448147
13492,SAMEA3436980
13493,SAMN08215465
13494,SAMEA1119543
13495,SAMEA3359388
13496,SAMEA1119422
13497,SAMEA1118562
13498,SAMN07766208
13499,SAMN09090596
13500,SAMN09090536
13501,SAMEA3242452
13502,SAMEA1103132
13503,SAMN07766113
13504,SAMEA1117648
13505,SAMEA1118741
13506,SAMEA3334375
13507,SAMEA1119460
13508,SAMEA1119025
13509,SAMEA2535259
13510,SAMEA2709898
13511,SAMN07660057
13512,SAMEA1101524
13513,SAMEA1119265
13514,SAMN07658508
13515,SAMN07766368
13516,SAMN07659031
13517,SAMEA1102344
13518,SAMN07236292
13519,SAMN08214970
13520,SAMN07766074
13521,SAMN07766009
13522,SAMEA1102818
13523,SAMN07766040
13524,SAMN07766273
13525,SAMN07765968
13526,SAMN09090350
13527,SAMEA1119470
13528,SAMEA104172451
13529,SAMEA3446750
13530,SAMEA3360008
13531,SAMEA3316422
13532,SAMEA1117606
13533,SAMEA3392673
13534,SAMN08215244
13535,SAMEA3446751
13536,SAMEA3402904
13537,SAMN07766308
13538,SAMN08214966
13539,SAMN07766135
13540,SAMEA3414209
13541,SAMN08215310
13542,SAMN08215405
13543,SAMEA1119496
13544,SAMEA1119657
13545,SAMN08215308
13546,SAMEA2709716
13547,SAMEA3340426
13548,SAMEA1117766
13549,SAMN07765989
13550,SAMEA3401972
13551,SAMEA104394706
13552,SAMN07658467
13553,SAMN07766050
13554,SAMN08215305
13555,SAMEA3445005
13556,SAMN08214821
13557,SAMEA3403354
13558,SAMEA2709655
13559,SAMEA3392626
13560,SAMEA1118841
13561,SAMEA1118904
13562,SAMN05276356
13563,SAMN08214849
13564,SAMEA104394595
13565,SAMN07659823
13566,SAMN08215188
13567,SAMEA1101781
13568,SAMEA1118814
13569,SAMEA3404180
13570,SAMN08214982
13571,SAMEA3392390
13572,SAMEA3174283
13573,SAMEA3451229
13574,SAMEA1119146
13575,SAMN07659337
13576,SAMEA1117732
13577,SAMEA3301274
13578,SAMN08214772
13579,SAMEA3450067
13580,SAMEA1117687
13581,SAMEA2709872
13582,SAMEA1397421
13583,SAMEA1118098
13584,SAMN08215357
13585,SAMEA3432971
13586,SAMEA3416665
13587,SAMEA3445000
13588,SAMEA3346011
13589,SAMEA3262970
13590,SAMEA3416659
13591,SAMN08215422
13592,SAMN08214798
13593,SAMEA1118158
13594,SAMN08215477
13595,SAMN07766077
13596,SAMEA1119462
13597,SAMEA1119738
13598,SAMN07236360
13599,SAMEA3267255
13600,SAMN09090365
13601,SAMEA3457715
13602,SAMEA3262973
13603,SAMEA1119820
13604,SAMEA1119082
13605,SAMEA1102573
13606,SAMEA1118959
13607,SAMN08214933
13608,SAMEA1118060
13609,SAMEA3178649
13610,SAMEA1119492
13611,SAMEA3369672
13612,SAMEA1118834
13613,SAMEA3416668
13614,SAMN07765908
13615,SAMEA1101295
13616,SAMEA1117745
13617,SAMEA3250479
13618,SAMEA1119701
13619,SAMEA1100886
13620,SAMEA1118758
13621,SAMEA3402930
13622,SAMEA1118132
13623,SAMEA3176562
13624,SAMEA1101293
13625,SAMEA1119698
13626,SAMN08215006
13627,SAMEA104394468
13628,SAMN07659371
13629,SAMN08214888
13630,SAMEA1016084
13631,SAMEA104394577
13632,SAMEA3367542
13633,SAMEA3307734
13634,SAMEA3451194
13635,SAMN08214925
13636,SAMEA1117802
13637,SAMEA1118323
13638,SAMEA3430685
13639,SAMN07659105
13640,SAMN08215103
13641,SAMN07766026
13642,SAMEA1102317
13643,SAMEA1397376
13644,SAMN07765941
13645,SAMEA1118825
13646,SAMN07766390
13647,SAMN09090588
13648,SAMEA3416725
13649,SAMN07659885
13650,SAMEA3340428
13651,SAMEA1119926
13652,SAMEA1118536
13653,SAMEA1118750
13654,SAMEA3416724
13655,SAMEA3402925
13656,SAMEA3174288
13657,SAMEA1102309
13658,SAMN07658840
13659,SAMEA1397342
13660,SAMEA1119901
13661,SAMEA1117936
13662,SAMN07236468
13663,SAMEA3420875
13664,SAMEA3446431
13665,SAMEA1101737
13666,SAMN07766464
13667,SAMEA3446429
13668,SAMN08215089
13669,SAMEA3377031
13670,SAMN09492285
13671,SAMEA1118716
13672,SAMN07765987
13673,SAMN07766239
13674,SAMN07766182
13675,SAMEA1118751
13676,SAMEA1117617
13677,SAMEA1118388
13678,SAMEA1100881
13679,SAMN07236277
13680,SAMEA1119903
13681,SAMEA3209545
13682,SAMN09492288
13683,SAMEA1119810
13684,SAMEA2534875
13685,SAMN08215126
13686,SAMEA1397444
13687,SAMEA1118233
13688,SAMEA2709728
13689,SAMEA1118773
13690,SAMEA3416662
13691,SAMEA1102711
13692,SAMEA1102286
13693,SAMEA1101280
13694,SAMEA1397465
13695,SAMEA1118118
13696,SAMN07766413
13697,SAMN07659108
13698,SAMN07766444
13699,SAMN09492286
13700,SAMN09090481
13701,SAMN09090467
13702,SAMEA3421013
13703,SAMN08215020
13704,SAMEA1397482
13705,SAMEA1118427
13706,SAMEA3430673
13707,SAMN08215202
13708,SAMEA2709837
13709,SAMEA1118505
13710,SAMN07659008
13711,SAMEA1119749
13712,SAMEA1119148
13713,SAMN08215295
13714,SAMEA3403854
13715,SAMEA1119941
13716,SAMEA2709745
13717,SAMEA3444554
13718,SAMEA3421168
13719,SAMN07765866
13720,SAMEA3437028
13721,SAMEA1119204
13722,SAMEA1117942
13723,SAMEA1117705
13724,SAMEA1119046
13725,SAMN07236534
13726,SAMEA1119619
13727,SAMN08215302
13728,SAMN09090420
13729,SAMN07766020
13730,SAMEA1119386
13731,SAMEA104394436
13732,SAMEA1119656
13733,SAMEA1117984
13734,SAMEA1117603
13735,SAMEA2709740
13736,SAMN08214761
13737,SAMEA3451348
13738,SAMN08215031
13739,SAMEA1102321
13740,SAMEA3377914
13741,SAMEA3178974
13742,SAMN05276370
13743,SAMEA3170452
13744,SAMEA3392513
13745,SAMEA104394598
13746,SAMEA3421191
13747,SAMEA1397370
13748,SAMEA1118796
13749,SAMN07766438
13750,SAMEA3356008
13751,SAMEA3392512
13752,SAMEA1102345
13753,SAMEA3416727
13754,SAMEA3174291
13755,SAMEA2535216
13756,SAMN07766124
13757,SAMN07766496
13758,SAMN07766447
13759,SAMEA3284768
13760,SAMEA1397431
13761,SAMN07659475
13762,SAMEA1117895
13763,SAMEA1118019
13764,SAMEA2534124
13765,SAMN08214934
13766,SAMEA104394477
13767,SAMEA2591391
13768,SAMEA3404170
13769,SAMEA1102334
13770,SAMN07659693
13771,SAMEA1117934
13772,SAMEA1119831
13773,SAMN07766159
13774,SAMN07765967
13775,SAMEA1101438
13776,SAMN08214919
13777,SAMEA1117737
13778,SAMEA1118902
13779,SAMN07659432
13780,SAMN08215025
13781,SAMEA1403968
13782,SAMEA1118718
13783,SAMN07766018
13784,SAMEA1101620
13785,SAMEA104172493
13786,SAMEA3414215
13787,SAMEA3457762
13788,SAMEA3443193
13789,SAMN07766014
13790,SAMEA3334367
13791,SAMN07658357
13792,SAMEA1118306
13793,SAMEA3243537
13794,SAMEA3432847
13795,SAMEA3377909
13796,SAMEA1119076
13797,SAMEA104172422
13798,SAMN07236373
13799,SAMN07658510
13800,SAMN08215273
13801,SAMEA2709838
13802,SAMN08215141
13803,SAMN07766495
13804,SAMEA3400995
13805,SAMEA1119760
13806,SAMN08214868
13807,SAMN07236283
13808,SAMEA1118992
13809,SAMN08215146
13810,SAMEA1117828
13811,SAMEA1101837
13812,SAMN08215143
13813,SAMN08215158
13814,SAMN08214873
13815,SAMEA3170443
13816,SAMEA3404185
13817,SAMEA1118856
13818,SAMEA3432851
13819,SAMEA3376850
13820,SAMN07766101
13821,SAMEA1117825
13822,SAMEA1118785
13823,SAMEA3432849
13824,SAMEA2709845
13825,SAMEA3262971
13826,SAMEA1118205
13827,SAMEA1118767
13828,SAMEA1101311
13829,SAMEA1117575
13830,SAMN08214894
13831,SAMN08215019
13832,SAMEA2709875
13833,SAMEA3170454
13834,SAMEA1919461
13835,SAMEA1101380
13836,SAMEA1118460
13837,SAMEA3401932
13838,SAMN07766461
13839,SAMN08215009
13840,SAMEA3414200
13841,SAMEA104394570
13842,SAMN08214978
13843,SAMEA2709779
13844,SAMEA3421166
13845,SAMEA3392391
13846,SAMN08215365
13847,SAMEA2709765
13848,SAMEA3436393
13849,SAMEA2709719
13850,SAMEA3444495
13851,SAMN07766180
13852,SAMEA3218114
13853,SAMEA3268270
13854,SAMN08215404
13855,SAMEA1118719
13856,SAMN07236358
13857,SAMN07658304
13858,SAMEA1117653
13859,SAMN07658408
13860,SAMEA3392665
13861,SAMN09090616
13862,SAMEA3392415
13863,SAMEA3232890
13864,SAMEA3449412
13865,SAMN08214985
13866,SAMEA1117948
13867,SAMEA1119564
13868,SAMEA3400986
13869,SAMEA3449714
13870,SAMEA1101327
13871,SAMEA1118982
13872,SAMEA3268266
13873,SAMEA1118865
13874,SAMEA3449881
13875,SAMN08215075
13876,SAMN07658453
13877,SAMN08215112
13878,SAMEA3432970
13879,SAMEA1119574
13880,SAMN08215173
13881,SAMN07766274
13882,SAMEA1118455
13883,SAMEA1118341
13884,SAMN08214954
13885,SAMEA1705619
13886,SAMN08214952
13887,SAMN07766366
13888,SAMEA1119817
13889,SAMEA104172415
13890,SAMEA1118009
13891,SAMEA2534828
13892,SAMEA3392627
13893,SAMEA3404191
13894,SAMEA2534833
13895,SAMEA3340433
13896,SAMEA3414202
13897,SAMEA1103111
13898,SAMEA3414462
13899,SAMEA1117845
13900,SAMN07658245
13901,SAMN07331233
13902,SAMEA1119187
13903,SAMEA3231294
13904,SAMEA3305015
13905,SAMN08214937
13906,SAMEA104394677
13907,SAMN09090446
13908,SAMEA1119160
13909,SAMEA1119526
13910,SAMN07659451
13911,SAMEA1119721
13912,SAMEA2709727
13913,SAMN07659681
13914,SAMEA1101547
13915,SAMN07236469
13916,SAMEA3432966
13917,SAMEA3444115
13918,SAMN07236431
13919,SAMEA3414470
13920,SAMN07660336
13921,SAMEA1119674
13922,SAMN07765865
13923,SAMEA1119522
13924,SAMN08215430
13925,SAMEA1119180
13926,SAMN07658219
13927,SAMEA1118279
13928,SAMEA104394463
13929,SAMN07766353
13930,SAMEA3449409
13931,SAMEA1015937
13932,SAMEA1118365
13933,SAMEA3220383
13934,SAMEA3451213
13935,SAMN08215291
13936,SAMEA1102770
13937,SAMEA1101780
13938,SAMEA3432972
13939,SAMN09090412
13940,SAMEA1119520
13941,SAMEA1102739
13942,SAMEA1118056
13943,SAMEA1102617
13944,SAMEA2709842
13945,SAMEA3301271
13946,SAMN07766354
13947,SAMEA3284774
13948,SAMEA1101834
13949,SAMEA3401011
13950,SAMEA1118843
13951,SAMEA104394517
13952,SAMEA3356012
13953,SAMEA3369663
13954,SAMN07766115
13955,SAMEA3283872
13956,SAMEA3450062
13957,SAMEA1119248
13958,SAMEA3182795
13959,SAMEA3446425
13960,SAMN08215000
13961,SAMN07658985
13962,SAMEA3402869
13963,SAMEA1118200
13964,SAMEA1102821
13965,SAMEA1119842
13966,SAMN08215110
13967,SAMN07236290
13968,SAMN07658771
13969,SAMEA3445009
13970,SAMN07236394
13971,SAMN07659077
13972,SAMEA1118256
13973,SAMEA3356014
13974,SAMN07766310
13975,SAMEA1102365
13976,SAMEA3401971
13977,SAMN08214796
13978,SAMEA1117955
13979,SAMN07766252
13980,SAMN07766404
13981,SAMEA1118139
13982,SAMN07659455
13983,SAMEA104394402
13984,SAMEA2534878
13985,SAMEA1119480
13986,SAMEA1118114
13987,SAMN08214756
13988,SAMN09090371
13989,SAMN08215243
13990,SAMN07766276
13991,SAMEA3443361
13992,SAMEA3449406
13993,SAMEA1117872
13994,SAMN08215390
13995,SAMEA1119804
13996,SAMEA1118868
13997,SAMEA1102256
13998,SAMN07660223
13999,SAMN08215250
14000,SAMEA3443184
14001,SAMN07765971
14002,SAMN09090544
14003,SAMEA3209539
14004,SAMEA1119058
14005,SAMEA1119867
14006,SAMN07236470
14007,SAMN08215393
14008,SAMEA1119041
14009,SAMEA3221073
14010,SAMN07765994
14011,SAMEA3310095
14012,SAMN08215473
14013,SAMEA3444105
14014,SAMN08215166
14015,SAMEA1119296
14016,SAMEA1119253
14017,SAMEA3174686
14018,SAMEA1118263
14019,SAMN08214822
14020,SAMN08215437
14021,SAMEA3243947
14022,SAMN07236481
14023,SAMEA2709811
14024,SAMN08215022
14025,SAMEA1117742
14026,SAMEA3305614
14027,SAMEA3257646
14028,SAMEA3367545
14029,SAMEA3242446
14030,SAMEA1902640
14031,SAMEA1119223
14032,SAMEA1119459
14033,SAMEA1119829
14034,SAMEA1118634
14035,SAMN07766111
14036,SAMEA3444555
14037,SAMN09090636
14038,SAMEA3414404
14039,SAMEA104394651
14040,SAMEA1397356
14041,SAMEA3432964
14042,SAMEA1101787
14043,SAMEA1119009
14044,SAMEA1119156
14045,SAMEA1117971
14046,SAMEA3234143
14047,SAMN07236313
14048,SAMN07766138
14049,SAMN08215452
14050,SAMEA1119464
14051,SAMEA3447567
14052,SAMEA1919458
14053,SAMEA1118303
14054,SAMEA1016037
14055,SAMN07658437
14056,SAMN08215443
14057,SAMEA1101393
14058,SAMN07766287
14059,SAMN07659691
14060,SAMN07236420
14061,SAMEA3414415
14062,SAMN07766459
14063,SAMN07766451
14064,SAMEA1102402
14065,SAMEA1119717
14066,SAMEA3340432
14067,SAMN08215117
14068,SAMN07766316
14069,SAMEA1119600
14070,SAMN07766351
14071,SAMEA1101557
14072,SAMEA1101607
14073,SAMEA1118768
14074,SAMEA3230401
14075,SAMN07236254
14076,SAMN08215056
14077,SAMEA3404129
14078,SAMN05276505
14079,SAMEA2709658
14080,SAMEA1102712
14081,SAMEA1119171
14082,SAMEA3444514
14083,SAMEA1117733
14084,SAMN08215343
14085,SAMEA2534550
14086,SAMEA1117649
14087,SAMEA1101703
14088,SAMEA2709679
14089,SAMEA1119801
14090,SAMN07766455
14091,SAMEA1102405
14092,SAMEA1119588
14093,SAMEA3447615
14094,SAMN07766266
14095,SAMEA3421181
14096,SAMN09090379
14097,SAMN07766343
14098,SAMEA1118701
14099,SAMEA3451214
14100,SAMN07765859
14101,SAMEA1119737
14102,SAMEA3308013
14103,SAMEA1117571
14104,SAMEA1397327
14105,SAMN05276438
14106,SAMEA3369664
14107,SAMEA3199772
14108,SAMEA1117776
14109,SAMEA2709785
14110,SAMEA1101634
14111,SAMEA1118289
14112,SAMEA1119179
14113,SAMEA3451354
14114,SAMN08215063
14115,SAMN07660227
14116,SAMN08215474
14117,SAMN07766415
14118,SAMEA3231395
14119,SAMEA1118317
14120,SAMEA1118085
14121,SAMN07658321
14122,SAMEA3443172
14123,SAMEA1119725
14124,SAMEA3445353
14125,SAMEA1119940
14126,SAMEA1118253
14127,SAMEA3430690
14128,SAMEA1118991
14129,SAMN07766207
14130,SAMEA2517364
14131,SAMEA2533815
14132,SAMEA104394523
14133,SAMN07658127
14134,SAMN07765981
14135,SAMN08214794
14136,SAMEA104172464
14137,SAMEA3400990
14138,SAMEA1102266
14139,SAMEA1103109
14140,SAMEA2709766
14141,SAMN07236323
14142,SAMN07766169
14143,SAMEA3178973
14144,SAMEA1397289
14145,SAMEA104394636
14146,SAMEA3250475
14147,SAMN08215195
14148,SAMEA1119133
14149,SAMEA1118399
14150,SAMEA3368591
14151,SAMEA1118837
14152,SAMEA1118674
14153,SAMEA3448747
14154,SAMEA1119420
14155,SAMEA1119316
14156,SAMEA3310083
14157,SAMEA3449709
14158,SAMN07331225
14159,SAMN07658901
14160,SAMN07766114
14161,SAMEA1397345
14162,SAMEA3367551
14163,SAMEA2535155
14164,SAMN07658404
14165,SAMN05276400
14166,SAMEA1101505
14167,SAMEA1118143
14168,SAMN07236284
14169,SAMN08215434
14170,SAMN08215470
14171,SAMEA1119866
14172,SAMN07660026
14173,SAMEA3451228
14174,SAMEA3175535
14175,SAMN08215439
14176,SAMEA1118191
14177,SAMN09090478
14178,SAMEA1118818
14179,SAMN08215441
14180,SAMEA1919457
