,0
3404,SAMEA1556710
3405,SAMEA1556711
3406,SAMEA1556712
3407,SAMEA1556713
3408,SAMEA1556714
3409,SAMEA1556715
3410,SAMEA1556716
3411,SAMEA1556717
3412,SAMEA1556718
3413,SAMEA1556719
3414,SAMEA1556720
3415,SAMEA1556721
3416,SAMEA1556722
3417,SAMEA1556724
3418,SAMEA1556725
3419,SAMEA1556726
3420,SAMEA1556727
3421,SAMEA1556728
3422,SAMEA1556729
3423,SAMEA1556730
3424,SAMEA1556731
3425,SAMEA1556732
3426,SAMEA1556733
3427,SAMEA1556735
3428,SAMEA1556736
3429,SAMEA1556737
3430,SAMEA1556738
3431,SAMEA1556739
3432,SAMEA1556740
3433,SAMEA1556741
3434,SAMEA1556742
3435,SAMEA1556743
3436,SAMEA1556744
3437,SAMEA1556745
3438,SAMEA1556746
3439,SAMEA1556747
3440,SAMEA1556748
3441,SAMEA1556749
3442,SAMEA1556750
3443,SAMEA1556751
3444,SAMEA1556753
3445,SAMEA1556754
3446,SAMEA1556755
3447,SAMEA1556756
3448,SAMEA1556757
3449,SAMEA1556758
3450,SAMEA1556759
3451,SAMEA1556760
3452,SAMEA1556761
3453,SAMEA1556762
3454,SAMEA1556764
3455,SAMEA1556765
3456,SAMEA1556766
3457,SAMEA1556767
3458,SAMEA1556768
3459,SAMEA1556769
3460,SAMEA1556771
3461,SAMEA1556772
3462,SAMEA1556773
3463,SAMEA1556774
3464,SAMEA1556775
3465,SAMEA1556776
3466,SAMEA1556777
3467,SAMEA1556778
3468,SAMEA1556779
3469,SAMEA1556780
3470,SAMEA1556781
3471,SAMEA1556782
3472,SAMEA1556783
3473,SAMEA1556784
3474,SAMEA1556785
3475,SAMEA1556786
3476,SAMEA1556787
3477,SAMEA1556788
3478,SAMEA1556789
3479,SAMEA1556790
3480,SAMEA1556791
3481,SAMEA1556792
3482,SAMEA1556793
3483,SAMEA1556794
3484,SAMEA1556795
3485,SAMEA1556796
3486,SAMEA1556798
3487,SAMEA1556799
3488,SAMEA1556807
3489,SAMEA1556810
3490,SAMEA1556811
3491,SAMEA1556812
3492,SAMEA1556813
3493,SAMEA1556814
3494,SAMEA1556815
3495,SAMEA1556816
3496,SAMEA1556817
3497,SAMEA1556818
3498,SAMEA1556819
3499,SAMEA1556830
3500,SAMEA1556831
3501,SAMEA1556832
3502,SAMEA1556833
3503,SAMEA1556834
3504,SAMEA1556835
3505,SAMEA1556836
3506,SAMEA1556839
3507,SAMEA1556840
3508,SAMEA1556841
3509,SAMEA1556842
3510,SAMEA1556843
3511,SAMEA1556844
3512,SAMEA1556845
3513,SAMEA1556846
3514,SAMEA1556847
3515,SAMEA1556849
3516,SAMEA1556850
3517,SAMEA1556851
3518,SAMEA1556852
3519,SAMEA1556853
3520,SAMEA1556854
3521,SAMEA1556855
3522,SAMEA1556856
3523,SAMEA1556857
3524,SAMEA1556858
3525,SAMEA1556860
3526,SAMEA1556861
3527,SAMEA1556862
3528,SAMEA1556863
3529,SAMEA1556864
3530,SAMEA1556865
3531,SAMEA1556866
3532,SAMEA1556867
3533,SAMEA1556868
3534,SAMEA1556869
3535,SAMEA1556870
3536,SAMEA1556872
3537,SAMEA1556873
3538,SAMEA1556874
3539,SAMEA1556875
3540,SAMEA1556876
3541,SAMEA1556877
3542,SAMEA1556878
3543,SAMEA1556879
3544,SAMEA1556880
3545,SAMEA1556881
3546,SAMEA1556883
3547,SAMEA1556884
3548,SAMEA1569096
3549,SAMEA1569097
3550,SAMEA1569098
3551,SAMEA1569100
3552,SAMEA1569101
3553,SAMEA1569102
3554,SAMEA1569104
3555,SAMEA1569105
3556,SAMEA1569106
3557,SAMEA1569107
3558,SAMEA1569116
3559,SAMEA1569120
3560,SAMEA1569121
3561,SAMEA1569123
3562,SAMEA1569124
3563,SAMEA1569125
3564,SAMEA1569126
3565,SAMEA1569127
3566,SAMEA1569128
3567,SAMEA1569129
3568,SAMEA1569132
3569,SAMEA1569140
3570,SAMEA1569141
3571,SAMEA1569142
3572,SAMEA1569145
3573,SAMEA1569146
3574,SAMEA1569147
3575,SAMEA1569148
3576,SAMEA1569149
3577,SAMEA1569152
3578,SAMEA1569153
3579,SAMEA1569154
3580,SAMEA1569156
3581,SAMEA1569157
3582,SAMEA1569159
3583,SAMEA1569162
3584,SAMEA1569163
3585,SAMEA1569164
3586,SAMEA1569165
3587,SAMEA1569166
3588,SAMEA1569167
3589,SAMEA1569169
3590,SAMEA1569178
3591,SAMEA1569179
3592,SAMEA1569180
3593,SAMEA1569181
3594,SAMEA1569182
3595,SAMEA1569183
3596,SAMEA1569184
3597,SAMEA1569185
3598,SAMEA1569186
3599,SAMEA1569187
3600,SAMEA1569189
3601,SAMEA1569190
3602,SAMEA1569191
3603,SAMEA1569192
3604,SAMEA1569195
3605,SAMEA1569196
3606,SAMEA1569198
3607,SAMEA1569199
3608,SAMEA1569201
3609,SAMEA1569203
3610,SAMEA1569204
3611,SAMEA1569205
3612,SAMEA1569206
3613,SAMEA1569207
3614,SAMEA1569208
3615,SAMEA1569209
3616,SAMEA1569210
3617,SAMEA1569211
3618,SAMEA1569212
3619,SAMEA1569214
3620,SAMEA1569215
3621,SAMEA1569216
3622,SAMEA1569217
3623,SAMEA1569218
3624,SAMEA1569219
3625,SAMEA1569220
3626,SAMEA1569221
3627,SAMEA1569223
3628,SAMEA1569224
3629,SAMEA1569225
3630,SAMEA1569226
3631,SAMEA1569227
3632,SAMEA1569229
3633,SAMEA1569230
3634,SAMEA1569231
3635,SAMEA1569232
3636,SAMEA1569233
3637,SAMEA1569235
3638,SAMEA1569236
3639,SAMEA1569237
3640,SAMEA1569238
3641,SAMEA1569240
3642,SAMEA1569244
3643,SAMEA1569247
3644,SAMEA1569248
3645,SAMEA1569249
3646,SAMEA1569250
3647,SAMEA1569252
3648,SAMEA1569253
3649,SAMEA1569254
3650,SAMEA1569255
3651,SAMEA1569258
3652,SAMEA1569259
3653,SAMEA1569260
3654,SAMEA1569261
3655,SAMEA1569262
3656,SAMEA1569263
3657,SAMEA1569264
3658,SAMEA1569266
3659,SAMEA1569267
3660,SAMEA1569268
3661,SAMEA1569269
3662,SAMEA1569270
3663,SAMEA1569271
3664,SAMEA1569273
3665,SAMEA1569274
3666,SAMEA1569275
3667,SAMEA1569276
3668,SAMEA1569280
3669,SAMEA1569281
3670,SAMEA1569282
3671,SAMEA1569284
3672,SAMEA1569285
3673,SAMEA1569286
3674,SAMEA1569287
3675,SAMEA1569288
3676,SAMEA1569289
3677,SAMEA1569290
3678,SAMEA1569291
3679,SAMEA1569292
3680,SAMEA1569293
3681,SAMEA1569294
3682,SAMEA1569295
3683,SAMEA1569296
3684,SAMEA1569297
3685,SAMEA1569298
3686,SAMEA1569299
3687,SAMEA1569308
3688,SAMEA1569311
3689,SAMEA1569312
3690,SAMEA1569313
3691,SAMEA1569314
3692,SAMEA1569315
3693,SAMEA1569316
3694,SAMEA1569317
3695,SAMEA1569318
3696,SAMEA1569319
3697,SAMEA1569323
3698,SAMEA1569325
3699,SAMEA1569330
3700,SAMEA1569331
3701,SAMEA1569332
3702,SAMEA1569333
3703,SAMEA1569334
3704,SAMEA1569335
3705,SAMEA1569336
3706,SAMEA1569337
3707,SAMEA1569338
3708,SAMEA1569339
3709,SAMEA1569340
3710,SAMEA1569341
3711,SAMEA1569342
3712,SAMEA1569343
3713,SAMEA1569344
3714,SAMEA1569345
3715,SAMEA1569346
3716,SAMEA1569347
3717,SAMEA1569348
3718,SAMEA1569350
3719,SAMEA1569351
3720,SAMEA1569353
3721,SAMEA1569354
3722,SAMEA1569355
3723,SAMEA1569356
3724,SAMEA1569357
3725,SAMEA1569358
3726,SAMEA1569359
3727,SAMEA1573039
3728,SAMEA1573041
3729,SAMEA1573042
3730,SAMEA1573043
3731,SAMEA1573554
3732,SAMEA1688481
3733,SAMEA1688482
3734,SAMEA1688483
3735,SAMEA1688484
3736,SAMEA1688486
3737,SAMEA1688492
3738,SAMEA1688496
3739,SAMEA1688497
3740,SAMEA1688500
3741,SAMEA1688501
3742,SAMEA1688503
3743,SAMEA1688504
3744,SAMEA1688505
3745,SAMEA1688506
3746,SAMEA1688508
3747,SAMEA1688509
3748,SAMEA1688510
3749,SAMEA1688511
3750,SAMEA1688512
3751,SAMEA1688513
3752,SAMEA1688515
3753,SAMEA1688516
3754,SAMEA1688517
3755,SAMEA1688518
3756,SAMEA1688521
3757,SAMEA1688523
3758,SAMEA1688526
3759,SAMEA1688529
3760,SAMEA1688530
3761,SAMEA1688532
3762,SAMEA1688533
3763,SAMEA1688541
3764,SAMEA1688544
3765,SAMEA1688547
3766,SAMEA1688549
3767,SAMEA1688550
3768,SAMEA1688554
3769,SAMEA1688556
3770,SAMEA1688557
3771,SAMEA1688559
3772,SAMEA1688560
3773,SAMEA1688561
3774,SAMEA1688563
3775,SAMEA1688564
3776,SAMEA1688565
3777,SAMEA1688566
3778,SAMEA1688567
3779,SAMEA1688569
3780,SAMEA1688573
3781,SAMEA1688576
3782,SAMEA1688579
3783,SAMEA1688581
3784,SAMEA1688583
3785,SAMEA1688584
3786,SAMEA1688586
3787,SAMEA1688587
3788,SAMEA1688593
3789,SAMEA1688594
3790,SAMEA1688596
3791,SAMEA1688597
3792,SAMEA1688599
3793,SAMEA1688603
3794,SAMEA1688607
3795,SAMEA1688609
3796,SAMEA1688610
3797,SAMEA1688611
3798,SAMEA1688612
3799,SAMEA1688615
3800,SAMEA1688617
3801,SAMEA1688618
3802,SAMEA1688619
3803,SAMEA1688620
3804,SAMEA1688632
3805,SAMEA1688633
3806,SAMEA1688637
3807,SAMEA1688638
3808,SAMEA1688643
3809,SAMEA1688649
3810,SAMEA1688650
3811,SAMEA1688651
3812,SAMEA1688652
3813,SAMEA1688655
3814,SAMEA1688657
3815,SAMEA1688659
3816,SAMEA1688660
3817,SAMEA1688670
3818,SAMEA1688677
3819,SAMEA1688678
3820,SAMEA1688680
3821,SAMEA1688682
3822,SAMEA1688683
3823,SAMEA1688684
3824,SAMEA1688686
3825,SAMEA1688687
3826,SAMEA1688689
3827,SAMEA1688690
3828,SAMEA1688691
3829,SAMEA1688692
3830,SAMEA1688694
3831,SAMEA1688695
3832,SAMEA1688697
3833,SAMEA1688698
3834,SAMEA1688699
3835,SAMEA1688700
3836,SAMEA1688701
3837,SAMEA1688702
3838,SAMEA1707114
3839,SAMEA1707117
3840,SAMEA1707120
3841,SAMEA1707121
3842,SAMEA1707124
3843,SAMEA1707125
3844,SAMEA1707126
3845,SAMEA1707128
3846,SAMEA1707130
3847,SAMEA1707134
3848,SAMEA1707135
3849,SAMEA1707137
3850,SAMEA1707139
3851,SAMEA1707141
3852,SAMEA1707142
3853,SAMEA1707144
3854,SAMEA1707145
3855,SAMEA1707146
3856,SAMEA1707147
3857,SAMEA1707148
3858,SAMEA1707149
3859,SAMEA1707150
3860,SAMEA1707151
3861,SAMEA1707152
3862,SAMEA1707153
3863,SAMEA1707154
3864,SAMEA1707156
3865,SAMEA1707157
3866,SAMEA1707159
3867,SAMEA1707160
3868,SAMEA1707162
3869,SAMEA1707163
3870,SAMEA1707165
3871,SAMEA1707166
3872,SAMEA1707167
3873,SAMEA1707169
3874,SAMEA1707170
3875,SAMEA1707171
3876,SAMEA1707175
3877,SAMEA1707176
3878,SAMEA1707179
3879,SAMEA1707180
3880,SAMEA1707182
3881,SAMEA1707183
3882,SAMEA1707184
3883,SAMEA1707187
3884,SAMEA1707188
3885,SAMEA1707189
3886,SAMEA1707191
3887,SAMEA1707192
3888,SAMEA1707194
3889,SAMEA1707196
3890,SAMEA1707197
3891,SAMEA1707198
3892,SAMEA1707199
3893,SAMEA1707201
3894,SAMEA1707202
3895,SAMEA1707203
3896,SAMEA1707205
3897,SAMEA1707206
3898,SAMEA1707208
3899,SAMEA1707210
3900,SAMEA1707213
3901,SAMEA1707215
3902,SAMEA1707218
3903,SAMEA1707221
3904,SAMEA1707223
3905,SAMEA1707225
3906,SAMEA1707226
3907,SAMEA1707229
3908,SAMEA1707231
3909,SAMEA1707233
3910,SAMEA1707234
3911,SAMEA1707235
3912,SAMEA1707237
3913,SAMEA1707239
3914,SAMEA1707240
3915,SAMEA1707242
3916,SAMEA1707244
3917,SAMEA1707246
3918,SAMEA1707250
3919,SAMEA1707252
3920,SAMEA1707253
3921,SAMEA1707257
3922,SAMEA1707258
3923,SAMEA1707261
3924,SAMEA1707263
3925,SAMEA1707264
3926,SAMEA1707266
3927,SAMEA1707267
3928,SAMEA1707269
3929,SAMEA1707270
3930,SAMEA1707272
3931,SAMEA1707274
3932,SAMEA1707275
3933,SAMEA1707277
3934,SAMEA1707278
3935,SAMEA1707279
3936,SAMEA1707280
3937,SAMEA1707282
3938,SAMEA1707284
3939,SAMEA1707286
3940,SAMEA1707287
3941,SAMEA1707288
3942,SAMEA1707290
3943,SAMEA1707291
3944,SAMEA1707292
3945,SAMEA1707293
3946,SAMEA1707295
3947,SAMEA1707296
3948,SAMEA1707298
3949,SAMEA1707299
3950,SAMEA1707300
3951,SAMEA1707302
3952,SAMEA1707304
3953,SAMEA1707305
3954,SAMEA1707307
3955,SAMEA1707308
3956,SAMEA1707310
3957,SAMEA1707311
3958,SAMEA1707312
3959,SAMEA1707313
3960,SAMEA1707315
3961,SAMEA1707316
3962,SAMEA1707317
3963,SAMEA1707318
3964,SAMEA1707320
3965,SAMEA1707323
3966,SAMEA1707327
3967,SAMEA1707329
3968,SAMEA1707331
3969,SAMEA1707332
3970,SAMEA1707334
3971,SAMEA1707335
3972,SAMEA1707337
3973,SAMEA1707338
3974,SAMEA1707339
3975,SAMEA1707340
3976,SAMEA1707342
3977,SAMEA1707347
3978,SAMEA1707348
3979,SAMEA1707351
3980,SAMEA1707352
3981,SAMEA1707353
3982,SAMEA1707355
3983,SAMEA1707356
3984,SAMEA1707358
3985,SAMEA1707360
3986,SAMEA1707361
3987,SAMEA1707362
3988,SAMEA1707364
3989,SAMEA1707366
3990,SAMEA1707368
3991,SAMEA1707370
3992,SAMEA1707373
3993,SAMEA1707375
3994,SAMEA1707377
3995,SAMEA1707379
3996,SAMEA1707380
3997,SAMEA1707383
3998,SAMEA1707384
3999,SAMEA1707385
4000,SAMEA1707387
4001,SAMEA1707388
4002,SAMEA1707393
4003,SAMEA1707394
4004,SAMEA1707396
4005,SAMEA1707397
4006,SAMEA1707398
4007,SAMEA1707399
4008,SAMEA1707401
4009,SAMEA1707402
4010,SAMEA1707403
4011,SAMEA1707406
4012,SAMEA1707407
4013,SAMEA1707408
4014,SAMEA1707410
4015,SAMEA1707413
4016,SAMEA1707414
4017,SAMEA1707415
4018,SAMEA1707417
4019,SAMEA1707418
4020,SAMEA1707419
4021,SAMEA1707422
4022,SAMEA1707425
4023,SAMEA1707426
4024,SAMEA1707427
4025,SAMEA1707431
4026,SAMEA1707433
4027,SAMEA1707434
4028,SAMEA1707435
4029,SAMEA1707437
4030,SAMEA1707438
4031,SAMEA1707440
4032,SAMEA1707442
4033,SAMEA1707446
4034,SAMEA1707448
4035,SAMEA1707450
4036,SAMEA1707451
4037,SAMEA1707452
4038,SAMEA1707455
4039,SAMEA1707458
4040,SAMEA1707460
4041,SAMEA1707464
4042,SAMEA1707466
4043,SAMEA1707468
4044,SAMEA1707470
4045,SAMEA1707471
4046,SAMEA1707475
4047,SAMEA1707478
4048,SAMEA1707479
4049,SAMEA1707480
4050,SAMEA1707482
4051,SAMEA1707484
4052,SAMEA1707486
4053,SAMEA1707487
4054,SAMEA1707488
4055,SAMEA1707490
4056,SAMEA1707491
4057,SAMEA1707494
4058,SAMEA1707496
4059,SAMEA1707498
4060,SAMEA1707500
4061,SAMEA1707502
4062,SAMEA1707504
4063,SAMEA1707505
4064,SAMEA1707507
4065,SAMEA1707511
4066,SAMEA1707513
4067,SAMEA1707514
4068,SAMEA1707516
4069,SAMEA1707519
4070,SAMEA1707520
4071,SAMEA1707521
4072,SAMEA1707523
4073,SAMEA1707524
4074,SAMEA1707526
4075,SAMEA1707527
4076,SAMEA1707529
4077,SAMEA1707530
4078,SAMEA1707532
4079,SAMEA1707533
4080,SAMEA1707535
4081,SAMEA1707536
4082,SAMEA1707537
4083,SAMEA1707540
4084,SAMEA1707542
4085,SAMEA1707543
4086,SAMEA1707544
4087,SAMEA1707547
4088,SAMEA1707548
4089,SAMEA1707549
4090,SAMEA1707551
4091,SAMEA1707552
4092,SAMEA1707556
4093,SAMEA1707557
4094,SAMEA1707558
4095,SAMEA1707562
4096,SAMEA1707564
4097,SAMEA1707565
4098,SAMEA1707573
4099,SAMEA1707574
4100,SAMEA1707575
4101,SAMEA1707577
4102,SAMEA1707579
4103,SAMEA1708187
4104,SAMEA1708188
4105,SAMEA1708190
4106,SAMEA1708191
4107,SAMEA1708193
4108,SAMEA1708195
4109,SAMEA1708197
4110,SAMEA1708198
4111,SAMEA1708200
4112,SAMEA1708202
4113,SAMEA1708203
4114,SAMEA1708208
4115,SAMEA1708210
4116,SAMEA1708212
4117,SAMEA1708213
4118,SAMEA1708214
4119,SAMEA1708216
4120,SAMEA1708217
4121,SAMEA1708219
4122,SAMEA1708221
4123,SAMEA1708223
4124,SAMEA1708225
4125,SAMEA1708226
4126,SAMEA1708227
4127,SAMEA1708231
4128,SAMEA1708232
4129,SAMEA1708234
4130,SAMEA1708236
4131,SAMEA1708237
4132,SAMEA1708239
4133,SAMEA1708241
4134,SAMEA1708242
4135,SAMEA1708243
4136,SAMEA1708245
4137,SAMEA1708247
4138,SAMEA1708248
4139,SAMEA1708251
4140,SAMEA1708253
4141,SAMEA1708254
4142,SAMEA1708255
4143,SAMEA1708256
4144,SAMEA1708259
4145,SAMEA1708261
4146,SAMEA1708263
4147,SAMEA1708265
4148,SAMEA1708266
4149,SAMEA1708267
4150,SAMEA1708268
4151,SAMEA1708271
4152,SAMEA1708273
4153,SAMEA1708274
4154,SAMEA1708276
4155,SAMEA1708277
4156,SAMEA1708280
4157,SAMEA1708283
4158,SAMEA1708284
4159,SAMEA1708285
4160,SAMEA1708286
4161,SAMEA1708287
4162,SAMEA1708290
4163,SAMEA1708293
4164,SAMEA1708298
4165,SAMEA1708300
4166,SAMEA1708301
4167,SAMEA1708304
4168,SAMEA1708306
4169,SAMEA1708307
4170,SAMEA1708309
4171,SAMEA1708321
4172,SAMEA1708322
4173,SAMEA1708324
4174,SAMEA1708325
4175,SAMEA1708328
4176,SAMEA1708336
4177,SAMEA1708340
4178,SAMEA1708342
4179,SAMEA1708344
4180,SAMEA1708348
4181,SAMEA1708349
4182,SAMEA1708361
4183,SAMEA1708362
4184,SAMEA1708364
4185,SAMEA1708366
4186,SAMEA1708368
4187,SAMEA1708370
4188,SAMEA1708372
4189,SAMEA1708374
4190,SAMEA1708375
4191,SAMEA1708376
4192,SAMEA1708380
4193,SAMEA1708382
4194,SAMEA1708384
4195,SAMEA1708385
4196,SAMEA1708388
4197,SAMEA1708390
4198,SAMEA1708392
4199,SAMEA1708394
4200,SAMEA1708396
4201,SAMEA1708400
4202,SAMEA1708401
4203,SAMEA1708403
4204,SAMEA1708405
4205,SAMEA1708406
4206,SAMEA1708408
4207,SAMEA1708409
4208,SAMEA1708412
4209,SAMEA1708414
4210,SAMEA1708417
4211,SAMEA1708418
4212,SAMEA1708419
4213,SAMEA1708420
4214,SAMEA1708421
4215,SAMEA1708422
4216,SAMEA1708424
4217,SAMEA1708426
4218,SAMEA1708427
4219,SAMEA1708428
4220,SAMEA1708430
4221,SAMEA1708432
4222,SAMEA1708433
4223,SAMEA1708438
4224,SAMEA1708439
4225,SAMEA1708441
4226,SAMEA1708442
4227,SAMEA1708444
4228,SAMEA1708445
4229,SAMEA1708446
4230,SAMEA1708460
4231,SAMEA1708462
4232,SAMEA1708463
4233,SAMEA1708464
4234,SAMEA1708466
4235,SAMEA1708468
4236,SAMEA1708469
4237,SAMEA1708482
4238,SAMEA1708483
4239,SAMEA1708484
4240,SAMEA1708486
4241,SAMEA1708489
4242,SAMEA1708490
4243,SAMEA1708491
4244,SAMEA1708493
4245,SAMEA2296953
4246,SAMEA2296954
4247,SAMEA2296957
4248,SAMEA2296958
4249,SAMEA2296960
4250,SAMEA2296961
4251,SAMEA2296962
4252,SAMEA2296963
4253,SAMEA2296964
4254,SAMEA2296965
4255,SAMEA2296966
4256,SAMEA2296967
4257,SAMEA2296968
4258,SAMEA2296969
4259,SAMEA2296970
4260,SAMEA2296971
4261,SAMEA2296972
4262,SAMEA2296973
4263,SAMEA2296974
4264,SAMEA2296975
4265,SAMEA2296976
4266,SAMEA2296977
4267,SAMEA2296978
4268,SAMEA2296979
4269,SAMEA2296980
4270,SAMEA2296982
4271,SAMEA2296984
4272,SAMEA2296985
4273,SAMEA2296986
4274,SAMEA2296987
4275,SAMEA2296988
4276,SAMEA2296989
4277,SAMEA2296990
4278,SAMEA2296992
4279,SAMEA2296993
4280,SAMEA2296994
4281,SAMEA2296995
4282,SAMEA2296996
4283,SAMEA2296997
4284,SAMEA2296998
4285,SAMEA2297000
4286,SAMEA2297001
4287,SAMEA2297002
4288,SAMEA2297003
4289,SAMEA2297004
4290,SAMEA2297005
4291,SAMEA2297006
4292,SAMEA2297007
4293,SAMEA2297008
4294,SAMEA2297010
4295,SAMEA2297011
4296,SAMEA2297012
4297,SAMEA2297013
4298,SAMEA2297015
4299,SAMEA2297016
4300,SAMEA2297017
4301,SAMEA2297018
4302,SAMEA2297019
4303,SAMEA2297020
4304,SAMEA2297021
4305,SAMEA2297022
4306,SAMEA2297023
4307,SAMEA2297024
4308,SAMEA2297025
4309,SAMEA2297026
4310,SAMEA2297028
4311,SAMEA2297029
4312,SAMEA2297030
4313,SAMEA2297031
4314,SAMEA2297032
4315,SAMEA2297033
4316,SAMEA2297034
4317,SAMEA2297035
4318,SAMEA2297036
4319,SAMEA2297037
4320,SAMEA2297038
4321,SAMEA2297039
4322,SAMEA2297040
4323,SAMEA2297041
4324,SAMEA2297042
4325,SAMEA2297043
4326,SAMEA2297044
4327,SAMEA2297045
4328,SAMEA2297046
4329,SAMEA2297047
4330,SAMEA2297048
4331,SAMEA2297049
4332,SAMEA2297050
4333,SAMEA2297051
4334,SAMEA2297052
4335,SAMEA2297054
4336,SAMEA2297058
4337,SAMEA2297060
4338,SAMEA2297061
4339,SAMEA2297062
4340,SAMEA2297063
4341,SAMEA2297064
4342,SAMEA2297065
4343,SAMEA2297068
4344,SAMEA2297069
4345,SAMEA2297071
4346,SAMEA2297075
4347,SAMEA2297076
4348,SAMEA2297077
4349,SAMEA2297078
4350,SAMEA2297080
4351,SAMEA2297081
4352,SAMEA2297082
4353,SAMEA2297083
4354,SAMEA2297084
4355,SAMEA2297085
4356,SAMEA2297086
4357,SAMEA2297087
4358,SAMEA2297088
4359,SAMEA2297089
4360,SAMEA2297090
4361,SAMEA2297091
4362,SAMEA2297092
4363,SAMEA2297093
4364,SAMEA2297094
4365,SAMEA2297095
4366,SAMEA2297096
4367,SAMEA2297097
4368,SAMEA2297098
4369,SAMEA2297099
4370,SAMEA2297101
4371,SAMEA2297102
4372,SAMEA2297103
4373,SAMEA2297104
4374,SAMEA2297105
4375,SAMEA2297106
4376,SAMEA2297107
4377,SAMEA2297108
4378,SAMEA2297111
4379,SAMEA2297112
4380,SAMEA2297113
4381,SAMEA2297114
4382,SAMEA2297116
4383,SAMEA2297117
4384,SAMEA2297118
4385,SAMEA2297120
4386,SAMEA2297121
4387,SAMEA2297122
4388,SAMEA2297123
4389,SAMEA2297124
4390,SAMEA2297125
4391,SAMEA2297126
4392,SAMEA2297127
4393,SAMEA2297128
4394,SAMEA2297129
4395,SAMEA2297131
4396,SAMEA2297132
4397,SAMEA2297133
4398,SAMEA2297135
4399,SAMEA2297136
4400,SAMEA2297137
4401,SAMEA2297138
4402,SAMEA2297140
4403,SAMEA2297141
4404,SAMEA2297142
4405,SAMEA2297143
4406,SAMEA2297148
4407,SAMEA2297149
4408,SAMEA2297151
4409,SAMEA2297152
4410,SAMEA2297153
4411,SAMEA2297154
4412,SAMEA2297155
4413,SAMEA2297156
4414,SAMEA2297157
4415,SAMEA2297158
4416,SAMEA2297161
4417,SAMEA2297162
4418,SAMEA2297163
4419,SAMEA2297164
4420,SAMEA2297165
4421,SAMEA2297166
4422,SAMEA2297167
4423,SAMEA2297171
4424,SAMEA2297172
4425,SAMEA2297175
4426,SAMEA2297176
4427,SAMEA2297177
4428,SAMEA2297178
4429,SAMEA2297181
4430,SAMEA2297182
4431,SAMEA2297188
4432,SAMEA2297192
4433,SAMEA2297193
4434,SAMEA2297194
4435,SAMEA2297199
4436,SAMEA2297200
4437,SAMEA2297201
4438,SAMEA2297202
4439,SAMEA2297203
4440,SAMEA2297204
4441,SAMEA2297205
4442,SAMEA2517424
4443,SAMEA2517425
4444,SAMEA2517426
4445,SAMEA2517427
4446,SAMEA2517428
4447,SAMEA2517429
4448,SAMEA2517430
4449,SAMEA2517431
4450,SAMEA2517433
4451,SAMEA2517444
4452,SAMEA2517445
4453,SAMEA2517446
4454,SAMEA2533341
4455,SAMEA2533342
4456,SAMEA2533343
4457,SAMEA2533345
4458,SAMEA2533350
4459,SAMEA2533351
4460,SAMEA2533352
4461,SAMEA2533354
4462,SAMEA2533355
4463,SAMEA2533357
4464,SAMEA2533362
4465,SAMEA2533364
4466,SAMEA2533365
4467,SAMEA2533366
4468,SAMEA2533367
4469,SAMEA2533368
4470,SAMEA2533370
4471,SAMEA2533372
4472,SAMEA2533373
4473,SAMEA2533374
4474,SAMEA2533375
4475,SAMEA2533376
4476,SAMEA2533377
4477,SAMEA2533379
4478,SAMEA2533380
4479,SAMEA2533382
4480,SAMEA2533383
4481,SAMEA2533385
4482,SAMEA2533388
4483,SAMEA2533389
4484,SAMEA2533390
4485,SAMEA2533391
4486,SAMEA2533393
4487,SAMEA2533394
4488,SAMEA2533397
4489,SAMEA2533399
4490,SAMEA2533400
4491,SAMEA2533402
4492,SAMEA2533403
4493,SAMEA2533404
4494,SAMEA2533406
4495,SAMEA2533407
4496,SAMEA2533409
4497,SAMEA2533410
4498,SAMEA2533411
4499,SAMEA2533412
4500,SAMEA2533413
4501,SAMEA2533414
4502,SAMEA2533415
4503,SAMEA2533416
4504,SAMEA2533417
4505,SAMEA2533421
4506,SAMEA2533423
4507,SAMEA2533427
4508,SAMEA2533428
4509,SAMEA2533429
4510,SAMEA2533430
4511,SAMEA2533432
4512,SAMEA2533433
4513,SAMEA2533434
4514,SAMEA2533435
4515,SAMEA2533438
4516,SAMEA2533439
4517,SAMEA2533440
4518,SAMEA2533441
4519,SAMEA2533442
4520,SAMEA2533443
4521,SAMEA2533447
4522,SAMEA2533449
4523,SAMEA2533450
4524,SAMEA2533451
4525,SAMEA2533453
4526,SAMEA2533454
4527,SAMEA2533456
4528,SAMEA2533457
4529,SAMEA2533458
4530,SAMEA2533459
4531,SAMEA2533460
4532,SAMEA2533462
4533,SAMEA2533463
4534,SAMEA2533465
4535,SAMEA2533466
4536,SAMEA2533467
4537,SAMEA2533469
4538,SAMEA2533470
4539,SAMEA2533471
4540,SAMEA2533472
4541,SAMEA2533474
4542,SAMEA2533475
4543,SAMEA2533476
4544,SAMEA2533480
4545,SAMEA2533481
4546,SAMEA2533482
4547,SAMEA2533483
4548,SAMEA2533484
4549,SAMEA2533485
4550,SAMEA2533486
4551,SAMEA2533487
4552,SAMEA2533489
4553,SAMEA2533493
4554,SAMEA2533494
4555,SAMEA2533496
4556,SAMEA2533497
4557,SAMEA2533501
4558,SAMEA2533503
4559,SAMEA2533504
4560,SAMEA2533505
4561,SAMEA2533507
4562,SAMEA2533509
4563,SAMEA2533510
4564,SAMEA2533511
4565,SAMEA2533512
4566,SAMEA2533513
4567,SAMEA2533515
4568,SAMEA2533516
4569,SAMEA2533518
